CD_SAFRA;CD_UPNIVEL1;DE_UPNIVEL1;CD_UPNIVEL3;NO_CORTE;DE_VARIED;ANO;QT_AREA_PROD;TP_FORNEC;PERC_INFEST_BROCA
22122;10001;Laranjeira Industria;9;4;RB92579;2021;4,69;1-PRÓPRIO;0,00%
22223;10001;Laranjeira Industria;9;5;RB92579;2022;4,69;1-PRÓPRIO;0,00%
22324;10001;Laranjeira Industria;9;6;RB92579;2023;4,69;1-PRÓPRIO;0,00%
22122;10001;Laranjeira Industria;10;4;RB92579;2021;1,88;1-PRÓPRIO;0,00%
22223;10001;Laranjeira Industria;10;5;RB92579;2022;1,88;1-PRÓPRIO;0,00%
22324;10001;Laranjeira Industria;10;6;RB92579;2023;1,88;1-PRÓPRIO;0,00%
22122;10001;Laranjeira Industria;11;4;RB92579;2021;1,19;1-PRÓPRIO;0,00%
22223;10001;Laranjeira Industria;11;5;RB92579;2022;1,19;1-PRÓPRIO;0,00%
22324;10001;Laranjeira Industria;11;6;RB92579;2023;1,19;1-PRÓPRIO;0,00%
22122;10002;Laranjeiras;1;5;RB92579;2021;13,63;1-PRÓPRIO;0,00%
22122;10002;Laranjeiras;2;4;RB92579;2021;8,93;1-PRÓPRIO;0,00%
22122;10002;Laranjeiras;3;4;RB92579;2021;4,84;1-PRÓPRIO;0,00%
22122;10002;Laranjeiras;4;4;RB92579;2021;3,55;1-PRÓPRIO;0,00%
22122;10002;Laranjeiras;5;4;RB92579;2021;8,43;1-PRÓPRIO;0,00%
22122;10002;Laranjeiras;6;4;RB92579;2021;2,45;1-PRÓPRIO;0,00%
22122;10002;Laranjeiras;8;5;RB92579;2021;8,75;1-PRÓPRIO;1,75%
22122;10002;Laranjeiras;9;5;RB92579;2021;4,78;1-PRÓPRIO;0,00%
22122;10002;Laranjeiras;10;4;RB92579;2021;4,53;1-PRÓPRIO;0,00%
22223;10002;Laranjeiras;10;5;RB92579;2022;4,53;1-PRÓPRIO;0,00%
22122;10002;Laranjeiras;11;4;RB92579;2021;8,11;1-PRÓPRIO;0,00%
22223;10002;Laranjeiras;11;5;RB92579;2022;8,11;1-PRÓPRIO;0,00%
22122;10002;Laranjeiras;13;5;RB92579;2021;3,84;1-PRÓPRIO;0,00%
22223;10002;Laranjeiras;13;6;RB92579;2022;3,84;1-PRÓPRIO;0,00%
22122;10002;Laranjeiras;14;4;RB92579;2021;3,91;1-PRÓPRIO;0,00%
22223;10002;Laranjeiras;14;5;RB92579;2022;3,91;1-PRÓPRIO;0,00%
22122;10002;Laranjeiras;15;4;RB92579;2021;0,73;1-PRÓPRIO;0,00%
22122;10002;Laranjeiras;16;4;RB92579;2021;10,32;1-PRÓPRIO;0,00%
22122;10002;Laranjeiras;17;4;RB92579;2021;6,19;1-PRÓPRIO;0,00%
22122;10002;Laranjeiras;25;4;RB92579;2021;6,96;1-PRÓPRIO;0,00%
22122;10002;Laranjeiras;27;4;RB92579;2021;1,25;1-PRÓPRIO;0,00%
22122;10002;Laranjeiras;28;4;RB92579;2021;2,67;1-PRÓPRIO;0,00%
22122;10002;Laranjeiras;29;4;RB92579;2021;1,75;1-PRÓPRIO;0,00%
22122;10002;Laranjeiras;30;4;RB92579;2021;2,23;1-PRÓPRIO;0,00%
22122;10002;Laranjeiras;31;4;RB92579;2021;3,96;1-PRÓPRIO;0,00%
22122;10002;Laranjeiras;32;5;RB92579;2021;1,45;1-PRÓPRIO;0,00%
22122;10002;Laranjeiras;33;5;RB92579;2021;1,4;1-PRÓPRIO;0,00%
22122;10002;Laranjeiras;34;5;RB92579;2021;1,69;1-PRÓPRIO;0,00%
22122;10002;Laranjeiras;35;5;RB92579;2021;0,59;1-PRÓPRIO;0,00%
22122;10002;Laranjeiras;36;5;RB92579;2021;0,87;1-PRÓPRIO;0,00%
22122;10002;Laranjeiras;37;5;RB92579;2021;2,19;1-PRÓPRIO;0,00%
22122;10002;Laranjeiras;38;5;RB92579;2021;1,26;1-PRÓPRIO;0,00%
22122;10002;Laranjeiras;39;5;RB92579;2021;1,16;1-PRÓPRIO;0,00%
22122;10002;Laranjeiras;40;5;RB92579;2021;0,91;1-PRÓPRIO;0,00%
22122;10002;Laranjeiras;41;5;RB92579;2021;1,08;1-PRÓPRIO;0,00%
22122;10002;Laranjeiras;42;5;RB92579;2021;0,43;1-PRÓPRIO;0,00%
22122;10002;Laranjeiras;43;5;RB92579;2021;0,36;1-PRÓPRIO;0,00%
22122;10003;Estância Pitanga;1;2;RB975033;2021;8,08;1-PRÓPRIO;0,00%
22223;10003;Estância Pitanga;1;3;RB975033;2022;8,14;1-PRÓPRIO;0,00%
22122;10003;Estância Pitanga;2;2;CTC9001;2021;9,35;1-PRÓPRIO;0,50%
22223;10003;Estância Pitanga;2;3;CTC9001;2022;9,35;1-PRÓPRIO;0,00%
22122;10003;Estância Pitanga;3;2;CTC9001;2021;1,11;1-PRÓPRIO;0,00%
22223;10003;Estância Pitanga;3;3;CTC9001;2022;1,14;1-PRÓPRIO;0,00%
22122;10003;Estância Pitanga;4;2;CTC9001;2021;2,72;1-PRÓPRIO;0,00%
22223;10003;Estância Pitanga;4;3;CTC9001;2022;2,72;1-PRÓPRIO;0,00%
22122;10003;Estância Pitanga;5;2;RB975033;2021;14,92;1-PRÓPRIO;0,00%
22223;10003;Estância Pitanga;5;3;RB975033;2022;14,92;1-PRÓPRIO;0,80%
22223;10003;Estância Pitanga;6;3;RB975033;2022;6,04;1-PRÓPRIO;0,00%
22122;10003;Estância Pitanga;7;2;RB975033;2021;18,66;1-PRÓPRIO;1,83%
22223;10003;Estância Pitanga;7;3;RB975033;2022;18,78;1-PRÓPRIO;0,00%
22223;10003;Estância Pitanga;8;3;RB975033;2022;8,4;1-PRÓPRIO;0,00%
22223;10003;Estância Pitanga;9;3;RB975033;2022;6,64;1-PRÓPRIO;0,00%
22122;10004;Fazenda Laranjeiras1;6;4;RB92579;2021;17,7;1-PRÓPRIO;0,00%
22122;10004;Fazenda Laranjeiras1;7;4;RB92579;2021;8,02;1-PRÓPRIO;0,00%
22122;10004;Fazenda Laranjeiras1;8;4;RB92579;2021;8,52;1-PRÓPRIO;0,00%
22122;10004;Fazenda Laranjeiras1;9;4;RB92579;2021;4,47;1-PRÓPRIO;0,00%
22122;10004;Fazenda Laranjeiras1;10;4;RB92579;2021;3,12;1-PRÓPRIO;0,00%
22122;10004;Fazenda Laranjeiras1;11;4;RB92579;2021;2,29;1-PRÓPRIO;0,00%
22122;10004;Fazenda Laranjeiras1;12;4;RB92579;2021;8,79;1-PRÓPRIO;0,00%
22122;10004;Fazenda Laranjeiras1;13;4;RB92579;2021;4,96;1-PRÓPRIO;0,00%
22122;10004;Fazenda Laranjeiras1;14;4;RB92579;2021;16,15;1-PRÓPRIO;0,00%
22122;10004;Fazenda Laranjeiras1;15;4;RB92579;2021;14,35;1-PRÓPRIO;1,01%
22122;10004;Fazenda Laranjeiras1;16;4;RB92579;2021;20,89;1-PRÓPRIO;0,00%
22122;10004;Fazenda Laranjeiras1;17;4;RB92579;2021;8,22;1-PRÓPRIO;0,00%
22122;10004;Fazenda Laranjeiras1;18;4;RB92579;2021;8,61;1-PRÓPRIO;0,00%
22122;10004;Fazenda Laranjeiras1;19;4;RB92579;2021;1,72;1-PRÓPRIO;0,00%
22122;10004;Fazenda Laranjeiras1;20;4;RB92579;2021;5,87;1-PRÓPRIO;0,00%
22122;10004;Fazenda Laranjeiras1;21;4;RB92579;2021;14;1-PRÓPRIO;0,00%
22122;10004;Fazenda Laranjeiras1;22;4;RB92579;2021;10,78;1-PRÓPRIO;0,00%
22122;10004;Fazenda Laranjeiras1;23;4;RB92579;2021;7,34;1-PRÓPRIO;0,00%
22122;10005;Fazenda Laranjeiras 2;1;2;RB92579;2021;15,85;1-PRÓPRIO;0,00%
22223;10005;Fazenda Laranjeiras 2;1;3;RB92579;2022;15,85;1-PRÓPRIO;1,30%
22324;10005;Fazenda Laranjeiras 2;1;4;RB92579;2023;15,85;1-PRÓPRIO;0,00%
22425;10005;Fazenda Laranjeiras 2;1;5;RB92579;2024;15,85;1-PRÓPRIO;0,00%
22526;10005;Fazenda Laranjeiras 2;1;6;RB92579;2025;15,85;1-PRÓPRIO;0,00%
22122;10005;Fazenda Laranjeiras 2;2;2;RB92579;2021;16,17;1-PRÓPRIO;1,21%
22223;10005;Fazenda Laranjeiras 2;2;3;RB92579;2022;16,17;1-PRÓPRIO;0,00%
22324;10005;Fazenda Laranjeiras 2;2;4;RB92579;2023;16,17;1-PRÓPRIO;0,53%
22425;10005;Fazenda Laranjeiras 2;2;5;RB92579;2024;16,17;1-PRÓPRIO;0,39%
22526;10005;Fazenda Laranjeiras 2;2;6;RB92579;2025;16,17;1-PRÓPRIO;1,93%
22122;10005;Fazenda Laranjeiras 2;3;2;RB92579;2021;16,93;1-PRÓPRIO;0,00%
22223;10005;Fazenda Laranjeiras 2;3;3;RB92579;2022;16,93;1-PRÓPRIO;0,00%
22324;10005;Fazenda Laranjeiras 2;3;4;RB92579;2023;16,93;1-PRÓPRIO;0,00%
22425;10005;Fazenda Laranjeiras 2;3;5;RB92579;2024;16,93;1-PRÓPRIO;0,00%
22526;10005;Fazenda Laranjeiras 2;3;6;RB92579;2025;16,93;1-PRÓPRIO;0,00%
22122;10100;Sítio Jataí II;1;4;RB92579;2021;8,14;1-PRÓPRIO;0,30%
22223;10100;Sítio Jataí II;1;5;RB92579;2022;8,14;1-PRÓPRIO;0,00%
22324;10100;Sítio Jataí II;1;6;RB92579;2023;8,14;1-PRÓPRIO;
22425;10100;Sítio Jataí II;1;7;RB92579;2024;8,14;1-PRÓPRIO;0,00%
22526;10100;Sítio Jataí II;1;8;RB92579;2025;8,14;1-PRÓPRIO;1,23%
22122;10100;Sítio Jataí II;2;4;RB92579;2021;5,58;1-PRÓPRIO;0,00%
22223;10100;Sítio Jataí II;2;5;RB92579;2022;5,58;1-PRÓPRIO;0,00%
22324;10100;Sítio Jataí II;2;6;RB92579;2023;5,58;1-PRÓPRIO;
22425;10100;Sítio Jataí II;2;7;RB92579;2024;5,58;1-PRÓPRIO;0,00%
22526;10100;Sítio Jataí II;2;8;RB92579;2025;5,58;1-PRÓPRIO;1,04%
22122;10102;Lote 6 - Quadra F - Sitio São José;1;4;RB92579;2021;9,11;1-PRÓPRIO;0,00%
22223;10102;Lote 6 - Quadra F - Sitio São José;1;5;RB92579;2022;9,11;1-PRÓPRIO;0,00%
22122;10102;Lote 6 - Quadra F - Sitio São José;2;4;RB92579;2021;4,21;1-PRÓPRIO;0,00%
22223;10102;Lote 6 - Quadra F - Sitio São José;2;5;RB92579;2022;4,21;1-PRÓPRIO;0,00%
22122;10103;Lote 2 - Quadra E;1;4;RB92579;2021;1,18;1-PRÓPRIO;0,00%
22122;10103;Lote 2 - Quadra E;2;4;RB92579;2021;14,86;1-PRÓPRIO;0,00%
22122;10105;Sitio Boa Esperanca;1;4;RB92579;2021;7,05;1-PRÓPRIO;0,00%
22122;10105;Sitio Boa Esperanca;2;4;RB92579;2021;3,85;1-PRÓPRIO;0,00%
22122;10105;Sitio Boa Esperanca;3;4;RB92579;2021;1,65;1-PRÓPRIO;0,00%
22122;10113;Sítio Boa Vista;1;4;RB92579;2021;4,15;1-PRÓPRIO;0,00%
22122;10113;Sítio Boa Vista;2;4;RB92579;2021;7,58;1-PRÓPRIO;0,00%
22122;10303;Fazenda Sossego;30;5;RB92579;2021;2,44;1-PRÓPRIO;0,00%
22122;10303;Fazenda Sossego;31;5;RB92579;2021;2,51;1-PRÓPRIO;0,00%
22122;10303;Fazenda Sossego;32;5;RB92579;2021;17,85;1-PRÓPRIO;0,00%
22122;10303;Fazenda Sossego;33;5;RB92579;2021;7,76;1-PRÓPRIO;0,00%
22122;10303;Fazenda Sossego;34;5;RB92579;2021;18,09;1-PRÓPRIO;1,93%
22122;10303;Fazenda Sossego;35;5;RB92579;2021;3,49;1-PRÓPRIO;0,00%
22122;10303;Fazenda Sossego;36;5;RB92579;2021;15,48;1-PRÓPRIO;0,00%
22122;10303;Fazenda Sossego;37;5;RB92579;2021;13,81;1-PRÓPRIO;0,00%
22122;10303;Fazenda Sossego;38;5;RB92579;2021;7,09;1-PRÓPRIO;0,00%
22122;10303;Fazenda Sossego;39;5;RB92579;2021;6,21;1-PRÓPRIO;0,00%
22122;10303;Fazenda Sossego;40;5;RB92579;2021;2,14;1-PRÓPRIO;0,00%
22122;10303;Fazenda Sossego;41;5;RB92579;2021;7,06;1-PRÓPRIO;0,00%
22122;10303;Fazenda Sossego;42;5;RB92579;2021;4,85;1-PRÓPRIO;0,00%
22122;10303;Fazenda Sossego;43;5;RB92579;2021;22;1-PRÓPRIO;0,00%
22122;10303;Fazenda Sossego;44;5;RB92579;2021;3,42;1-PRÓPRIO;0,00%
22122;10303;Fazenda Sossego;45;5;RB92579;2021;9,27;1-PRÓPRIO;0,00%
22122;10303;Fazenda Sossego;46;5;RB92579;2021;9,65;1-PRÓPRIO;0,51%
22122;10303;Fazenda Sossego;47;5;RB92579;2021;9,78;1-PRÓPRIO;0,00%
22122;10303;Fazenda Sossego;48;5;RB92579;2021;14,61;1-PRÓPRIO;0,00%
22122;10303;Fazenda Sossego;49;5;RB92579;2021;3,73;1-PRÓPRIO;0,00%
22122;10303;Fazenda Sossego;50;5;RB92579;2021;7,16;1-PRÓPRIO;0,00%
22122;10303;Fazenda Sossego;51;5;RB92579;2021;17,54;1-PRÓPRIO;0,00%
22122;10303;Fazenda Sossego;52;5;RB92579;2021;6,27;1-PRÓPRIO;0,00%
22122;10303;Fazenda Sossego;53;5;RB92579;2021;3,02;1-PRÓPRIO;0,00%
22122;10303;Fazenda Sossego;54;5;RB92579;2021;13,73;1-PRÓPRIO;0,00%
22122;10303;Fazenda Sossego;80;2;RB92579;2021;10,92;1-PRÓPRIO;0,00%
22223;10303;Fazenda Sossego;80;3;RB92579;2022;10,92;1-PRÓPRIO;0,00%
22324;10303;Fazenda Sossego;80;4;RB92579;2023;10,92;1-PRÓPRIO;
22425;10303;Fazenda Sossego;80;5;RB92579;2024;10,92;1-PRÓPRIO;0,00%
22122;10303;Fazenda Sossego;81;2;RB92579;2021;2,39;1-PRÓPRIO;0,00%
22223;10303;Fazenda Sossego;81;3;RB92579;2022;2,39;1-PRÓPRIO;0,00%
22324;10303;Fazenda Sossego;81;4;RB92579;2023;2,39;1-PRÓPRIO;0,00%
22425;10303;Fazenda Sossego;81;5;RB92579;2024;2,39;1-PRÓPRIO;0,00%
22122;10303;Fazenda Sossego;82;2;RB92579;2021;32,94;1-PRÓPRIO;0,16%
22223;10303;Fazenda Sossego;82;3;RB92579;2022;32,94;1-PRÓPRIO;0,33%
22324;10303;Fazenda Sossego;82;4;RB92579;2023;32,94;1-PRÓPRIO;0,09%
22425;10303;Fazenda Sossego;82;5;RB92579;2024;32,94;1-PRÓPRIO;1,92%
22122;10303;Fazenda Sossego;83;2;RB92579;2021;27,01;1-PRÓPRIO;0,00%
22223;10303;Fazenda Sossego;83;3;RB92579;2022;27,01;1-PRÓPRIO;0,00%
22324;10303;Fazenda Sossego;83;4;RB92579;2023;27,01;1-PRÓPRIO;0,00%
22425;10303;Fazenda Sossego;83;5;RB92579;2024;27,01;1-PRÓPRIO;0,04%
22122;10303;Fazenda Sossego;84;2;RB92579;2021;7,05;1-PRÓPRIO;0,00%
22223;10303;Fazenda Sossego;84;3;RB92579;2022;7,05;1-PRÓPRIO;0,00%
22324;10303;Fazenda Sossego;84;4;RB92579;2023;7,05;1-PRÓPRIO;
22425;10303;Fazenda Sossego;84;5;RB92579;2024;7,05;1-PRÓPRIO;0,00%
22122;10303;Fazenda Sossego;85;2;RB92579;2021;13,44;1-PRÓPRIO;0,00%
22223;10303;Fazenda Sossego;85;3;RB92579;2022;13,44;1-PRÓPRIO;0,00%
22324;10303;Fazenda Sossego;85;4;RB92579;2023;13,44;1-PRÓPRIO;
22425;10303;Fazenda Sossego;85;5;RB92579;2024;13,44;1-PRÓPRIO;0,00%
22122;10303;Fazenda Sossego;86;2;RB92579;2021;13,4;1-PRÓPRIO;0,00%
22223;10303;Fazenda Sossego;86;3;RB92579;2022;13,4;1-PRÓPRIO;0,00%
22324;10303;Fazenda Sossego;86;4;RB92579;2023;13,4;1-PRÓPRIO;
22425;10303;Fazenda Sossego;86;5;RB92579;2024;13,4;1-PRÓPRIO;0,00%
22122;10303;Fazenda Sossego;87;2;RB92579;2021;12,08;1-PRÓPRIO;0,00%
22223;10303;Fazenda Sossego;87;3;RB92579;2022;12,08;1-PRÓPRIO;0,00%
22324;10303;Fazenda Sossego;87;4;RB92579;2023;12,08;1-PRÓPRIO;
22425;10303;Fazenda Sossego;87;5;RB92579;2024;12,08;1-PRÓPRIO;0,00%
22122;10303;Fazenda Sossego;88;2;RB92579;2021;10,34;1-PRÓPRIO;0,00%
22223;10303;Fazenda Sossego;88;3;RB92579;2022;10,34;1-PRÓPRIO;0,00%
22324;10303;Fazenda Sossego;88;4;RB92579;2023;10,34;1-PRÓPRIO;
22425;10303;Fazenda Sossego;88;5;RB92579;2024;10,34;1-PRÓPRIO;0,00%
22122;10303;Fazenda Sossego;89;2;RB92579;2021;8,25;1-PRÓPRIO;1,04%
22223;10303;Fazenda Sossego;89;3;RB92579;2022;8,25;1-PRÓPRIO;0,00%
22324;10303;Fazenda Sossego;89;4;RB92579;2023;8,25;1-PRÓPRIO;
22425;10303;Fazenda Sossego;89;5;RB92579;2024;8,25;1-PRÓPRIO;0,51%
22122;10303;Fazenda Sossego;90;2;RB92579;2021;4,41;1-PRÓPRIO;0,00%
22223;10303;Fazenda Sossego;90;3;RB92579;2022;4,41;1-PRÓPRIO;0,00%
22324;10303;Fazenda Sossego;90;4;RB92579;2023;4,41;1-PRÓPRIO;
22425;10303;Fazenda Sossego;90;5;RB92579;2024;4,41;1-PRÓPRIO;0,00%
22122;10303;Fazenda Sossego;99;4;RB92579;2021;30,42;1-PRÓPRIO;0,60%
22223;10303;Fazenda Sossego;99;5;RB92579;2022;30,42;1-PRÓPRIO;1,03%
22122;10303;Fazenda Sossego;100;4;RB92579;2021;34,4;1-PRÓPRIO;0,00%
22223;10303;Fazenda Sossego;100;5;RB92579;2022;34,4;1-PRÓPRIO;0,50%
22122;10303;Fazenda Sossego;101;4;RB92579;2021;31,52;1-PRÓPRIO;0,00%
22223;10303;Fazenda Sossego;101;5;RB92579;2022;31,52;1-PRÓPRIO;0,00%
22122;10303;Fazenda Sossego;102;4;RB92579;2021;15,33;1-PRÓPRIO;0,00%
22223;10303;Fazenda Sossego;102;5;RB92579;2022;15,33;1-PRÓPRIO;0,00%
22122;10303;Fazenda Sossego;103;4;RB92579;2021;31,44;1-PRÓPRIO;0,00%
22223;10303;Fazenda Sossego;103;5;RB92579;2022;31,44;1-PRÓPRIO;0,38%
22122;10303;Fazenda Sossego;104;4;RB92579;2021;45,1;1-PRÓPRIO;0,81%
22223;10303;Fazenda Sossego;104;5;RB92579;2022;45,1;1-PRÓPRIO;1,17%
22122;10303;Fazenda Sossego;105;4;RB92579;2021;24,02;1-PRÓPRIO;0,00%
22223;10303;Fazenda Sossego;105;5;RB92579;2022;24,02;1-PRÓPRIO;0,00%
22122;10303;Fazenda Sossego;106;4;RB92579;2021;6,04;1-PRÓPRIO;0,00%
22223;10303;Fazenda Sossego;106;5;RB92579;2022;6,04;1-PRÓPRIO;0,00%
22122;10303;Fazenda Sossego;107;4;RB92579;2021;16,11;1-PRÓPRIO;0,96%
22223;10303;Fazenda Sossego;107;5;RB92579;2022;16,11;1-PRÓPRIO;1,64%
22122;10303;Fazenda Sossego;108;4;RB92579;2021;31,18;1-PRÓPRIO;1,16%
22223;10303;Fazenda Sossego;108;5;RB92579;2022;31,18;1-PRÓPRIO;0,00%
22122;10303;Fazenda Sossego;109;4;RB92579;2021;10,94;1-PRÓPRIO;0,00%
22223;10303;Fazenda Sossego;109;5;RB92579;2022;10,94;1-PRÓPRIO;0,00%
22122;10303;Fazenda Sossego;110;4;RB92579;2021;14,33;1-PRÓPRIO;0,96%
22223;10303;Fazenda Sossego;110;5;RB92579;2022;14,33;1-PRÓPRIO;1,03%
22122;10303;Fazenda Sossego;111;4;RB92579;2021;7,4;1-PRÓPRIO;0,00%
22223;10303;Fazenda Sossego;111;5;RB92579;2022;7,4;1-PRÓPRIO;0,00%
22122;10304;Fazenda do Retiro;1;5;RB92579;2021;3,9;1-PRÓPRIO;0,00%
22122;10304;Fazenda do Retiro;2;5;RB92579;2021;0,75;1-PRÓPRIO;0,00%
22122;10304;Fazenda do Retiro;3;5;RB92579;2021;2,11;1-PRÓPRIO;0,00%
22122;10304;Fazenda do Retiro;4;5;RB92579;2021;2,04;1-PRÓPRIO;0,00%
22122;10304;Fazenda do Retiro;5;5;RB92579;2021;0,68;1-PRÓPRIO;0,00%
22122;10304;Fazenda do Retiro;6;5;RB92579;2021;2,13;1-PRÓPRIO;0,00%
22122;10304;Fazenda do Retiro;7;5;RB92579;2021;4,18;1-PRÓPRIO;0,00%
22122;10304;Fazenda do Retiro;8;5;RB92579;2021;2,81;1-PRÓPRIO;0,00%
22122;10304;Fazenda do Retiro;9;5;RB92579;2021;8,98;1-PRÓPRIO;0,00%
22122;10304;Fazenda do Retiro;10;5;RB92579;2021;2,99;1-PRÓPRIO;0,00%
22122;10304;Fazenda do Retiro;11;5;RB92579;2021;3,25;1-PRÓPRIO;0,00%
22122;10304;Fazenda do Retiro;12;5;RB92579;2021;4,75;1-PRÓPRIO;0,00%
22122;10304;Fazenda do Retiro;13;5;RB92579;2021;2,1;1-PRÓPRIO;0,82%
22122;10304;Fazenda do Retiro;14;5;RB92579;2021;4,24;1-PRÓPRIO;0,00%
22122;10304;Fazenda do Retiro;15;5;RB92579;2021;4,03;1-PRÓPRIO;0,00%
22122;10304;Fazenda do Retiro;16;5;RB92579;2021;3,09;1-PRÓPRIO;0,00%
22122;10304;Fazenda do Retiro;17;5;RB92579;2021;5,06;1-PRÓPRIO;0,00%
22122;10304;Fazenda do Retiro;18;5;RB92579;2021;3,66;1-PRÓPRIO;0,00%
22122;10304;Fazenda do Retiro;19;5;RB92579;2021;6,02;1-PRÓPRIO;0,00%
22122;10304;Fazenda do Retiro;20;5;RB92579;2021;5,09;1-PRÓPRIO;0,00%
22122;10304;Fazenda do Retiro;21;5;RB92579;2021;2,21;1-PRÓPRIO;0,00%
22122;10304;Fazenda do Retiro;22;5;RB92579;2021;2,56;1-PRÓPRIO;0,00%
22122;10304;Fazenda do Retiro;23;5;RB92579;2021;3,76;1-PRÓPRIO;0,51%
22122;10304;Fazenda do Retiro;24;5;RB92579;2021;4,12;1-PRÓPRIO;0,00%
22122;10304;Fazenda do Retiro;25;5;RB92579;2021;3,85;1-PRÓPRIO;0,00%
22122;10304;Fazenda do Retiro;26;5;RB92579;2021;1,59;1-PRÓPRIO;0,00%
22122;10304;Fazenda do Retiro;27;5;RB92579;2021;2,43;1-PRÓPRIO;0,00%
22122;10304;Fazenda do Retiro;28;5;RB92579;2021;6,61;1-PRÓPRIO;0,00%
22122;10304;Fazenda do Retiro;29;5;RB92579;2021;7,75;1-PRÓPRIO;1,41%
22122;10304;Fazenda do Retiro;30;5;RB92579;2021;11,96;1-PRÓPRIO;0,80%
22122;10304;Fazenda do Retiro;31;5;RB92579;2021;6,24;1-PRÓPRIO;0,00%
22122;10304;Fazenda do Retiro;32;5;RB92579;2021;2,83;1-PRÓPRIO;0,00%
22122;10310;Fazenda Sao Jorge;1;6;CTC15;2021;3,05;1-PRÓPRIO;0,00%
22324;10310;Fazenda Sao Jorge;1;1;SP83-2847;2023;9,09;1-PRÓPRIO;0,00%
22425;10310;Fazenda Sao Jorge;1;2;SP83-2847;2024;9,09;1-PRÓPRIO;0,00%
22526;10310;Fazenda Sao Jorge;1;3;SP83-2847;2025;9,09;1-PRÓPRIO;0,00%
22122;10310;Fazenda Sao Jorge;2;6;CTC15;2021;5,01;1-PRÓPRIO;0,00%
22324;10310;Fazenda Sao Jorge;2;1;SP83-2847;2023;18,97;1-PRÓPRIO;0,00%
22425;10310;Fazenda Sao Jorge;2;2;SP83-2847;2024;18,97;1-PRÓPRIO;0,88%
22526;10310;Fazenda Sao Jorge;2;3;SP83-2847;2025;18,97;1-PRÓPRIO;0,00%
22122;10310;Fazenda Sao Jorge;3;6;RB867515;2021;10,66;1-PRÓPRIO;0,00%
22324;10310;Fazenda Sao Jorge;3;1;SP83-2847;2023;16,47;1-PRÓPRIO;0,00%
22425;10310;Fazenda Sao Jorge;3;2;SP83-2847;2024;16,47;1-PRÓPRIO;0,00%
22526;10310;Fazenda Sao Jorge;3;3;SP83-2847;2025;16,47;1-PRÓPRIO;0,58%
22122;10310;Fazenda Sao Jorge;4;6;RB867515;2021;9,65;1-PRÓPRIO;0,00%
22324;10310;Fazenda Sao Jorge;4;1;SP83-2847;2023;16,52;1-PRÓPRIO;0,00%
22425;10310;Fazenda Sao Jorge;4;2;SP83-2847;2024;16,52;1-PRÓPRIO;0,13%
22526;10310;Fazenda Sao Jorge;4;3;SP83-2847;2025;16,52;1-PRÓPRIO;0,54%
22122;10310;Fazenda Sao Jorge;5;6;RB867515;2021;7,29;1-PRÓPRIO;0,00%
22324;10310;Fazenda Sao Jorge;5;1;SP83-2847;2023;21,01;1-PRÓPRIO;0,00%
22425;10310;Fazenda Sao Jorge;5;2;SP83-2847;2024;21,01;1-PRÓPRIO;0,00%
22526;10310;Fazenda Sao Jorge;5;3;SP83-2847;2025;21,01;1-PRÓPRIO;0,84%
22122;10310;Fazenda Sao Jorge;6;6;RB867515;2021;9,69;1-PRÓPRIO;0,00%
22324;10310;Fazenda Sao Jorge;6;1;SP83-2847;2023;17,47;1-PRÓPRIO;0,00%
22425;10310;Fazenda Sao Jorge;6;2;SP83-2847;2024;17,47;1-PRÓPRIO;0,70%
22526;10310;Fazenda Sao Jorge;6;3;SP83-2847;2025;17,47;1-PRÓPRIO;0,81%
22122;10310;Fazenda Sao Jorge;7;6;RB867515;2021;11,3;1-PRÓPRIO;0,00%
22324;10310;Fazenda Sao Jorge;7;1;SP83-2847;2023;19,11;1-PRÓPRIO;0,00%
22425;10310;Fazenda Sao Jorge;7;2;SP83-2847;2024;19,11;1-PRÓPRIO;0,00%
22526;10310;Fazenda Sao Jorge;7;3;SP83-2847;2025;19,11;1-PRÓPRIO;0,00%
22122;10310;Fazenda Sao Jorge;8;6;RB867515;2021;7,61;1-PRÓPRIO;0,00%
22122;10310;Fazenda Sao Jorge;9;6;RB867515;2021;9,02;1-PRÓPRIO;0,93%
22122;10310;Fazenda Sao Jorge;10;6;RB867515;2021;9,86;1-PRÓPRIO;0,00%
22122;10310;Fazenda Sao Jorge;11;6;RB867515;2021;6,63;1-PRÓPRIO;0,00%
22122;10310;Fazenda Sao Jorge;12;6;RB867515;2021;13,56;1-PRÓPRIO;0,00%
22122;10310;Fazenda Sao Jorge;13;6;SP83-2847;2021;14,09;1-PRÓPRIO;0,00%
22122;10310;Fazenda Sao Jorge;21;2;RB975033;2021;2,42;1-PRÓPRIO;0,00%
22223;10310;Fazenda Sao Jorge;21;3;RB975033;2022;2,5;1-PRÓPRIO;0,00%
22324;10310;Fazenda Sao Jorge;21;4;RB975033;2023;2,5;1-PRÓPRIO;0,00%
22526;10310;Fazenda Sao Jorge;21;1;CTC1007;2025;20,06;1-PRÓPRIO;3,39%
22122;10310;Fazenda Sao Jorge;22;2;RB975033;2021;3,48;1-PRÓPRIO;0,00%
22223;10310;Fazenda Sao Jorge;22;3;RB975033;2022;3,94;1-PRÓPRIO;0,00%
22324;10310;Fazenda Sao Jorge;22;4;RB975033;2023;3,94;1-PRÓPRIO;0,00%
