CD_SAFRA;CD_UPNIVEL1;DE_UPNIVEL1;CD_UPNIVEL3;NO_CORTE;DE_VARIED;ANO;QT_AREA_PROD;QT_TT_RIZOMAS;QT_RIZOMAS_ATAC;PERC_TOCO_ATAC
22223;20314;Fazenda Agua Mansa;8;3;CTC9001;2021;1,76;130;0;0,00%
22223;20314;Fazenda Agua Mansa;9;3;CTC9001;2021;3,34;94;0;0,00%
22324;20314;Fazenda Agua Mansa;9;4;CTC9001;2022;3,34;100;0;0,00%
22223;20314;Fazenda Agua Mansa;10;3;CTC9001;2021;6,33;199;0;0,00%
22627;20314;Fazenda Agua Mansa;10;7;CTC9001;2025;6,33;175;0;0,00%
22324;20314;Fazenda Agua Mansa;11;4;CTC9001;2022;4,59;160;1;0,63%
22223;20314;Fazenda Agua Mansa;12;3;CTC9001;2021;5,1;170;0;0,00%
22324;20314;Fazenda Agua Mansa;13;4;CTC9001;2022;9,37;271;1;0,37%
22223;20314;Fazenda Agua Mansa;15;3;CTC9001;2021;11,58;759;1;0,13%
22324;20314;Fazenda Agua Mansa;15;4;CTC9001;2022;11,58;392;0;0,00%
22223;20314;Fazenda Agua Mansa;17;3;CTC9001;2021;9,74;334;1;0,30%
22324;20314;Fazenda Agua Mansa;17;4;CTC9001;2022;9,74;279;0;0,00%
22324;20314;Fazenda Agua Mansa;18;2;RB966928;2022;37,31;579;0;0,00%
22425;20314;Fazenda Agua Mansa;18;3;RB966928;2023;37,31;644;0;0,00%
22627;20314;Fazenda Agua Mansa;18;5;RB966928;2025;37,31;641;0;0,00%
22324;20314;Fazenda Agua Mansa;19;2;CTC9001BT;2022;52,83;784;0;0,00%
22425;20314;Fazenda Agua Mansa;19;3;CTC9001BT;2023;52,83;653;0;0,00%
22223;20314;Fazenda Agua Mansa;20;1;RB966928;2022;45,53;427;0;0,00%
22324;20314;Fazenda Agua Mansa;20;2;RB966928;2022;45,53;772;0;0,00%
22425;20314;Fazenda Agua Mansa;20;3;RB966928;2023;45,53;312;0;0,00%
22627;20314;Fazenda Agua Mansa;20;5;RB966928;2025;45,53;232;1;0,43%
22223;20314;Fazenda Agua Mansa;35;3;CTC9001;2021;6,62;230;1;0,43%
22324;20314;Fazenda Agua Mansa;35;4;CTC9001;2022;6,62;205;0;0,00%
22425;20314;Fazenda Agua Mansa;35;5;CTC9001;2023;6,62;198;0;0,00%
22223;20314;Fazenda Agua Mansa;36;3;CTC9001;2021;4,54;166;0;0,00%
22223;20314;Fazenda Agua Mansa;37;3;CTC9001;2021;8,33;533;3;0,56%
22627;20314;Fazenda Agua Mansa;37;7;CTC9001;2025;8,33;174;0;0,00%
22324;20314;Fazenda Agua Mansa;38;4;CTC9001;2022;7,95;236;4;1,69%
22324;20314;Fazenda Agua Mansa;39;4;CTC9001;2022;5,54;147;0;0,00%
22425;20314;Fazenda Agua Mansa;39;5;CTC9001;2023;5,54;182;0;0,00%
22627;20314;Fazenda Agua Mansa;39;7;CTC9001;2025;5,54;84;0;0,00%
22223;20314;Fazenda Agua Mansa;40;3;CTC9001;2021;6,42;197;0;0,00%
22324;20314;Fazenda Agua Mansa;41;4;CTC9001;2022;4,53;147;0;0,00%
22223;20314;Fazenda Agua Mansa;42;3;CTC9001;2021;3,4;192;0;0,00%
22223;20314;Fazenda Agua Mansa;43;3;CTC9001;2021;3,19;93;0;0,00%
22324;20314;Fazenda Agua Mansa;43;4;CTC9001;2022;3,19;76;1;1,32%
22425;20314;Fazenda Agua Mansa;43;5;CTC9001;2023;3,19;84;0;0,00%
22223;20314;Fazenda Agua Mansa;44;3;CTC9001;2021;5,01;165;0;0,00%
22324;20314;Fazenda Agua Mansa;45;4;CTC9001;2022;3,18;78;0;0,00%
22223;20314;Fazenda Agua Mansa;46;3;CTC9001;2021;2,51;196;0;0,00%
22324;20314;Fazenda Agua Mansa;47;4;CTC9001;2022;2,3;56;0;0,00%
22223;20314;Fazenda Agua Mansa;48;3;CTC9001;2021;2,3;61;0;0,00%
22324;20314;Fazenda Agua Mansa;49;4;CTC9001;2022;1,02;24;0;0,00%
22223;20314;Fazenda Agua Mansa;50;3;CTC9001;2021;2,41;66;1;1,52%
22223;20314;Fazenda Agua Mansa;51;3;CTC9001;2021;1,41;34;0;0,00%
22324;20314;Fazenda Agua Mansa;51;4;CTC9001;2022;1,41;31;0;0,00%
22223;20314;Fazenda Agua Mansa;52;3;CTC9001;2021;0,91;32;0;0,00%
22223;20314;Fazenda Agua Mansa;53;3;CTC9001;2021;4,13;250;0;0,00%
22425;20314;Fazenda Agua Mansa;53;5;CTC9001;2023;4,13;126;0;0,00%
22223;20314;Fazenda Agua Mansa;54;3;CTC9001;2021;2,28;129;0;0,00%
22324;20314;Fazenda Agua Mansa;54;4;CTC9001;2022;2,28;60;0;0,00%
22223;20314;Fazenda Agua Mansa;55;3;CTC9001;2021;4,84;314;1;0,32%
22425;20314;Fazenda Agua Mansa;55;5;CTC9001;2023;4,84;149;0;0,00%
22324;20314;Fazenda Agua Mansa;56;4;CTC9001;2022;7,31;231;0;0,00%
22223;20314;Fazenda Agua Mansa;57;3;CTC9001;2021;8,29;271;1;0,37%
22425;20314;Fazenda Agua Mansa;57;5;CTC9001;2023;8,29;255;0;0,00%
22324;20314;Fazenda Agua Mansa;58;4;CTC9001;2022;10,14;341;1;0,29%
22627;20314;Fazenda Agua Mansa;58;7;CTC9001;2025;10,14;165;0;0,00%
22223;20314;Fazenda Agua Mansa;59;3;CTC9001;2021;12,07;369;1;0,27%
22425;20314;Fazenda Agua Mansa;59;5;CTC9001;2023;12,07;389;0;0,00%
22324;20314;Fazenda Agua Mansa;60;4;CTC9001;2022;9,65;292;0;0,00%
22223;20314;Fazenda Agua Mansa;85;5;IACSP95-5000;2021;10,86;537;3;0,56%
22223;20314;Fazenda Agua Mansa;87;5;DIVERSAS;2021;12,3;205;4;1,95%
22324;20314;Fazenda Agua Mansa;87;6;DIVERSAS;2022;12,3;389;6;1,54%
22324;20314;Fazenda Agua Mansa;87;6;DIVERSAS;2023;12,3;387;1;0,26%
22223;20314;Fazenda Agua Mansa;89;5;VIVEIRO;2021;7,04;113;2;1,77%
22324;20314;Fazenda Agua Mansa;89;6;VIVEIRO;2022;7,04;227;0;0,00%
22324;20314;Fazenda Agua Mansa;89;6;VIVEIRO;2023;7,04;221;0;0,00%
22223;20314;Fazenda Agua Mansa;90;5;IACSP95-5000;2021;12,51;218;2;0,92%
22324;20314;Fazenda Agua Mansa;90;6;IACSP95-5000;2022;12,51;392;0;0,00%
22324;20314;Fazenda Agua Mansa;90;6;IACSP95-5000;2023;12,51;419;0;0,00%
22223;20314;Fazenda Agua Mansa;91;5;DIVERSAS;2021;15,77;739;13;1,76%
22324;20314;Fazenda Agua Mansa;91;6;DIVERSAS;2022;15,77;492;4;0,81%
22324;20314;Fazenda Agua Mansa;91;6;DIVERSAS;2023;15,77;492;0;0,00%
22526;20314;Fazenda Agua Mansa;91;8;DIVERSAS;2024;15,77;527;14;2,66%
22223;20314;Fazenda Agua Mansa;92;5;DIVERSAS;2021;12,97;32;0;0,00%
22223;20314;Fazenda Agua Mansa;93;5;DIVERSAS;2021;11,87;562;11;1,96%
22324;20314;Fazenda Agua Mansa;93;6;DIVERSAS;2022;11,87;400;1;0,25%
22324;20314;Fazenda Agua Mansa;93;6;DIVERSAS;2023;11,87;347;2;0,58%
22223;20314;Fazenda Agua Mansa;95;5;IACSP95-5000;2021;13,44;209;0;0,00%
22324;20314;Fazenda Agua Mansa;95;6;IACSP95-5000;2022;13,44;422;6;1,42%
22324;20314;Fazenda Agua Mansa;95;6;IACSP95-5000;2023;13,44;418;0;0,00%
22223;20314;Fazenda Agua Mansa;97;5;DIVERSAS;2021;17,81;852;46;5,40%
22324;20314;Fazenda Agua Mansa;97;6;DIVERSAS;2022;17,81;571;1;0,18%
22425;20314;Fazenda Agua Mansa;97;7;DIVERSAS;2023;17,81;507;0;0,00%
22122;20314;Fazenda Agua Mansa;99;4;CTC4;2021;8,96;124;0;0,00%
22324;20314;Fazenda Agua Mansa;99;6;CTC4;2022;8,96;297;2;0,67%
22425;20314;Fazenda Agua Mansa;99;7;CTC4;2023;8,96;149;0;0,00%
22223;20314;Fazenda Agua Mansa;101;5;CTC4;2021;12,48;182;2;1,10%
22324;20314;Fazenda Agua Mansa;101;6;CTC4;2022;12,48;368;0;0,00%
22425;20314;Fazenda Agua Mansa;101;7;CTC4;2023;12,48;132;0;0,00%
22223;20314;Fazenda Agua Mansa;103;5;CTC4;2021;7;127;0;0,00%
22324;20314;Fazenda Agua Mansa;103;6;CTC4;2022;7;230;1;0,43%
22526;20314;Fazenda Agua Mansa;103;8;CTC4;2024;7;225;0;0,00%
22223;20314;Fazenda Agua Mansa;104;5;CTC4;2021;13,97;394;1;0,25%
22223;20314;Fazenda Agua Mansa;105;5;CTC4;2021;11,07;202;1;0,50%
22324;20314;Fazenda Agua Mansa;105;6;CTC4;2022;11,07;402;17;4,23%
22425;20314;Fazenda Agua Mansa;105;7;CTC4;2023;11,07;152;3;1,97%
22122;20314;Fazenda Agua Mansa;107;4;CTC4;2021;9,57;172;0;0,00%
22324;20314;Fazenda Agua Mansa;107;6;CTC4;2022;9,57;299;2;0,67%
22425;20314;Fazenda Agua Mansa;107;7;CTC4;2023;9,57;309;0;0,00%
22425;20314;Fazenda Agua Mansa;108;7;CTC4;2023;8,39;555;0;0,00%
22324;20314;Fazenda Agua Mansa;109;6;CTC4;2022;9,18;308;19;6,17%
22223;20314;Fazenda Agua Mansa;110;5;IACSP95-5000;2021;8,73;151;0;0,00%
22324;20314;Fazenda Agua Mansa;111;6;IACSP95-5000;2022;7,32;225;0;0,00%
22324;20314;Fazenda Agua Mansa;112;6;IACSP95-5000;2022;3,93;120;0;0,00%
22223;20314;Fazenda Agua Mansa;113;5;CTC4;2021;8,14;151;0;0,00%
22324;20314;Fazenda Agua Mansa;114;6;CTC4;2022;6,84;234;0;0,00%
22223;20314;Fazenda Agua Mansa;115;5;CTC4;2021;8,16;112;1;0,89%
22223;20314;Fazenda Agua Mansa;116;5;DIVERSAS;2021;3,17;44;0;0,00%
22324;20314;Fazenda Agua Mansa;117;6;CTC4;2022;4,5;136;4;2,94%
22324;20314;Fazenda Agua Mansa;118;6;CTC4;2022;7,05;229;3;1,31%
22223;20314;Fazenda Agua Mansa;119;5;CTC4;2021;6,76;104;4;3,85%
22324;20314;Fazenda Agua Mansa;120;6;CTC4;2022;4,1;130;7;5,38%
22223;20314;Fazenda Agua Mansa;121;5;CTC4;2021;4,46;61;0;0,00%
22223;20314;Fazenda Agua Mansa;122;5;CTC4;2021;7,37;99;0;0,00%
22324;20314;Fazenda Agua Mansa;123;6;CTC4;2022;4,96;151;5;3,31%
22223;20314;Fazenda Agua Mansa;124;5;CTC4;2021;9,34;147;1;0,68%
22223;20314;Fazenda Agua Mansa;125;5;CTC4;2021;3,32;48;0;0,00%
22324;20314;Fazenda Agua Mansa;126;6;CTC4;2022;11,26;371;1;0,27%
22223;20314;Fazenda Agua Mansa;127;5;CTC4;2021;4,53;77;0;0,00%
22223;20314;Fazenda Agua Mansa;128;5;CTC4;2021;1,21;15;0;0,00%
22223;20314;Fazenda Agua Mansa;129;5;CTC4;2021;4,21;59;0;0,00%
22324;20314;Fazenda Agua Mansa;129;6;CTC4;2022;4,21;120;8;6,67%
22324;20314;Fazenda Agua Mansa;131;6;IACSP95-5000;2022;17,01;557;1;0,18%
22223;20314;Fazenda Agua Mansa;132;5;CTC4;2021;4,92;81;0;0,00%
22223;20314;Fazenda Agua Mansa;135;5;IACSP95-5000;2021;4,56;78;0;0,00%
22425;20314;Fazenda Agua Mansa;135;0;RB988082;2023;41,34;69;0;0,00%
22324;20314;Fazenda Agua Mansa;136;6;IACSP95-5000;2022;3,93;126;0;0,00%
22425;20314;Fazenda Agua Mansa;136;0;RB988082;2023;59,17;84;0;0,00%
22627;20314;Fazenda Agua Mansa;136;2;RB988082;2025;68,88;251;0;0,00%
22223;20314;Fazenda Agua Mansa;137;5;IACSP95-5000;2021;5,6;97;0;0,00%
22324;20314;Fazenda Agua Mansa;138;6;IACSP95-5000;2022;3,73;133;1;0,75%
22627;20314;Fazenda Agua Mansa;138;2;RB988082;2025;43,34;814;0;0,00%
22223;20314;Fazenda Agua Mansa;139;5;IACSP95-5000;2021;5,12;86;0;0,00%
22425;20314;Fazenda Agua Mansa;139;0;RB975201;2023;32,33;79;0;0,00%
22627;20314;Fazenda Agua Mansa;139;2;RB975201;2025;39,66;608;0;0,00%
22324;20314;Fazenda Agua Mansa;140;6;IACSP95-5000;2022;6,77;231;4;1,73%
22223;20314;Fazenda Agua Mansa;141;5;IACSP95-5000;2021;19,95;327;6;1,83%
22425;20314;Fazenda Agua Mansa;141;0;ADEF;2023;19,95;321;2;0,62%
22324;20314;Fazenda Agua Mansa;142;6;IACSP95-5000;2022;7,42;209;1;0,48%
22223;20314;Fazenda Agua Mansa;143;5;IACSP95-5000;2021;3,8;70;0;0,00%
22223;20314;Fazenda Agua Mansa;145;5;IACSP95-5000;2021;10,36;152;0;0,00%
22324;20314;Fazenda Agua Mansa;145;6;IACSP95-5000;2022;10,36;301;9;2,99%
22223;20314;Fazenda Agua Mansa;147;5;IACSP95-5000;2021;12,72;186;5;2,69%
22324;20314;Fazenda Agua Mansa;148;6;IACSP95-5000;2022;24,48;773;7;0,91%
22324;20314;Fazenda Agua Mansa;151;6;IACSP95-5000;2022;6,5;173;0;0,00%
22425;20314;Fazenda Agua Mansa;151;0;ADEF;2023;6,5;79;0;0,00%
22324;20314;Fazenda Agua Mansa;154;6;IACSP95-5000;2022;8,74;281;0;0,00%
22425;20314;Fazenda Agua Mansa;154;0;ADEF;2023;8,74;162;1;0,62%
22324;20314;Fazenda Agua Mansa;156;6;IACSP95-5000;2022;1,68;69;0;0,00%
22324;20314;Fazenda Agua Mansa;158;6;IACSP95-5000;2022;14,73;446;0;0,00%
22324;20314;Fazenda Agua Mansa;160;6;IACSP95-5000;2022;6,02;174;0;0,00%
22324;20314;Fazenda Agua Mansa;162;6;IACSP95-5000;2022;6,72;228;0;0,00%
22324;20314;Fazenda Agua Mansa;165;6;IACSP95-5000;2022;2,45;67;0;0,00%
22223;20314;Fazenda Agua Mansa;167;5;IACSP95-5000;2021;7,13;104;3;2,88%
22425;20314;Fazenda Agua Mansa;167;0;ADEF;2023;7,13;129;0;0,00%
22324;20314;Fazenda Agua Mansa;168;6;IACSP95-5000;2022;7,7;246;31;12,60%
22324;20314;Fazenda Agua Mansa;169;6;IACSP95-5000;2022;12,98;433;5;1,15%
22223;20314;Fazenda Agua Mansa;170;5;IACSP95-5000;2021;5,97;105;1;0,95%
22324;20314;Fazenda Agua Mansa;179;2;CTC9007;2022;30,34;907;1;0,11%
22425;20314;Fazenda Agua Mansa;179;3;CTC9007;2023;30,34;918;0;0,00%
22627;20314;Fazenda Agua Mansa;179;5;CTC9007;2025;30,34;914;0;0,00%
22425;20314;Fazenda Agua Mansa;180;3;CTC9007;2023;35,71;533;0;0,00%
22627;20314;Fazenda Agua Mansa;180;5;CTC9007;2025;35,71;1.146,00;0;0,00%
22324;20314;Fazenda Agua Mansa;181;2;CTC9007;2022;8,35;238;0;0,00%
22425;20314;Fazenda Agua Mansa;181;3;CTC9007;2023;8,35;214;0;0,00%
22627;20314;Fazenda Agua Mansa;181;5;CTC9007;2025;8,35;238;0;0,00%
22627;20314;Fazenda Agua Mansa;182;5;CTC9007;2025;13,33;362;0;0,00%
22324;20314;Fazenda Agua Mansa;183;2;CTC9007;2022;19,6;680;0;0,00%
22425;20314;Fazenda Agua Mansa;183;3;CTC9007;2023;19,6;296;0;0,00%
22627;20314;Fazenda Agua Mansa;183;5;CTC9007;2025;19,6;470;0;0,00%
22425;20314;Fazenda Agua Mansa;184;3;CTC9007;2023;31,62;820;0;0,00%
22627;20314;Fazenda Agua Mansa;184;5;CTC9007;2025;31,62;956;0;0,00%
22425;20314;Fazenda Agua Mansa;185;2;CTC9007;2023;18,11;515;1;0,19%
22627;20314;Fazenda Agua Mansa;185;4;CTC9007;2025;18,11;534;0;0,00%
22425;20314;Fazenda Agua Mansa;186;2;CTC9007;2023;12,86;339;1;0,29%
22627;20314;Fazenda Agua Mansa;186;4;CTC9007;2025;12,86;430;0;0,00%
22122;20314;Fazenda Agua Mansa;195;4;DIVERSAS;2021;6,36;85;0;0,00%
22223;20314;Fazenda Agua Mansa;195;0;RB966928;2021;56,08;100;1;1,00%
22425;20314;Fazenda Agua Mansa;195;2;RB966928;2023;55,41;1.735,00;2;0,12%
22627;20314;Fazenda Agua Mansa;195;4;RB966928;2025;55,41;1.227,00;0;0,00%
22122;20314;Fazenda Agua Mansa;197;4;DIVERSAS;2021;13,84;218;1;0,46%
22223;20314;Fazenda Agua Mansa;197;5;DIVERSAS;2021;13,84;246;1;0,41%
22324;20314;Fazenda Agua Mansa;197;6;DIVERSAS;2022;13,84;389;9;2,31%
22223;20314;Fazenda Agua Mansa;199;5;DIVERSAS;2021;5,5;169;1;0,59%
22324;20314;Fazenda Agua Mansa;199;6;DIVERSAS;2022;5,5;153;1;0,65%
22425;20314;Fazenda Agua Mansa;199;0;ADEF;2023;5,5;77;2;2,60%
22223;20314;Fazenda Agua Mansa;201;5;DIVERSAS;2021;2;62;0;0,00%
22223;20314;Fazenda Agua Mansa;203;5;DIVERSAS;2021;7,62;275;0;0,00%
22324;20314;Fazenda Agua Mansa;203;6;DIVERSAS;2022;7,62;231;6;2,60%
22425;20314;Fazenda Agua Mansa;203;1;CTC2994;2023;9,11;149;6;4,03%
22223;20314;Fazenda Agua Mansa;205;5;DIVERSAS;2021;8,5;259;2;0,77%
22324;20314;Fazenda Agua Mansa;205;6;DIVERSAS;2022;8,5;253;0;0,00%
22425;20314;Fazenda Agua Mansa;206;1;CTC2994;2023;16,06;121;0;0,00%
22122;20314;Fazenda Agua Mansa;207;4;DIVERSAS;2021;14,95;180;0;0,00%
22223;20314;Fazenda Agua Mansa;207;0;ADEF;2021;14,95;248;6;2,42%
22526;20314;Fazenda Agua Mansa;207;2;CTC9007;2024;31,72;919;0;0,00%
22627;20314;Fazenda Agua Mansa;207;3;CTC9007;2025;31,72;999;0;0,00%
22122;20314;Fazenda Agua Mansa;208;4;DIVERSAS;2021;13,78;214;0;0,00%
22627;20314;Fazenda Agua Mansa;208;3;DIVERSAS;2025;29,8;769;0;0,00%
22526;20314;Fazenda Agua Mansa;209;2;CTC9007;2024;28,61;926;0;0,00%
22627;20314;Fazenda Agua Mansa;209;3;CTC9007;2025;28,61;759;0;0,00%
22526;20314;Fazenda Agua Mansa;210;2;CTC9007;2024;32,05;337;1;0,30%
22627;20314;Fazenda Agua Mansa;210;3;CTC9007;2025;32,05;643;0;0,00%
22627;20314;Fazenda Agua Mansa;211;3;CTC9007;2025;41,11;1.289,00;0;0,00%
22526;20314;Fazenda Agua Mansa;212;2;CTC9007;2024;23,31;649;0;0,00%
22627;20314;Fazenda Agua Mansa;212;3;CTC9007;2025;23,31;652;0;0,00%
22122;20314;Fazenda Agua Mansa;215;4;DIVERSAS;2021;13,49;380;1;0,26%
22324;20314;Fazenda Agua Mansa;215;0;ADEF;2022;13,49;386;12;3,11%
22223;20314;Fazenda Agua Mansa;216;5;DIVERSAS;2021;13,81;456;2;0,44%
22324;20314;Fazenda Agua Mansa;216;0;ADEF;2022;13,81;233;0;0,00%
22223;20314;Fazenda Agua Mansa;218;5;DIVERSAS;2021;8,65;298;0;0,00%
22324;20314;Fazenda Agua Mansa;218;6;DIVERSAS;2022;8,65;251;3;1,20%
22425;20314;Fazenda Agua Mansa;219;0;ADEF;2023;6,38;115;2;1,74%
22223;20314;Fazenda Agua Mansa;220;5;DIVERSAS;2021;4,96;157;1;0,64%
22324;20314;Fazenda Agua Mansa;220;6;DIVERSAS;2022;4,96;130;0;0,00%
22223;20314;Fazenda Agua Mansa;222;5;DIVERSAS;2021;5,08;157;0;0,00%
22324;20314;Fazenda Agua Mansa;222;6;DIVERSAS;2022;5,08;129;1;0,78%
22425;20314;Fazenda Agua Mansa;223;0;ADEF;2023;6,81;116;0;0,00%
22223;20314;Fazenda Agua Mansa;224;5;DIVERSAS;2021;8,66;292;5;1,71%
22324;20314;Fazenda Agua Mansa;224;0;ADEF;2022;8,66;264;2;0,76%
22324;20314;Fazenda Agua Mansa;226;0;ADEF;2022;6,57;234;0;0,00%
22122;20314;Fazenda Agua Mansa;227;3;RB966928;2021;2,3;68;1;1,47%
22324;20314;Fazenda Agua Mansa;271;1;CTC9007;2022;9,8;31;1;3,23%
22526;20314;Fazenda Agua Mansa;271;3;CTC9007;2024;9,8;231;0;0,00%
22223;20314;Fazenda Agua Mansa;272;0;CTC9007;2022;19,22;280;0;0,00%
22526;20314;Fazenda Agua Mansa;272;3;CTC9007;2024;21,65;656;0;0,00%
22223;20314;Fazenda Agua Mansa;273;0;CTC9007;2022;22,9;402;0;0,00%
22324;20314;Fazenda Agua Mansa;273;1;CTC9007;2022;25,76;100;0;0,00%
22526;20314;Fazenda Agua Mansa;273;3;CTC9007;2024;25,76;839;0;0,00%
22324;20314;Fazenda Agua Mansa;276;1;CTC9007;2022;12,64;59;0;0,00%
22526;20314;Fazenda Agua Mansa;277;3;CTC9007;2024;23,15;91;0;0,00%
22324;20314;Fazenda Agua Mansa;278;1;CTC9007;2022;6,15;27;0;0,00%
22425;20314;Fazenda Agua Mansa;280;2;VIVEIRO;2023;17,69;617;0;0,00%
22223;20314;Fazenda Agua Mansa;281;1;CTC9003BT;2021;21,2;489;60;12,27%
22425;20314;Fazenda Agua Mansa;281;2;VIVEIRO;2023;21,2;777;7;0,90%
22526;20314;Fazenda Agua Mansa;281;3;VIVEIRO;2024;21,2;127;0;0,00%
22526;20314;Fazenda Agua Mansa;282;3;CTC9001;2024;26,9;771;0;0,00%
22223;20314;Fazenda Agua Mansa;283;0;CTC9001;2021;14,85;436;23;5,28%
22324;20314;Fazenda Agua Mansa;283;1;CTC9001;2022;16,7;56;0;0,00%
22324;20314;Fazenda Agua Mansa;285;1;CTC9003;2022;25,77;102;0;0,00%
22223;20314;Fazenda Agua Mansa;286;0;CTC9007;2021;26,81;423;14;3,31%
22425;20314;Fazenda Agua Mansa;286;2;CTC9007;2023;30,19;958;4;0,42%
22526;20314;Fazenda Agua Mansa;286;3;CTC9007;2024;30,19;968;0;0,00%
22223;20314;Fazenda Agua Mansa;287;0;CTC9007;2021;16,42;363;16;4,41%
22324;20314;Fazenda Agua Mansa;287;1;CTC9007;2022;18,51;63;0;0,00%
22425;20314;Fazenda Agua Mansa;287;2;CTC9007;2023;18,51;288;0;0,00%
22324;20314;Fazenda Agua Mansa;288;1;CTC9007;2022;5,09;30;0;0,00%
22223;20314;Fazenda Agua Mansa;289;0;ADEF;2021;6,17;126;2;1,59%
22223;20314;Fazenda Agua Mansa;290;0;ADEF;2021;2,99;56;1;1,79%
22324;20314;Fazenda Agua Mansa;291;1;CTC9007;2022;37,58;124;0;0,00%
22526;20314;Fazenda Agua Mansa;291;3;CTC9007;2024;37,58;1.147,00;0;0,00%
22223;20314;Fazenda Agua Mansa;292;0;CTC9007;2021;42,57;495;44;8,89%
22324;20314;Fazenda Agua Mansa;292;1;CTC9007;2022;48,12;188;0;0,00%
22425;20314;Fazenda Agua Mansa;292;2;CTC9007;2023;48,12;1.450,00;0;0,00%
22425;20314;Fazenda Agua Mansa;293;2;CTC9007;2023;12,89;402;0;0,00%
22324;20314;Fazenda Agua Mansa;294;1;CTC9007;2022;18,81;58;0;0,00%
22526;20314;Fazenda Agua Mansa;294;3;CTC9007;2024;18,81;650;0;0,00%
22526;20314;Fazenda Agua Mansa;295;3;CTC9007;2024;4,68;169;0;0,00%
22324;20314;Fazenda Agua Mansa;296;1;CTC9007;2022;18,05;52;0;0,00%
22526;20314;Fazenda Agua Mansa;297;3;RB975952;2024;23,32;422;0;0,00%
22324;20314;Fazenda Agua Mansa;298;1;RB975952;2022;21,21;91;0;0,00%
22526;20314;Fazenda Agua Mansa;299;3;RB975952;2024;19,57;530;0;0,00%
22223;20314;Fazenda Agua Mansa;301;0;VIVEIRO;2021;13,8;472;3;0,64%
22122;20314;Fazenda Agua Mansa;377;5;IACSP95-5000;2021;11,15;177;37;20,90%
22223;20314;Fazenda Agua Mansa;377;6;IACSP95-5000;2021;11,15;342;1;0,29%
22526;20314;Fazenda Agua Mansa;377;2;RB975201;2024;42,14;573;0;0,00%
22526;20314;Fazenda Agua Mansa;379;2;RB975201;2024;30,53;1.015,00;0;0,00%
22223;20314;Fazenda Agua Mansa;380;6;IACSP95-5000;2021;6,62;164;0;0,00%
22526;20314;Fazenda Agua Mansa;380;2;RB975201;2024;16,13;466;0;0,00%
22122;20314;Fazenda Agua Mansa;382;5;IACSP95-5000;2021;13,64;226;9;3,98%
22223;20314;Fazenda Agua Mansa;382;6;IACSP95-5000;2021;13,64;479;2;0,42%
22526;20314;Fazenda Agua Mansa;382;2;RB975201;2024;45,4;957;0;0,00%
22122;20314;Fazenda Agua Mansa;383;5;IACSP95-5000;2021;19,48;343;11;3,21%
22223;20314;Fazenda Agua Mansa;385;6;IACSP95-5000;2021;10,83;178;1;0,56%
22425;20314;Fazenda Agua Mansa;385;0;RB975201;2023;26,01;70;0;0,00%
22122;20314;Fazenda Agua Mansa;386;5;IACSP95-5000;2021;12,84;211;0;0,00%
22425;20314;Fazenda Agua Mansa;386;0;RB975201;2023;22,48;300;2;0,67%
22425;20314;Fazenda Agua Mansa;387;0;RB975201;2023;19,55;84;0;0,00%
22425;20314;Fazenda Agua Mansa;388;0;CTC4;2023;14,12;300;5;1,67%
22425;20314;Fazenda Agua Mansa;389;0;CTC4;2023;22,43;73;0;0,00%
22223;20314;Fazenda Agua Mansa;390;6;IACSP95-5000;2021;9,88;175;0;0,00%
22425;20314;Fazenda Agua Mansa;390;0;RB975201;2023;15,17;128;2;1,56%
22425;20314;Fazenda Agua Mansa;391;0;RB975201;2023;22,65;118;0;0,00%
22122;20314;Fazenda Agua Mansa;392;5;IACSP95-5000;2021;8,59;152;0;0,00%
22223;20314;Fazenda Agua Mansa;392;6;IACSP95-5000;2021;8,59;142;0;0,00%
22425;20314;Fazenda Agua Mansa;392;0;RB975201;2023;25,07;182;0;0,00%
22122;20314;Fazenda Agua Mansa;393;5;IACSP95-5000;2021;12,32;208;0;0,00%
22425;20314;Fazenda Agua Mansa;393;0;RB975201;2023;17,32;101;0;0,00%
22122;20314;Fazenda Agua Mansa;394;5;IACSP95-5000;2021;13,49;222;2;0,90%
22223;20314;Fazenda Agua Mansa;395;6;IACSP95-5000;2021;7,97;147;0;0,00%
22425;20314;Fazenda Agua Mansa;398;0;RB975201;2023;22,84;284;0;0,00%
22122;20314;Fazenda Agua Mansa;401;5;IACSP95-5000;2021;11,47;169;23;13,61%
22223;20314;Fazenda Agua Mansa;401;6;IACSP95-5000;2021;11,47;382;3;0,79%
22122;20314;Fazenda Agua Mansa;403;5;IACSP95-5000;2021;16,48;258;3;1,16%
22223;20314;Fazenda Agua Mansa;403;6;IACSP95-5000;2021;16,48;696;4;0,57%
22122;20314;Fazenda Agua Mansa;404;5;IACSP95-5000;2021;29,13;629;16;2,54%
22223;20314;Fazenda Agua Mansa;407;6;IACSP95-5000;2021;6,34;104;0;0,00%
22122;20314;Fazenda Agua Mansa;409;5;IACSP95-5000;2021;18,68;316;12;3,80%
22122;20314;Fazenda Agua Mansa;410;5;CTC4;2021;9,25;136;2;1,47%
22223;20314;Fazenda Agua Mansa;415;6;IACSP95-5000;2021;7,2;237;2;0,84%
22223;20314;Fazenda Agua Mansa;418;6;IACSP95-5000;2021;7,76;256;0;0,00%
