CD_SAFRA;CD_UPNIVEL1;DE_UPNIVEL1;CD_UPNIVEL3;NO_CORTE;DE_VARIED;ANO;QT_AREA_PROD;QT_TT_RIZOMAS;QT_RIZOMAS_ATAC;PERC_TOCO_ATAC
22627;20426;Fazenda Nossa Senhora Aparecida;6;4;RB975201;2025;12,7;418;0;0,00%
22425;20426;Fazenda Nossa Senhora Aparecida;7;2;RB975201;2023;40,99;1.306,00;0;0,00%
22627;20426;Fazenda Nossa Senhora Aparecida;7;4;RB975201;2025;40,99;661;0;0,00%
22627;20426;Fazenda Nossa Senhora Aparecida;8;4;RB975201;2025;12,52;196;0;0,00%
22223;20426;Fazenda Nossa Senhora Aparecida;10;0;ADEF;2021;32,89;294;21;7,14%
22223;20426;Fazenda Nossa Senhora Aparecida;11;0;ADEF;2021;9,02;162;0;0,00%
22223;20426;Fazenda Nossa Senhora Aparecida;13;0;ADEF;2021;6,35;106;1;0,94%
22223;20426;Fazenda Nossa Senhora Aparecida;14;0;ADEF;2021;12,53;204;1;0,49%
22324;20431;Fazenda Estância Fernanda;1;7;SP83-5073;2022;17,54;602;1;0,17%
22122;20431;Fazenda Estância Fernanda;2;5;SP83-5073;2021;15,15;493;1;0,20%
22324;20431;Fazenda Estância Fernanda;2;7;SP83-5073;2022;15,15;122;2;1,64%
22324;20431;Fazenda Estância Fernanda;3;7;SP83-5073;2022;8,56;242;0;0,00%
22627;20431;Fazenda Estância Fernanda;3;2;RB127825;2025;15,78;391;0;0,00%
22324;20431;Fazenda Estância Fernanda;5;7;SP83-5073;2022;9,88;586;0;0,00%
22627;20431;Fazenda Estância Fernanda;5;2;CTC9006;2025;50,58;620;0;0,00%
22122;20431;Fazenda Estância Fernanda;6;5;SP83-5073;2021;12,44;411;0;0,00%
22324;20431;Fazenda Estância Fernanda;6;7;SP83-5073;2022;12,44;366;0;0,00%
22324;20431;Fazenda Estância Fernanda;7;7;SP83-5073;2022;11,59;54;0;0,00%
22324;20431;Fazenda Estância Fernanda;8;7;SP83-5073;2022;5,1;157;1;0,64%
22324;20431;Fazenda Estância Fernanda;10;0;CTC9006;2022;17,2;241;0;0,00%
22122;20431;Fazenda Estância Fernanda;12;5;SP83-5073;2021;4,68;153;0;0,00%
22425;20431;Fazenda Estância Fernanda;12;1;CTC9006;2023;6,06;92;0;0,00%
22324;20431;Fazenda Estância Fernanda;13;0;CTC9006;2022;14,09;421;0;0,00%
22122;20431;Fazenda Estância Fernanda;14;5;SP83-5073;2021;12,7;462;0;0,00%
22627;20431;Fazenda Estância Fernanda;15;2;RB127825;2025;35,98;540;0;0,00%
22324;20431;Fazenda Estância Fernanda;16;7;SP83-5073;2022;19,3;657;0;0,00%
22122;20431;Fazenda Estância Fernanda;17;5;SP83-5073;2021;6,27;209;0;0,00%
22324;20431;Fazenda Estância Fernanda;18;0;ADEF;2022;5,11;173;10;5,78%
22425;20431;Fazenda Estância Fernanda;18;0;RB127825;2023;34,56;241;0;0,00%
22324;20431;Fazenda Estância Fernanda;20;7;SP83-5073;2022;11,99;395;0;0,00%
22425;20431;Fazenda Estância Fernanda;20;0;CTC9006;2023;32,66;157;0;0,00%
22324;20431;Fazenda Estância Fernanda;22;7;SP83-5073;2022;7,15;183;4;2,19%
22122;20431;Fazenda Estância Fernanda;23;5;SP83-5073;2021;8,79;300;0;0,00%
22324;20431;Fazenda Estância Fernanda;24;0;ADEF;2022;4,44;144;0;0,00%
22122;20431;Fazenda Estância Fernanda;26;5;SP83-5073;2021;13,3;411;0;0,00%
22324;20431;Fazenda Estância Fernanda;26;0;ADEF;2022;11,65;387;0;0,00%
22223;20431;Fazenda Estância Fernanda;34;5;SP83-5073;2021;24,38;825;1;0,12%
22324;20431;Fazenda Estância Fernanda;34;6;SP83-5073;2022;24,38;762;0;0,00%
22324;20431;Fazenda Estância Fernanda;36;6;SP83-5073;2022;12,47;381;1;0,26%
22425;20431;Fazenda Estância Fernanda;37;0;ADEF;2023;10,49;75;0;0,00%
22324;20431;Fazenda Estância Fernanda;38;6;SP83-5073;2022;7,6;261;0;0,00%
22223;20431;Fazenda Estância Fernanda;40;5;SP83-5073;2021;8,76;293;0;0,00%
22324;20431;Fazenda Estância Fernanda;40;6;SP83-5073;2022;8,76;285;1;0,35%
22425;20431;Fazenda Estância Fernanda;40;0;ADEF;2023;8,76;129;0;0,00%
22223;20431;Fazenda Estância Fernanda;41;5;SP83-5073;2021;8,84;240;0;0,00%
22324;20431;Fazenda Estância Fernanda;42;6;SP83-5073;2022;11,38;371;2;0,54%
22223;20431;Fazenda Estância Fernanda;44;5;SP83-5073;2021;13,76;468;1;0,21%
22324;20431;Fazenda Estância Fernanda;44;6;SP83-5073;2022;13,76;474;0;0,00%
22324;20431;Fazenda Estância Fernanda;44;6;SP83-5073;2023;13,76;204;0;0,00%
22324;20431;Fazenda Estância Fernanda;46;6;SP83-5073;2022;10,69;305;0;0,00%
22324;20431;Fazenda Estância Fernanda;47;6;SP83-5073;2023;11,14;198;0;0,00%
22223;20431;Fazenda Estância Fernanda;48;5;SP83-5073;2021;9,78;320;1;0,31%
22324;20431;Fazenda Estância Fernanda;48;6;SP83-5073;2022;9,78;326;0;0,00%
22223;20431;Fazenda Estância Fernanda;49;5;SP83-5073;2021;10,57;297;0;0,00%
22324;20431;Fazenda Estância Fernanda;50;6;SP83-5073;2022;29,86;889;1;0,11%
22324;20431;Fazenda Estância Fernanda;50;6;SP83-5073;2023;29,86;231;0;0,00%
22324;20431;Fazenda Estância Fernanda;52;6;SP83-5073;2022;17,25;464;2;0,43%
22223;20431;Fazenda Estância Fernanda;53;5;SP83-5073;2021;16,97;573;4;0,70%
22425;20431;Fazenda Estância Fernanda;53;0;ADEF;2023;16,97;91;0;0,00%
22324;20431;Fazenda Estância Fernanda;54;6;SP83-5073;2022;16,24;465;0;0,00%
22324;20431;Fazenda Estância Fernanda;55;6;SP83-5073;2022;2,9;98;0;0,00%
22324;20431;Fazenda Estância Fernanda;57;6;SP83-5073;2022;16,24;487;0;0,00%
22223;20431;Fazenda Estância Fernanda;58;5;SP83-5073;2021;10,67;367;1;0,27%
22324;20432;Fazenda Vista Bonita;1;2;CTC9001;2022;17,39;579;4;0,69%
22223;20432;Fazenda Vista Bonita;47;6;RB966928;2022;1,13;19;0;0,00%
22526;20432;Fazenda Vista Bonita;47;2;CTC9007;2024;20,31;492;0;0,00%
22223;20432;Fazenda Vista Bonita;48;6;RB966928;2022;1,2;18;0;0,00%
22526;20432;Fazenda Vista Bonita;49;2;CTC9007;2024;61,65;2.065,00;1;0,05%
22425;20432;Fazenda Vista Bonita;50;2;RB966928;2023;43,03;841;0;0,00%
22526;20432;Fazenda Vista Bonita;50;3;RB966928;2024;43,03;772;0;0,00%
22627;20432;Fazenda Vista Bonita;50;4;RB966928;2025;43,03;659;0;0,00%
22526;20432;Fazenda Vista Bonita;51;3;RB966928;2024;48,58;851;0;0,00%
22627;20432;Fazenda Vista Bonita;51;4;RB966928;2025;48,58;510;0;0,00%
22223;20432;Fazenda Vista Bonita;52;6;RB966928;2021;8,78;156;0;0,00%
22223;20432;Fazenda Vista Bonita;52;6;RB966928;2022;8,78;162;0;0,00%
22425;20432;Fazenda Vista Bonita;52;2;RB966928;2023;40,37;878;0;0,00%
22526;20432;Fazenda Vista Bonita;52;3;RB966928;2024;40,37;537;0;0,00%
22627;20432;Fazenda Vista Bonita;52;4;RB966928;2025;40,37;712;0;0,00%
22223;20432;Fazenda Vista Bonita;53;6;RB966928;2021;14,7;254;1;0,39%
22223;20432;Fazenda Vista Bonita;53;6;RB966928;2022;14,7;257;1;0,39%
22425;20432;Fazenda Vista Bonita;53;2;RB966928;2023;6,33;184;0;0,00%
22526;20432;Fazenda Vista Bonita;53;3;RB966928;2024;6,33;201;0;0,00%
22627;20432;Fazenda Vista Bonita;53;4;RB966928;2025;6,33;188;0;0,00%
22223;20432;Fazenda Vista Bonita;56;6;RB966928;2021;20,14;298;2;0,67%
22324;20432;Fazenda Vista Bonita;56;0;ADEF;2022;20,14;0;0;0,00%
22223;20432;Fazenda Vista Bonita;58;6;RB966928;2021;27,59;462;9;1,95%
22223;20432;Fazenda Vista Bonita;58;6;RB966928;2022;27,59;254;0;0,00%
22324;20432;Fazenda Vista Bonita;58;0;ADEF;2022;27,59;222;0;0,00%
22223;20432;Fazenda Vista Bonita;60;6;RB966928;2021;20,35;346;6;1,73%
22223;20432;Fazenda Vista Bonita;60;6;RB966928;2022;20,35;345;0;0,00%
22223;20432;Fazenda Vista Bonita;63;6;RB966928;2021;27,33;406;3;0,74%
22223;20432;Fazenda Vista Bonita;63;6;RB966928;2022;27,33;259;0;0,00%
22324;20432;Fazenda Vista Bonita;63;0;ADEF;2022;27,33;0;0;0,00%
22223;20432;Fazenda Vista Bonita;65;6;RB966928;2021;4,78;88;0;0,00%
22324;20432;Fazenda Vista Bonita;65;0;ADEF;2022;4,78;0;0;0,00%
22223;20432;Fazenda Vista Bonita;67;6;RB966928;2021;17,61;312;3;0,96%
22324;20432;Fazenda Vista Bonita;67;0;ADEF;2022;17,61;0;0;0,00%
22122;20432;Fazenda Vista Bonita;90;2;RB975201;2021;38,44;1.294,00;5;0,39%
22324;20432;Fazenda Vista Bonita;90;4;RB975201;2022;38,44;521;4;0,77%
22324;20432;Fazenda Vista Bonita;90;4;RB975201;2023;38,44;359;0;0,00%
22526;20432;Fazenda Vista Bonita;90;6;RB975201;2024;38,44;1.988,00;9;0,45%
22324;20432;Fazenda Vista Bonita;91;4;RB975201;2022;30,43;500;0;0,00%
22324;20432;Fazenda Vista Bonita;91;4;RB975201;2023;30,43;1.063,00;4;0,38%
22526;20432;Fazenda Vista Bonita;91;6;RB975201;2024;30,43;1.088,00;1;0,09%
22122;20432;Fazenda Vista Bonita;92;2;CTC9001;2021;29,37;406;0;0,00%
22425;20432;Fazenda Vista Bonita;92;5;CTC9001;2023;29,37;888;0;0,00%
22122;20432;Fazenda Vista Bonita;93;2;CTC9001;2021;32,93;1.113,00;1;0,09%
22324;20432;Fazenda Vista Bonita;93;4;CTC9001;2022;32,93;1.029,00;0;0,00%
22425;20432;Fazenda Vista Bonita;93;5;CTC9001;2023;32,93;1.000,00;0;0,00%
22122;20432;Fazenda Vista Bonita;94;2;CTC9001;2021;31,55;229;0;0,00%
22425;20432;Fazenda Vista Bonita;94;5;CTC9001;2023;31,55;985;0;0,00%
22324;20432;Fazenda Vista Bonita;95;4;CTC9001;2022;28,98;118;0;0,00%
22425;20432;Fazenda Vista Bonita;95;5;CTC9001;2023;28,98;902;0;0,00%
22324;20432;Fazenda Vista Bonita;96;4;CTC9001;2022;35,02;1.012,00;0;0,00%
22425;20432;Fazenda Vista Bonita;96;5;CTC9001;2023;35,02;981;0;0,00%
22223;20432;Fazenda Vista Bonita;98;3;RB867515;2022;12,88;410;0;0,00%
22324;20432;Fazenda Vista Bonita;99;4;RB867515;2023;24,09;786;0;0,00%
22324;20432;Fazenda Vista Bonita;100;4;RB867515;2023;13,4;473;0;0,00%
22324;20432;Fazenda Vista Bonita;111;4;SP83-2847;2023;27,69;935;0;0,00%
22526;20432;Fazenda Vista Bonita;112;6;SP83-2847;2024;33,95;899;0;0,00%
22223;20432;Fazenda Vista Bonita;113;3;RB867515;2021;22,36;713;2;0,28%
22324;20432;Fazenda Vista Bonita;113;4;RB867515;2022;22,36;655;0;0,00%
22324;20432;Fazenda Vista Bonita;113;4;RB867515;2023;22,36;329;1;0,30%
22223;20432;Fazenda Vista Bonita;114;3;RB867515;2021;12,3;416;0;0,00%
22223;20432;Fazenda Vista Bonita;115;3;RB867515;2021;17,84;594;1;0,17%
22324;20432;Fazenda Vista Bonita;116;4;RB867515;2022;13,09;410;0;0,00%
22223;20432;Fazenda Vista Bonita;117;3;RB867515;2021;10,95;355;1;0,28%
22223;20432;Fazenda Vista Bonita;118;3;RB867515;2021;6,84;219;0;0,00%
22324;20432;Fazenda Vista Bonita;119;4;RB867515;2022;15,37;489;0;0,00%
22223;20432;Fazenda Vista Bonita;120;3;RB867515;2021;12,13;742;0;0,00%
22324;20432;Fazenda Vista Bonita;122;4;RB867515;2022;10,89;326;0;0,00%
22223;20432;Fazenda Vista Bonita;123;3;RB867515;2021;11,67;781;1;0,13%
22324;20432;Fazenda Vista Bonita;123;4;RB867515;2022;11,67;398;0;0,00%
22425;20432;Fazenda Vista Bonita;126;3;CTC9001BT;2023;20,13;635;2;0,31%
22324;20432;Fazenda Vista Bonita;127;2;CTC9001BT;2022;19,18;641;0;0,00%
22425;20432;Fazenda Vista Bonita;128;3;CTC9001BT;2023;19,22;548;0;0,00%
22324;20432;Fazenda Vista Bonita;129;2;CTC9007;2022;5,07;126;0;0,00%
22425;20432;Fazenda Vista Bonita;130;3;CTC9007;2023;12,85;446;2;0,45%
22324;20432;Fazenda Vista Bonita;131;2;CTC9007;2022;20,8;580;0;0,00%
22324;20432;Fazenda Vista Bonita;157;7;CTC15;2022;4,53;178;2;1,12%
22425;20432;Fazenda Vista Bonita;157;0;ADEF;2023;4,53;82;1;1,22%
22324;20432;Fazenda Vista Bonita;159;7;CTC15;2022;17,39;549;7;1,28%
22425;20432;Fazenda Vista Bonita;160;0;ADEF;2023;16,19;292;3;1,03%
22324;20432;Fazenda Vista Bonita;161;7;CTC15;2022;18,94;548;6;1,09%
22324;20432;Fazenda Vista Bonita;162;7;CTC15;2022;21,74;671;4;0,60%
22425;20432;Fazenda Vista Bonita;163;0;ADEF;2023;4,14;87;2;2,30%
22324;20432;Fazenda Vista Bonita;164;7;CTC15;2022;24,25;407;16;3,93%
22324;20432;Fazenda Vista Bonita;166;7;CTC15;2022;11,52;365;2;0,55%
22223;20432;Fazenda Vista Bonita;168;6;CTC15;2021;9,12;301;0;0,00%
22324;20432;Fazenda Vista Bonita;168;7;CTC15;2022;9,12;253;0;0,00%
22425;20432;Fazenda Vista Bonita;169;0;CTC9007;2023;28,57;116;0;0,00%
22627;20432;Fazenda Vista Bonita;169;2;CTC9007;2025;32,52;837;0;0,00%
22324;20432;Fazenda Vista Bonita;170;7;CTC15;2022;7,39;180;0;0,00%
22627;20432;Fazenda Vista Bonita;170;2;CTC9003;2025;58,29;676;0;0,00%
22425;20432;Fazenda Vista Bonita;171;0;CTC9003;2023;35,83;174;0;0,00%
22324;20432;Fazenda Vista Bonita;172;7;CTC15;2022;19,39;629;0;0,00%
22223;20432;Fazenda Vista Bonita;173;6;CTC15;2021;8,79;296;0;0,00%
22425;20432;Fazenda Vista Bonita;173;0;CTC9003;2023;43,92;146;0;0,00%
22324;20432;Fazenda Vista Bonita;174;7;CTC15;2022;9,36;287;0;0,00%
22425;20432;Fazenda Vista Bonita;174;1;CTC9007;2023;4,11;159;0;0,00%
22223;20432;Fazenda Vista Bonita;175;6;CTC15;2021;35,32;1.129,00;1;0,09%
22627;20432;Fazenda Vista Bonita;175;2;CTC9003;2025;49,72;512;0;0,00%
22324;20432;Fazenda Vista Bonita;176;7;CTC15;2022;13,89;377;1;0,27%
22425;20432;Fazenda Vista Bonita;177;0;ADEF;2023;15,7;547;0;0,00%
22223;20432;Fazenda Vista Bonita;178;6;IACSP95-5000;2021;7,71;258;0;0,00%
22324;20432;Fazenda Vista Bonita;178;7;IACSP95-5000;2022;7,71;225;0;0,00%
22425;20432;Fazenda Vista Bonita;179;0;ADEF;2023;13,63;297;1;0,34%
22324;20432;Fazenda Vista Bonita;180;0;ADEF;2022;8,32;62;0;0,00%
22223;20432;Fazenda Vista Bonita;181;5;IAC87-3396;2021;7,66;253;0;0,00%
22324;20432;Fazenda Vista Bonita;181;0;CTC9006;2022;15,98;65;0;0,00%
22324;20432;Fazenda Vista Bonita;183;7;IACSP95-5000;2022;13,53;425;0;0,00%
22223;20432;Fazenda Vista Bonita;184;6;CTC15;2021;10,77;333;0;0,00%
22425;20432;Fazenda Vista Bonita;184;0;ADEF;2023;10,77;186;0;0,00%
22324;20432;Fazenda Vista Bonita;185;7;CTC15;2022;5,68;203;0;0,00%
22627;20432;Fazenda Vista Bonita;187;3;CTC9001;2025;30,41;575;0;0,00%
22324;20432;Fazenda Vista Bonita;188;0;CTC9001;2022;36,35;463;0;0,00%
22324;20432;Fazenda Vista Bonita;189;0;RB966928;2022;24,82;101;0;0,00%
22627;20432;Fazenda Vista Bonita;189;3;RB966928;2025;24,79;630;0;0,00%
22223;20432;Fazenda Vista Bonita;191;5;IACSP95-5000;2021;5,24;165;0;0,00%
22324;20432;Fazenda Vista Bonita;192;0;CTC9001;2022;20,35;116;0;0,00%
22223;20432;Fazenda Vista Bonita;193;5;IACSP95-5000;2021;1,6;34;0;0,00%
22627;20432;Fazenda Vista Bonita;194;2;RB975952;2025;15,62;190;0;0,00%
22223;20432;Fazenda Vista Bonita;195;5;IACSP95-5000;2021;2,57;63;1;1,59%
22324;20432;Fazenda Vista Bonita;196;0;ADEF;2022;2,67;87;0;0,00%
22324;20432;Fazenda Vista Bonita;199;0;ADEF;2022;9,52;321;0;0,00%
22223;20432;Fazenda Vista Bonita;200;5;IACSP95-5000;2021;7,63;244;1;0,41%
22324;20432;Fazenda Vista Bonita;201;0;ADEF;2022;3,26;90;2;2,22%
22223;20432;Fazenda Vista Bonita;204;5;IACSP95-5000;2021;11,23;338;0;0,00%
22324;20432;Fazenda Vista Bonita;204;0;ADEF;2022;11,23;359;39;10,86%
22324;20432;Fazenda Vista Bonita;208;0;ADEF;2022;2,65;99;11;11,11%
22223;20432;Fazenda Vista Bonita;210;5;IACSP95-5000;2021;5,28;165;1;0,61%
22324;20432;Fazenda Vista Bonita;210;0;ADEF;2022;5,28;144;0;0,00%
22324;20432;Fazenda Vista Bonita;211;0;ADEF;2022;3,72;116;13;11,21%
22223;20433;Fazenda Paineira;5;6;SP83-2847;2021;10,18;163;0;0,00%
22324;20433;Fazenda Paineira;5;0;CTC9006;2022;8,77;166;0;0,00%
22324;20433;Fazenda Paineira;7;0;CTC9006;2022;16,65;67;0;0,00%
22223;20433;Fazenda Paineira;9;6;SP83-2847;2021;4,83;81;0;0,00%
22324;20433;Fazenda Paineira;9;0;CTC9006;2022;15,72;83;1;1,20%
22223;20433;Fazenda Paineira;10;6;SP83-2847;2021;9,5;137;0;0,00%
22324;20433;Fazenda Paineira;11;0;CTC9006;2022;16,52;60;0;0,00%
22223;20433;Fazenda Paineira;13;6;SP83-2847;2021;4,98;78;0;0,00%
22324;20433;Fazenda Paineira;13;0;CTC9006;2022;6,09;52;0;0,00%
22324;20433;Fazenda Paineira;15;0;ADEF;2022;4,35;77;0;0,00%
22223;20433;Fazenda Paineira;16;6;SP83-2847;2021;5,82;106;0;0,00%
22324;20433;Fazenda Paineira;17;0;ADEF;2022;4,36;81;0;0,00%
22223;20433;Fazenda Paineira;19;6;SP83-2847;2021;7;110;0;0,00%
22324;20433;Fazenda Paineira;19;0;ADEF;2022;6,07;124;0;0,00%
22223;20433;Fazenda Paineira;20;6;SP83-2847;2021;2,8;50;0;0,00%
22324;20433;Fazenda Paineira;21;0;ADEF;2022;1,63;33;0;0,00%
22324;20433;Fazenda Paineira;23;0;ADEF;2022;0,89;15;0;0,00%
22223;20433;Fazenda Paineira;24;6;SP83-2847;2021;3,86;73;0;0,00%
22223;20433;Fazenda Paineira;25;6;SP83-2847;2021;9,22;144;1;0,69%
22324;20433;Fazenda Paineira;25;0;ADEF;2022;8;143;0;0,00%
22324;20433;Fazenda Paineira;27;0;ADEF;2022;3,27;65;0;0,00%
22324;20433;Fazenda Paineira;29;0;ADEF;2022;7,78;167;0;0,00%
22324;20433;Fazenda Paineira;31;0;ADEF;2022;2,01;35;0;0,00%
22223;20433;Fazenda Paineira;32;6;SP83-2847;2021;4,25;75;1;1,33%
22324;20433;Fazenda Paineira;32;0;ADEF;2022;3,69;61;0;0,00%
22223;20433;Fazenda Paineira;33;6;SP83-2847;2021;3,92;67;0;0,00%
22223;20433;Fazenda Paineira;34;6;SP83-2847;2021;4,21;80;0;0,00%
22324;20433;Fazenda Paineira;34;0;ADEF;2022;3,65;72;0;0,00%
22324;20433;Fazenda Paineira;35;0;ADEF;2022;6,16;123;0;0,00%
22223;20433;Fazenda Paineira;36;6;SP83-2847;2021;6,18;112;0;0,00%
22223;20433;Fazenda Paineira;37;6;SP83-2847;2021;2,6;45;0;0,00%
22223;20433;Fazenda Paineira;38;6;SP83-2847;2021;2,09;30;0;0,00%
22324;20433;Fazenda Paineira;39;0;ADEF;2022;2,17;32;0;0,00%
22223;20433;Fazenda Paineira;45;0;RB975242;2021;6,61;17;0;0,00%
22223;20433;Fazenda Paineira;46;0;ADEF;2021;3,52;59;0;0,00%
22223;20433;Fazenda Paineira;47;0;ADEF;2021;2,1;34;0;0,00%
22223;20433;Fazenda Paineira;48;5;SP83-2847;2021;30,97;499;17;3,41%
22324;20433;Fazenda Paineira;48;6;SP83-2847;2022;30,97;990;1;0,10%
22223;20433;Fazenda Paineira;50;5;SP83-2847;2021;6,46;111;3;2,70%
22324;20433;Fazenda Paineira;50;6;SP83-2847;2022;6,46;188;1;0,53%
22627;20433;Fazenda Paineira;51;2;CV7870;2025;18,31;503;0;0,00%
22223;20433;Fazenda Paineira;52;6;SP83-2847;2021;14,84;275;0;0,00%
22324;20433;Fazenda Paineira;52;7;SP83-2847;2022;14,84;632;0;0,00%
22627;20433;Fazenda Paineira;53;2;CV7870;2025;30,26;866;0;0,00%
22223;20433;Fazenda Paineira;54;6;SP83-2847;2021;3,87;67;0;0,00%
22223;20433;Fazenda Paineira;56;6;SP83-2847;2021;8,92;156;0;0,00%
22324;20433;Fazenda Paineira;56;7;SP83-2847;2022;8,92;298;0;0,00%
22223;20433;Fazenda Paineira;58;6;SP83-2847;2021;5,5;94;0;0,00%
22324;20433;Fazenda Paineira;58;7;SP83-2847;2022;5,5;153;0;0,00%
22627;20433;Fazenda Paineira;58;2;CV7870;2025;22,74;123;0;0,00%
22324;20433;Fazenda Paineira;59;7;SP83-2847;2022;8,54;282;1;0,35%
22223;20433;Fazenda Paineira;60;5;SP83-2847;2021;22,84;401;6;1,50%
22324;20433;Fazenda Paineira;60;6;SP83-2847;2022;22,85;346;6;1,73%
22627;20433;Fazenda Paineira;60;2;CV7870;2025;20,16;635;0;0,00%
22223;20433;Fazenda Paineira;62;6;SP83-2847;2021;16,59;294;1;0,34%
22324;20433;Fazenda Paineira;62;7;SP83-2847;2022;16,59;497;0;0,00%
22223;20434;Fazenda Três Ilhas ;3;3;SP83-5073;2021;9,1;275;0;0,00%
22223;20434;Fazenda Três Ilhas ;4;3;SP83-5073;2021;19,75;387;1;0,26%
22223;20434;Fazenda Três Ilhas ;6;3;SP83-5073;2021;20,63;675;1;0,15%
22223;20434;Fazenda Três Ilhas ;16;4;SP83-5073;2021;15,45;500;0;0,00%
22223;20434;Fazenda Três Ilhas ;20;3;RB867515;2021;14,46;460;0;0,00%
22223;20434;Fazenda Três Ilhas ;22;2;RB867515;2021;3,63;146;0;0,00%
22223;20434;Fazenda Três Ilhas ;23;2;RB867515;2021;2,55;108;0;0,00%
22223;20439;Fazenda Ipezal;1;3;RB966928;2022;8,23;244;0;0,00%
22526;20439;Fazenda Ipezal;1;2;RB867515;2024;23,11;774;0;0,00%
22223;20439;Fazenda Ipezal;2;3;RB966928;2021;16,33;723;0;0,00%
22223;20439;Fazenda Ipezal;2;3;RB966928;2022;16,33;75;0;0,00%
22526;20439;Fazenda Ipezal;3;2;RB867515;2024;43,01;1.460,00;0;0,00%
22223;20439;Fazenda Ipezal;4;3;RB966928;2021;24,92;404;0;0,00%
22223;20439;Fazenda Ipezal;4;3;RB966928;2022;24,92;670;0;0,00%
22526;20439;Fazenda Ipezal;4;2;RB867515;2024;16,06;171;0;0,00%
22223;20439;Fazenda Ipezal;6;3;RB966928;2021;12,54;451;0;0,00%
22223;20439;Fazenda Ipezal;6;3;RB966928;2022;12,54;440;0;0,00%
22223;20439;Fazenda Ipezal;7;3;RB966928;2021;5,54;282;0;0,00%
22223;20439;Fazenda Ipezal;7;3;RB966928;2022;5,54;183;0;0,00%
22526;20439;Fazenda Ipezal;7;2;DIVERSAS;2024;23,35;677;0;0,00%
22223;20439;Fazenda Ipezal;8;3;RB966928;2021;3,36;80;0;0,00%
22223;20439;Fazenda Ipezal;8;3;RB966928;2022;3,36;89;0;0,00%
22223;20439;Fazenda Ipezal;9;3;RB966928;2021;31,01;539;0;0,00%
22223;20439;Fazenda Ipezal;10;3;RB966928;2021;8,24;281;0;0,00%
22223;20439;Fazenda Ipezal;10;3;RB966928;2022;8,24;264;0;0,00%
22223;20439;Fazenda Ipezal;11;3;RB966928;2021;2,33;38;0;0,00%
22223;20439;Fazenda Ipezal;11;3;RB966928;2022;2,33;53;0;0,00%
22223;20439;Fazenda Ipezal;12;3;RB966928;2021;9,38;298;0;0,00%
22223;20439;Fazenda Ipezal;12;3;RB966928;2022;9,38;238;0;0,00%
22223;20439;Fazenda Ipezal;13;3;RB966928;2021;11,58;193;1;0,52%
22324;20440;Fazenda Três Barras;17;1;CTC9001;2022;17,56;64;0;0,00%
22425;20440;Fazenda Três Barras;17;2;CTC9001;2023;17,56;535;2;0,37%
22526;20440;Fazenda Três Barras;17;3;CTC9001;2024;17,56;555;0;0,00%
22627;20440;Fazenda Três Barras;17;4;CTC9001;2025;17,56;578;1;0,17%
22324;20440;Fazenda Três Barras;18;1;CTC9001;2022;20,93;66;0;0,00%
22425;20440;Fazenda Três Barras;18;2;CTC9001;2023;20,93;200;1;0,50%
22526;20440;Fazenda Três Barras;18;3;CTC9001;2024;20,93;692;0;0,00%
22324;20440;Fazenda Três Barras;19;1;CTC9001;2022;22,3;120;0;0,00%
22324;20440;Fazenda Três Barras;20;1;CTC9001;2022;35,12;122;0;0,00%
22425;20440;Fazenda Três Barras;20;2;CTC9001;2023;35,12;482;0;0,00%
22526;20440;Fazenda Três Barras;20;3;CTC9001;2024;35,12;1.001,00;0;0,00%
22324;20440;Fazenda Três Barras;21;1;CTC9001;2022;28,51;122;0;0,00%
22627;20440;Fazenda Três Barras;21;4;CTC9001;2025;28,51;407;0;0,00%
22526;20440;Fazenda Três Barras;22;3;CTC9001;2024;1,65;72;0;0,00%
22526;20440;Fazenda Três Barras;23;3;CTC9001;2024;8,07;183;0;0,00%
22425;20440;Fazenda Três Barras;24;2;CTC9001;2023;13,26;437;0;0,00%
22526;20440;Fazenda Três Barras;24;3;CTC9001;2024;13,26;413;0;0,00%
22627;20440;Fazenda Três Barras;24;4;CTC9001;2025;13,26;373;0;0,00%
22526;20440;Fazenda Três Barras;25;3;CTC9001;2024;25,55;818;0;0,00%
22425;20440;Fazenda Três Barras;27;2;CTC9001;2023;7,34;209;0;0,00%
22526;20440;Fazenda Três Barras;28;3;CTC9001;2024;13,63;435;0;0,00%
22425;20440;Fazenda Três Barras;29;2;CTC9001;2023;8,88;191;0;0,00%
22526;20441;Fazenda Ouro Verde ;1;2;RB975201;2024;30,63;389;0;0,00%
22627;20441;Fazenda Ouro Verde ;1;3;RB975201;2025;30,63;337;0;0,00%
22526;20441;Fazenda Ouro Verde ;2;2;RB975201;2024;24,82;415;0;0,00%
22627;20441;Fazenda Ouro Verde ;2;3;RB975201;2025;24,82;846;0;0,00%
22526;20441;Fazenda Ouro Verde ;3;2;RB975201;2024;4,35;60;0;0,00%
22627;20441;Fazenda Ouro Verde ;3;3;RB975201;2025;4,35;120;0;0,00%
22324;20441;Fazenda Ouro Verde ;13;1;RB975201;2023;35,53;202;0;0,00%
22526;20441;Fazenda Ouro Verde ;13;3;RB975201;2024;35,53;573;0;0,00%
22526;20441;Fazenda Ouro Verde ;14;3;RB975201;2024;5,07;78;0;0,00%
22324;20441;Fazenda Ouro Verde ;15;1;RB975201;2023;36,88;631;0;0,00%
