CD_SAFRA;FAZENDA;CD_UPNIVEL3;NO_CORTE;DE_VARIED;DE_LATITUDE;DE_LONGITUDE;DT_AMOSTRA;ANO_AMOST;QT_AREA_PROD;QTDE_PONTO;PAO_GALINHA;NAUPACTUS;PERCEVEJO_CASTANHO;LARVA_ARAME;CRISOMELIDEO;BROCA_PELUDA;METAMASIUS;FA
22425;20518 - Fazenda Horizonte;14;2;CTC9006;-224.262.913.297;-517.238.596.981;13/07/2023;2023;3,24;1;0;0;0;0;0;0;0;20518
22526;20518 - Fazenda Horizonte;15;3;CTC9006;-2.242.948.913.083;-5.172.602.373.706;08/10/2024;2024;14,68;1;0;0;0;1;0;3;1;20518
22425;20518 - Fazenda Horizonte;17;2;CTC9006;-224.245.316.383;-517.218.292.171;13/07/2023;2023;0,62;1;0;0;0;0;0;0;0;20518
22425;20518 - Fazenda Horizonte;18;2;CTC9006;-224.235.396.503;-517.249.873.171;13/07/2023;2023;5,08;1;0;0;0;1;0;1;0;20518
22425;20527 - Sítio Santa Catarina;1;4;CTC9001;-222.759.426.253;-518.749.818.501;16/05/2023;2023;5,22;1;0;0;0;0;0;0;0;20527
22425;20527 - Sítio Santa Catarina;4;5;CTC9001;-222.780.390.727;-518.721.651.032;16/05/2023;2023;12,64;1;6;0;0;0;0;1;0;20527
22425;20527 - Sítio Santa Catarina;5;5;CTC9001;-222.802.430.922;-518.731.733.301;16/05/2023;2023;8,12;1;3;0;0;0;0;1;0;20527
22425;20527 - Sítio Santa Catarina;7;5;CTC9001;-222.782.792.448;-51.862.068.238;16/05/2023;2023;5,77;1;2;0;0;0;0;0;0;20527
22627;20530 - Fazenda Nossa Senhora Aparecida;1;2;IACSP04-6007;-2.246.467.934.065;-518.517.770.222;11/09/2025;2025;19;1;2;0;0;0;0;6;0;20530
22627;20530 - Fazenda Nossa Senhora Aparecida;2;2;IACSP04-6007;-2.246.934.372.288;-5.185.475.432.664;11/09/2025;2025;23,58;1;1;0;0;1;0;17;0;20530
22627;20530 - Fazenda Nossa Senhora Aparecida;3;2;IACSP04-6007;-2.246.581.816.835;-5.185.699.293.113;11/09/2025;2025;34,62;1;0;0;0;0;0;17;0;20530
22627;20530 - Fazenda Nossa Senhora Aparecida;4;2;IACSP04-6007;-2.246.234.731.635;-518.593.443.861;11/09/2025;2025;25,64;1;2;0;0;4;0;19;0;20530
22627;20530 - Fazenda Nossa Senhora Aparecida;5;2;IACSP04-6007;-2.246.791.603.147;-51.864.732.016;12/09/2025;2025;35,03;1;0;0;0;4;0;21;0;20530
22627;20530 - Fazenda Nossa Senhora Aparecida;6;2;IACSP04-6007;-2.247.288.132.824;-5.186.373.666.763;11/09/2025;2025;41,27;1;3;0;0;1;0;7;0;20530
22627;20530 - Fazenda Nossa Senhora Aparecida;7;2;IACSP04-6007;-224.713.784.789;-518.695.964.711;12/09/2025;2025;39,51;1;3;0;0;0;0;25;0;20530
22425;20532 - Fazenda Harmonia;1;2;CTC9006;-223.859.279.734;-518.315.290.335;13/10/2023;2023;18,84;1;2;0;0;0;0;8;0;20532
22425;20532 - Fazenda Harmonia;2;2;CTC9006;-22.383.007.792;-518.355.294.262;13/10/2023;2023;13,29;1;1;0;0;0;0;11;0;20532
22425;20532 - Fazenda Harmonia;3;2;CTC9006;-223.780.975.058;-518.364.938.193;13/10/2023;2023;25,27;1;0;0;0;0;0;19;2;20532
22425;20532 - Fazenda Harmonia;4;2;CTC9006;-223.748.237.434;-518.396.941.862;13/10/2023;2023;25,9;1;2;0;0;0;0;27;1;20532
22627;20535 - Fazenda Nossa Senhora Aparecida;1;3;SP83-2847;-2.238.071.222.874;-5.182.379.160.453;21/11/2025;2025;33,65;1;1;0;0;2;0;9;0;20535
22627;20535 - Fazenda Nossa Senhora Aparecida;2;3;SP83-2847;-2.237.854.710.834;-5.182.757.665.452;21/11/2025;2025;34,76;2;1;0;0;2;0;11;0;20535
22627;20535 - Fazenda Nossa Senhora Aparecida;3;3;SP83-2847;-2.238.051.526.931;-5.183.144.181.967;21/11/2025;2025;16,59;2;2;0;0;1;0;4;0;20535
22627;20535 - Fazenda Nossa Senhora Aparecida;4;3;SP83-2847;-2.237.515.592.759;-518.295.969.865;21/11/2025;2025;17,08;2;2;0;0;0;0;3;0;20535
22627;20535 - Fazenda Nossa Senhora Aparecida;5;3;SP83-2847;-2.237.090.943.684;-5.182.937.462.324;21/11/2025;2025;2,11;1;0;0;0;0;0;1;0;20535
22627;20540 - Estância Opção;1;4;RB975242;-223.654.550.729;-5.170.715.416.205;21/07/2025;2025;10,31;1;0;0;0;0;0;7;0;20540
22627;20540 - Estância Opção;2;4;RB975242;-2.236.546.941.017;-5.170.134.827.619;16/01/2026;2026;11,53;1;0;0;0;0;0;0;0;20540
22627;20540 - Estância Opção;3;4;RB975242;-2.236.527.619.852;-5.169.481.638.574;21/07/2025;2025;12,8;1;0;0;0;0;0;2;0;20540
22627;20540 - Estância Opção;5;4;RB975242;-2.236.495.525.528;-5.168.064.655.236;21/07/2025;2025;12,97;1;0;0;2;0;0;2;0;20540
22526;20541 - Estância Santo Expedito;1;2;RB975242;-2.245.107.965.059;-5.185.762.558.588;23/09/2024;2024;17,41;1;1;0;0;0;0;10;0;20541
22526;20541 - Estância Santo Expedito;2;2;RB975242;-2.245.154.319.597;-5.186.019.886.885;23/09/2024;2024;0,7;1;0;0;0;0;0;2;0;20541
22526;20541 - Estância Santo Expedito;3;2;RB975242;-224.477.144.648;-5.185.983.453.395;23/09/2024;2024;22,25;1;0;0;0;0;0;2;0;20541
22627;20541 - Estância Santo Expedito;5;4;RB975242;-2.244.410.434.446;-5.185.706.873.929;23/09/2024;2024;4,12;1;1;0;0;0;0;4;0;20541
22627;20543 - Sítio Beira Alta;1;4;RB975242;-2.236.334.003.777;-517.005.508.975;16/01/2026;2026;12,64;1;7;0;0;0;0;2;0;20543
22627;20543 - Sítio Beira Alta;2;4;RB975242;-2.236.325.922.213;-5.169.493.736.801;16/01/2026;2026;16,59;1;1;0;0;0;0;0;0;20543
22627;20543 - Sítio Beira Alta;3;4;RB975242;-2.236.307.817.121;-5.168.791.661.995;21/07/2025;2025;20,5;1;1;0;0;0;0;1;0;20543
22425;20544 - Fazenda Três Marias;1;5;RB867515;-223.690.616.783;-518.109.029.349;20/12/2023;2023;6,92;1;7;0;0;0;0;0;0;20544
22425;20544 - Fazenda Três Marias;3;5;RB867515;-223.660.247.237;-518.103.737.747;20/12/2023;2023;24,4;1;1;0;0;1;0;1;0;20544
22425;20544 - Fazenda Três Marias;4;5;RB867515;-223.649.615.485;-518.175.744.679;21/12/2023;2023;33,68;1;4;0;0;2;0;3;0;20544
22425;20544 - Fazenda Três Marias;7;5;RB867515;-223.575.871.849;-518.193.991.365;21/12/2023;2023;17,88;1;7;0;0;0;0;1;0;20544
22425;20544 - Fazenda Três Marias;10;3;SP83-2847;-2.237.475.788;-518.118.395.147;21/12/2023;2023;24,31;1;3;0;0;0;0;5;0;20544
22627;20548 - Fazenda Concórdia;1;4;SP83-2847;-2.242.498.017.161;-5.161.715.999.519;13/11/2025;2025;22,52;1;0;0;0;0;0;6;0;20548
22627;20548 - Fazenda Concórdia;2;4;SP83-2847;-2.242.734.264.038;-5.161.292.779.777;13/11/2025;2025;35,74;1;1;0;0;1;0;13;5;20548
22627;20548 - Fazenda Concórdia;3;4;SP83-2847;-2.242.880.590.743;-516.047.557.386;13/11/2025;2025;31,17;1;0;0;0;0;0;3;0;20548
22425;20548 - Fazenda Concórdia;4;2;SP83-2847;-224.360.507.691;-516.057.710.688;09/11/2023;2023;32,54;1;0;3;0;0;0;11;6;20548
22627;20548 - Fazenda Concórdia;5;4;SP83-2847;-2.244.258.177.669;-5.161.226.562.132;13/11/2025;2025;51,52;1;4;0;0;2;0;3;0;20548
22627;20548 - Fazenda Concórdia;6;4;SP83-2847;-2.244.246.308.715;-5.161.970.393.855;13/11/2025;2025;22,79;1;0;0;0;0;0;0;0;20548
22627;20548 - Fazenda Concórdia;7;4;SP83-2847;-2.244.239.833.233;-5.162.464.744.126;13/11/2025;2025;3,7;1;1;0;0;0;0;0;0;20548
22627;20548 - Fazenda Concórdia;8;4;SP83-2847;-224.393.482.209;-516.316.176.882;13/11/2025;2025;23,2;1;6;0;0;3;0;4;0;20548
22627;20548 - Fazenda Concórdia;9;4;SP83-2847;-2.243.863.301.185;-5.161.308.385.211;13/11/2025;2025;25,43;1;0;0;0;0;0;1;0;20548
22627;20548 - Fazenda Concórdia;10;4;SP83-2847;-2.243.951.583.859;-5.161.936.539.534;13/11/2025;2025;10,94;1;1;0;0;0;0;3;0;20548
22425;20548 - Fazenda Concórdia;12;2;SP83-2847;-224.348.960.507;-516.211.335.602;13/11/2023;2023;40,63;1;1;0;0;0;0;4;2;20548
22526;20549 - Fazenda Nossa Senhora Aparecida;5;6;RB867515;-223.555.229.013;-517.591.406.116;06/05/2024;2024;14,92;1;3;0;0;0;0;3;0;20549
22526;20549 - Fazenda Nossa Senhora Aparecida;7;6;RB867515;-223.557.231.018;-51.761.423.216;06/05/2024;2024;13,79;1;4;0;0;0;0;2;0;20549
22526;20549 - Fazenda Nossa Senhora Aparecida;9;6;RB867515;-223.567.201.233;-517.638.243.499;06/05/2024;2024;18,32;1;5;0;0;0;0;10;0;20549
22526;20549 - Fazenda Nossa Senhora Aparecida;12;6;RB867515;-223.601.941.012;-517.653.285.243;06/05/2024;2024;2,71;1;0;0;0;0;0;0;0;20549
22526;20549 - Fazenda Nossa Senhora Aparecida;14;5;RB867515;-223.515.932.045;-51.759.052.087;06/05/2024;2024;12,7;1;4;0;0;0;0;1;0;20549
22526;20549 - Fazenda Nossa Senhora Aparecida;15;5;RB867515;-223.619.814.913;-517.640.324.551;06/05/2024;2024;1,7;1;0;0;0;0;0;0;0;20549
22425;20550 - Fazenda São Domingos;6;4;RB867515;-224.033.591.513;-518.459.219.724;19/12/2023;2023;19,9;1;6;0;1;1;0;5;1;20550
22627;20550 - Fazenda São Domingos;7;5;RB867515;-2.240.527.213.299;-518.440.047.496;15/09/2025;2025;58,61;1;0;0;0;0;0;4;0;20550
22627;20550 - Fazenda São Domingos;8;5;RB867515;-2.240.597.203.887;-5.183.957.861.999;18/09/2025;2025;56,63;1;3;0;0;0;0;5;0;20550
22627;20550 - Fazenda São Domingos;9;5;RB867515;-2.240.542.560.699;-5.183.428.294.413;18/09/2025;2025;34,64;1;1;0;0;1;0;7;0;20550
22425;20550 - Fazenda São Domingos;10;4;RB867515;-224.081.521.281;-518.399.099.621;19/12/2023;2023;31,53;1;7;0;0;0;0;3;0;20550
22425;20550 - Fazenda São Domingos;12;4;RB867515;-224.116.157.808;-518.346.887.675;14/12/2023;2023;46,46;1;3;0;0;2;0;6;0;20550
22425;20550 - Fazenda São Domingos;15;4;RB867515;-224.140.222.778;-518.284.222.682;14/12/2023;2023;34,06;1;7;0;0;2;0;5;0;20550
22425;20550 - Fazenda São Domingos;17;4;RB867515;-224.185.038.891;-518.203.316.909;14/12/2023;2023;44,97;1;7;0;0;0;0;22;0;20550
22425;20550 - Fazenda São Domingos;38;5;RB867515;-224.137.994.888;-518.100.753.704;18/12/2023;2023;74,49;1;17;0;2;3;0;21;0;20550
22425;20550 - Fazenda São Domingos;42;5;RB867515;-224.178.136.121;-518.050.319.204;15/12/2023;2023;28,34;1;2;0;0;0;0;3;0;20550
22425;20550 - Fazenda São Domingos;44;5;RB867515;-224.116.155.886;-517.956.287.922;15/12/2023;2023;57,38;1;12;0;2;2;0;14;1;20550
22425;20552 - Fazenda Dois Irmãos;9;5;RB966928;-224.614.862.298;-51.864.469.906;19/07/2023;2023;10,96;1;21;0;4;1;0;1;0;20552
22526;20553 - Fazenda André Luiz;1;4;CTC4;-2.249.162.776.039;-5.188.657.369.517;04/10/2024;2024;17,48;1;1;0;0;1;0;11;0;20553
22526;20553 - Fazenda André Luiz;2;4;CTC4;-2.248.842.238.366;-518.870.117.261;09/10/2024;2024;26,08;1;0;0;0;0;0;8;0;20553
22526;20553 - Fazenda André Luiz;3;4;CTC4;-2.248.959.284.284;-5.189.303.558.509;09/10/2024;2024;30,98;1;2;0;0;0;0;5;0;20553
22526;20553 - Fazenda André Luiz;4;4;CTC4;-224.834.257.217;-5.189.252.441.454;15/10/2024;2024;39,52;1;1;0;0;0;0;7;0;20553
22526;20553 - Fazenda André Luiz;5;4;CTC4;-2.248.457.189.409;-5.188.629.548.899;04/10/2024;2024;36,93;1;0;0;0;1;0;14;0;20553
22526;20553 - Fazenda André Luiz;7;4;CTC4;-2.247.891.642.567;-5.188.165.284.455;16/10/2024;2024;15,17;1;0;0;0;0;0;0;0;20553
22526;20553 - Fazenda André Luiz;8;4;CTC4;-2.247.625.837.972;-518.880.052.624;16/10/2024;2024;16,78;1;0;0;0;0;0;1;3;20553
22425;20555 - Fazenda Santa Alice;2;2;CTC9001;-224.655.961.959;-516.890.124.042;26/05/2023;2023;18,8;1;0;0;0;0;0;3;0;20555
22425;20555 - Fazenda Santa Alice;3;2;CTC9001;-224.619.518.755;-516.920.886.922;26/05/2023;2023;36,53;1;0;0;0;0;0;0;0;20555
22425;20555 - Fazenda Santa Alice;11;2;CTC9001;-224.716.713.851;-517.061.202.058;26/05/2023;2023;14,73;1;0;0;0;0;0;1;0;20555
22425;20555 - Fazenda Santa Alice;12;2;CTC9001;-224.715.346.111;-517.010.955.196;26/05/2023;2023;27,43;1;0;0;0;0;0;0;0;20555
22627;20568 - Fazenda Santa Helena;1;2;RB975201;-224.573.007.092;-5.179.038.362.543;04/07/2025;2025;41,84;1;1;0;0;0;0;2;1;20568
22627;20568 - Fazenda Santa Helena;2;2;RB975201;-2.246.120.534.114;-5.178.842.442.333;04/07/2025;2025;27,23;1;0;0;0;0;0;0;6;20568
22627;20568 - Fazenda Santa Helena;3;2;RB975201;-2.246.359.420.611;-5.178.539.749.443;04/07/2025;2025;23,61;1;2;0;0;0;0;6;0;20568
22627;20568 - Fazenda Santa Helena;4;2;RB975201;-2.246.133.766.433;-5.178.287.668.537;04/07/2025;2025;20,87;1;2;0;0;0;0;5;0;20568
22425;20568 - Fazenda Santa Helena;5;7;RB867515;-224.623.949.378;-517.896.138.211;12/09/2023;2023;11,03;1;2;0;0;0;0;1;0;20568
22425;20568 - Fazenda Santa Helena;6;7;RB867515;-224.639.037.363;-517.881.269.608;12/09/2023;2023;5,19;1;0;0;0;0;0;0;0;20568
22425;20568 - Fazenda Santa Helena;7;7;RB867515;-224.661.318.783;-517.863.018.054;12/09/2023;2023;3,23;1;0;0;0;0;0;1;0;20568
22425;20568 - Fazenda Santa Helena;8;7;RB867515;-224.628.620.657;-517.852.821.145;12/09/2023;2023;17,74;1;1;0;0;0;0;1;1;20568
22425;20568 - Fazenda Santa Helena;9;7;RB867515;-224.613.789.804;-517.834.986.493;12/09/2023;2023;13,57;1;0;0;0;0;0;1;1;20568
22425;20568 - Fazenda Santa Helena;10;7;RB867515;-224.612.129.255;-517.817.212.687;12/09/2023;2023;7,3;1;0;0;0;0;0;1;1;20568
22425;20569 - Fazenda Boa Esperança-Taquaruçu;1;6;RB966928;-225.631.063.547;-518.246.669.208;21/07/2023;2023;19,27;1;2;0;0;0;0;11;0;20569
22425;20569 - Fazenda Boa Esperança-Taquaruçu;3;6;RB966928;-225.673.521.877;-518.257.064.294;21/07/2023;2023;2,14;1;1;0;0;0;0;2;0;20569
22425;20569 - Fazenda Boa Esperança-Taquaruçu;4;6;RB966928;-225.678.446.492;-518.255.613.408;21/07/2023;2023;1,57;1;0;0;0;0;0;5;0;20569
22425;20569 - Fazenda Boa Esperança-Taquaruçu;5;6;RB966928;-22.568.646.834;-518.255.837.413;21/07/2023;2023;1,87;1;3;0;0;0;0;0;0;20569
22526;20569 - Fazenda Boa Esperança-Taquaruçu;10;7;RB966928;-2.257.073.494.644;-5.182.777.781.126;09/09/2024;2024;2,51;1;1;0;0;0;0;3;0;20569
22425;20569 - Fazenda Boa Esperança-Taquaruçu;53;6;RB966928;-225.634.812.645;-518.192.900.116;21/07/2023;2023;2,05;1;0;0;0;0;0;0;0;20569
22425;20569 - Fazenda Boa Esperança-Taquaruçu;56;6;RB966928;-225.613.006.852;-518.199.302.961;21/07/2023;2023;1,5;1;0;0;0;0;0;0;0;20569
22425;20569 - Fazenda Boa Esperança-Taquaruçu;57;6;RB966928;-225.606.810.461;-518.205.494.599;21/07/2023;2023;2,51;1;0;0;0;0;0;0;0;20569
22425;20569 - Fazenda Boa Esperança-Taquaruçu;59;6;RB966928;-225.652.467.585;-518.224.272.362;21/07/2023;2023;7,52;1;1;0;0;0;0;9;0;20569
22425;20569 - Fazenda Boa Esperança-Taquaruçu;62;6;RB966928;-225.656.536.327;-518.208.487.186;21/07/2023;2023;2,64;1;1;0;0;0;0;0;0;20569
22425;20569 - Fazenda Boa Esperança-Taquaruçu;63;6;RB966928;-225.655.156.184;-518.202.987.259;21/07/2023;2023;4;1;2;0;0;0;0;1;0;20569
22425;20569 - Fazenda Boa Esperança-Taquaruçu;65;6;RB966928;-225.695.544.727;-518.169.660.942;21/07/2023;2023;2,24;1;0;0;0;0;0;0;0;20569
22425;20569 - Fazenda Boa Esperança-Taquaruçu;67;6;RB966928;-225.699.583.627;-518.182.074.396;21/07/2023;2023;3,14;1;0;0;0;0;0;2;0;20569
22425;20569 - Fazenda Boa Esperança-Taquaruçu;69;6;RB966928;-225.711.311.469;-518.191.923.232;21/07/2023;2023;2,71;1;1;0;0;0;0;4;0;20569
22425;20569 - Fazenda Boa Esperança-Taquaruçu;71;6;RB966928;-225.707.706.378;-518.209.130.682;21/07/2023;2023;7,29;1;0;0;0;0;0;0;0;20569
22425;20569 - Fazenda Boa Esperança-Taquaruçu;90;5;RB92579;-225.588.521.221;-518.090.680.464;22/11/2023;2023;7,14;1;1;0;0;0;0;2;4;20569
22425;20569 - Fazenda Boa Esperança-Taquaruçu;91;5;RB92579;-225.607.119.085;-518.110.767.775;27/11/2023;2023;15,73;1;10;0;0;0;0;14;4;20569
22425;20569 - Fazenda Boa Esperança-Taquaruçu;92;5;RB92579;-225.628.688.254;-518.158.992.126;27/11/2023;2023;14,52;1;6;0;0;0;0;11;6;20569
22425;20569 - Fazenda Boa Esperança-Taquaruçu;93;5;RB92579;-225.650.177.899;-518.143.057.812;27/11/2023;2023;18,87;1;10;0;0;0;0;9;3;20569
22425;20569 - Fazenda Boa Esperança-Taquaruçu;94;5;RB92579;-225.636.433.683;-518.097.164.054;27/11/2023;2023;14,58;1;7;0;0;0;0;4;2;20569
22425;20569 - Fazenda Boa Esperança-Taquaruçu;95;5;RB92579;-225.673.895.025;-518.110.439.149;27/11/2023;2023;25,06;1;0;0;0;0;0;2;4;20569
22425;20569 - Fazenda Boa Esperança-Taquaruçu;96;5;RB92579;-225.698.756.216;-518.073.917.825;27/11/2023;2023;7,7;1;0;0;0;0;0;9;1;20569
22425;20569 - Fazenda Boa Esperança-Taquaruçu;97;4;CTC9006;-225.699.370.331;-518.135.868.448;27/11/2023;2023;3,11;1;0;0;0;0;0;7;4;20569
22526;20569 - Fazenda Boa Esperança-Taquaruçu;98;4;CTC9006;-2.257.192.843.908;-5.181.045.971.221;21/10/2024;2024;25,64;1;1;0;0;0;0;10;3;20569
22425;20569 - Fazenda Boa Esperança-Taquaruçu;99;3;CTC9006;-225.741.116.622;-518.128.113.607;01/12/2023;2023;11,71;1;3;0;0;0;0;6;3;20569
22526;20569 - Fazenda Boa Esperança-Taquaruçu;100;4;CTC4;-2.257.491.399.236;-5.180.689.612.535;09/09/2024;2024;19,06;1;0;0;0;0;0;8;0;20569
22425;20569 - Fazenda Boa Esperança-Taquaruçu;101;3;CTC4;-225.768.968.123;-518.078.816.777;01/12/2023;2023;5,67;1;0;0;0;0;0;6;0;20569
22526;20569 - Fazenda Boa Esperança-Taquaruçu;103;4;CTC4;-2.258.015.752.862;-5.180.830.465.913;09/09/2024;2024;13,11;1;6;0;0;0;0;1;0;20569
22627;20569 - Fazenda Boa Esperança-Taquaruçu;169;4;CTC9007;-2.256.212.893.369;-5.179.097.875.678;25/07/2025;2025;5,68;1;5;0;0;0;0;3;0;20569
22627;20569 - Fazenda Boa Esperança-Taquaruçu;171;4;CTC9007;-2.255.755.031.354;-5.179.396.497.861;25/07/2025;2025;19,98;1;6;0;0;0;0;11;0;20569
22526;20569 - Fazenda Boa Esperança-Taquaruçu;172;3;CTC9007;-2.256.234.729.768;-5.179.533.830.703;09/09/2024;2024;18,72;1;2;0;0;0;0;15;1;20569
22627;20569 - Fazenda Boa Esperança-Taquaruçu;173;4;CTC9007;-2.256.404.933.902;-5.179.297.868.784;25/07/2025;2025;9,83;1;4;0;0;0;0;0;0;20569
22627;20569 - Fazenda Boa Esperança-Taquaruçu;174;4;CTC4;-2.256.224.149.308;-5.178.276.549.095;04/09/2025;2025;44,61;1;7;0;0;0;0;12;0;20569
22627;20569 - Fazenda Boa Esperança-Taquaruçu;175;4;CTC4;-2.255.732.511.507;-5.178.687.723.523;04/09/2025;2025;61,8;1;2;1;0;0;0;10;1;20569
22425;20569 - Fazenda Boa Esperança-Taquaruçu;189;3;CTC9001BT;-225.517.235.559;-517.862.346.598;20/07/2023;2023;7,97;1;0;0;0;0;0;14;0;20569
22425;20569 - Fazenda Boa Esperança-Taquaruçu;198;7;SP83-5073;-225.593.704.779;-518.048.751.045;09/11/2023;2023;43,71;1;7;0;0;0;0;19;6;20569
22627;20570 - Fazenda Concórdia;22;4;CTC9006;-2.245.287.740.256;-5.157.762.770.651;22/08/2025;2025;20,07;1;0;0;0;0;0;2;3;20570
22627;20570 - Fazenda Concórdia;23;4;CTC9006;-2.244.828.808.989;-5.157.776.232.846;22/08/2025;2025;17,69;1;6;0;0;0;0;4;0;20570
22627;20570 - Fazenda Concórdia;24;4;CTC9006;-2.244.937.658.883;-5.158.204.782.621;22/08/2025;2025;45,2;1;0;0;0;0;0;26;2;20570
22627;20570 - Fazenda Concórdia;25;4;CTC9006;-2.245.086.491.381;-5.158.771.966.892;22/08/2025;2025;23,43;1;0;0;0;0;0;4;1;20570
22627;20570 - Fazenda Concórdia;26;4;CTC9006;-2.244.570.932.707;-515.855.265.176;25/08/2025;2025;21,34;1;0;0;0;0;0;3;0;20570
22627;20570 - Fazenda Concórdia;27;4;CTC9006;-2.244.748.844.879;-5.159.149.426.213;28/08/2025;2025;40,87;1;2;0;0;1;0;4;0;20570
22627;20570 - Fazenda Concórdia;28;4;CTC9006;-2.244.667.417.829;-5.159.786.454.341;28/08/2025;2025;43,13;1;1;0;0;0;0;19;0;20570
22627;20570 - Fazenda Concórdia;30;3;RB985517;-2.244.391.083.214;-516.036.220.914;28/08/2025;2025;66,13;1;0;0;0;0;0;6;0;20570
22627;20570 - Fazenda Concórdia;31;4;CTC9006;-2.244.089.018.066;-5.158.420.372.451;25/08/2025;2025;28,99;1;0;0;0;0;0;6;0;20570
22627;20570 - Fazenda Concórdia;32;4;CTC9006;-2.243.696.851.818;-5.158.592.719.239;25/08/2025;2025;27,56;1;1;0;0;0;0;5;0;20570
22627;20570 - Fazenda Concórdia;33;4;CTC9006;-2.243.713.236.996;-5.159.215.663.155;25/08/2025;2025;19,5;1;1;0;0;0;0;3;0;20570
22627;20570 - Fazenda Concórdia;34;4;CTC9006;-2.243.396.061.017;-5.158.870.875.559;25/08/2025;2025;21,97;1;1;0;0;0;0;4;0;20570
22627;20570 - Fazenda Concórdia;35;3;RB985517;-2.243.070.416.467;-5.159.544.209.321;25/08/2025;2025;49,96;1;2;0;0;0;0;6;0;20570
22627;20570 - Fazenda Concórdia;84;4;CTC9006;-2.243.223.640.491;-5.158.104.863.379;25/08/2025;2025;46,39;1;2;0;0;0;0;5;0;20570
22627;20570 - Fazenda Concórdia;85;4;CTC9006;-2.244.085.498.068;-5.157.924.367.365;25/08/2025;2025;50,37;1;0;0;0;0;0;0;0;20570
22425;20571 - Fazenda Santa Helena;1;4;SP83-5073;-223.782.983.441;-517.299.975.536;03/05/2023;2023;12,51;1;0;0;0;0;0;4;0;20571
22425;20571 - Fazenda Santa Helena;3;4;SP83-5073;-223.875.393.107;-517.253.240.774;08/05/2023;2023;30,04;1;2;0;0;0;0;4;0;20571
22425;20571 - Fazenda Santa Helena;6;4;SP83-5073;-223.959.987.889;-517.196.709.168;08/05/2023;2023;31,13;1;0;0;0;0;0;0;0;20571
22627;20573 - Estância Santa Rita de Cassia;1;4;RB975242;-2.244.505.021.785;-5.187.907.055.535;24/11/2025;2025;7,31;1;0;0;0;0;0;0;0;20573
22425;20573 - Estância Santa Rita de Cassia;2;2;RB975242;-22.441.773.394;-518.820.143.172;13/09/2023;2023;16,38;1;1;0;0;1;0;16;0;20573
22627;20573 - Estância Santa Rita de Cassia;3;4;RB975242;-224.387.263.728;-5.188.520.078.604;24/11/2025;2025;9,8;1;3;0;0;2;0;2;0;20573
22425;20575 - Fazenda Três Irmãos;26;1;RB867515;-224.629.188.691;-518.690.265.162;03/08/2023;2023;0,56;1;1;0;0;0;0;0;0;20575
22425;20575 - Fazenda Três Irmãos;27;3;RB975201;-224.597.819.926;-518.746.038.467;03/01/2024;2024;7,46;1;8;0;0;0;0;1;1;20575
22425;20575 - Fazenda Três Irmãos;29;3;RB975201;-224.596.149.566;-518.793.284.657;03/01/2024;2024;8,59;1;2;0;0;0;0;3;0;20575
22425;20575 - Fazenda Três Irmãos;30;3;CTC4;-22.455.543.714;-518.816.007.303;03/01/2024;2024;10,38;1;8;0;0;0;0;1;0;20575
22627;20578 - Fazenda Primavera;1;3;RB975201;-2.245.320.797.133;-5.183.532.315.348;16/01/2026;2026;14,58;1;1;0;0;2;0;0;0;20578
22627;20578 - Fazenda Primavera;2;3;RB975201;-2.245.226.242.169;-5.183.339.618.925;16/01/2026;2026;52,19;1;0;0;0;0;0;0;0;20578
22627;20578 - Fazenda Primavera;3;3;RB975201;-224.520.040.662;-5.182.990.209.258;16/01/2026;2026;38,34;1;6;0;0;0;0;2;0;20578
22627;20579 - Fazenda Vista Bonita;1;2;CTC3445;-2.255.701.094.545;-5.182.004.227.685;15/07/2025;2025;27,03;1;0;0;0;0;0;1;0;20579
22627;20579 - Fazenda Vista Bonita;2;2;RB966928;-2.255.951.785.432;-5.181.581.532.665;15/07/2025;2025;11,48;1;4;0;0;1;0;8;0;20579
22627;20579 - Fazenda Vista Bonita;4;2;RB966928;-2.255.654.425.704;-518.135.707.884;15/07/2025;2025;14,2;1;5;0;0;0;0;2;0;20579
22627;20579 - Fazenda Vista Bonita;7;2;RB966928;-2.255.506.042.986;-5.180.908.707.515;15/07/2025;2025;11,51;1;4;0;0;0;0;8;1;20579
22627;20579 - Fazenda Vista Bonita;9;2;CTC3445;-2.255.352.904.013;-5.180.338.686.758;15/07/2025;2025;21,08;1;3;0;0;0;0;1;7;20579
22526;20579 - Fazenda Vista Bonita;10;1;RB966928;-2.254.924.311.313;-5.180.484.866.066;07/07/2025;2025;20,16;1;0;0;0;0;0;0;0;20579
22627;20579 - Fazenda Vista Bonita;11;2;RB966928;-2.254.831.598.737;-5.180.006.148.364;18/06/2025;2025;17,27;1;3;0;0;0;0;3;0;20579
22627;20579 - Fazenda Vista Bonita;12;2;RB966928;-2.254.668.131.727;-5.180.345.999.325;18/06/2025;2025;13,04;1;0;0;0;1;0;3;0;20579
22526;20579 - Fazenda Vista Bonita;13;1;RB966928;-225.460.968.093;-5.180.903.250.089;12/07/2024;2024;3,69;1;1;0;0;0;0;3;0;20579
22526;20579 - Fazenda Vista Bonita;14;1;RB966928;-225.426.733.209;-5.180.624.499.492;18/06/2025;2025;17,75;1;0;0;0;0;0;0;0;20579
