CD_SAFRA;FAZENDA;CD_UPNIVEL3;NO_CORTE;DE_VARIED;DE_LATITUDE;DE_LONGITUDE;DT_AMOSTRA;ANO_AMOST;QT_AREA_PROD;QTDE_PONTO;PAO_GALINHA;NAUPACTUS;PERCEVEJO_CASTANHO;LARVA_ARAME;CRISOMELIDEO;BROCA_PELUDA;METAMASIUS;FA
22627;20579 - Fazenda Vista Bonita;15;2;RB966928;-2.254.461.265.212;-5.181.050.394.905;07/07/2025;2025;11,75;1;1;0;0;0;0;5;0;20579
22627;20579 - Fazenda Vista Bonita;17;2;RB966928;-2.254.387.272.368;-5.181.349.509.236;11/07/2025;2025;13,19;1;1;0;0;0;0;2;0;20579
22526;20579 - Fazenda Vista Bonita;18;1;RB966928;-2.253.998.429.069;-5.180.864.090.145;18/06/2025;2025;14,17;1;2;0;0;0;0;1;0;20579
22526;20579 - Fazenda Vista Bonita;19;1;RB966928;-2.253.830.784.962;-5.180.511.219.047;18/06/2025;2025;40,77;1;15;0;0;0;0;7;0;20579
22425;20579 - Fazenda Vista Bonita;20;6;RB92579;-225.467.079.911;-518.034.348.087;08/12/2023;2023;4,07;1;9;0;0;0;0;4;0;20579
22627;20579 - Fazenda Vista Bonita;22;2;RB966928;-2.254.535.133.147;-5.181.757.430.633;07/07/2025;2025;24,21;1;5;0;0;1;0;1;0;20579
22627;20579 - Fazenda Vista Bonita;23;2;RB966928;-2.254.571.836.575;-5.182.279.876.857;11/07/2025;2025;21,98;1;5;0;0;2;0;15;0;20579
22627;20579 - Fazenda Vista Bonita;25;2;RB966928;-2.253.982.565.363;-5.181.810.193.873;11/07/2025;2025;9,94;1;0;0;0;0;0;0;0;20579
22627;20579 - Fazenda Vista Bonita;27;2;RB966928;-2.253.745.411.653;-5.182.138.970.797;07/07/2025;2025;28,63;1;5;0;0;0;0;4;0;20579
22627;20579 - Fazenda Vista Bonita;28;2;RB966928;-2.253.647.754.698;-518.137.007.542;07/07/2025;2025;25,61;1;3;0;1;1;0;4;0;20579
22425;20579 - Fazenda Vista Bonita;29;6;RB92579;-225.393.816.948;-518.086.033.115;07/12/2023;2023;13,85;1;8;0;0;0;0;0;0;20579
22425;20579 - Fazenda Vista Bonita;33;6;RB92579;-225.461.819.026;-518.161.893.086;07/12/2023;2023;9,94;1;38;0;0;3;0;0;0;20579
22425;20579 - Fazenda Vista Bonita;39;5;RB92579;-225.410.232.162;-518.254.792.272;07/12/2023;2023;16,4;1;45;0;0;1;0;0;0;20579
22425;20579 - Fazenda Vista Bonita;41;5;RB92579;-225.368.562.209;-518.129.528.211;07/12/2023;2023;17,67;1;24;0;0;0;0;8;0;20579
22425;20579 - Fazenda Vista Bonita;48;5;RB92579;-225.405.587.078;-518.172.351.131;07/12/2023;2023;20,1;1;30;0;0;0;0;9;0;20579
22425;20579 - Fazenda Vista Bonita;49;5;RB92579;-225.402.986.306;-518.043.167.481;07/12/2023;2023;15,41;1;34;0;0;1;0;1;0;20579
22425;20580 - Fazenda Pederneiras;1;4;SP83-5073;-223.365.175.505;-517.392.318.604;04/07/2023;2023;19,67;1;0;0;0;0;0;0;0;20580
22425;20580 - Fazenda Pederneiras;2;6;SP83-5073;-223.449.360.186;-517.333.793.576;01/11/2023;2023;37,99;1;1;0;0;0;0;9;0;20580
22425;20580 - Fazenda Pederneiras;4;6;SP83-5073;-223.487.835.986;-517.237.751.638;03/07/2023;2023;31,66;1;5;0;0;0;0;2;0;20580
22425;20580 - Fazenda Pederneiras;5;6;SP83-5073;-223.509.594.171;-517.275.843.654;03/07/2023;2023;44,78;1;4;0;0;0;0;13;0;20580
22425;20580 - Fazenda Pederneiras;6;3;RB985517;-223.805.753.455;-517.091.818.375;30/10/2023;2023;26,25;1;0;0;0;0;0;9;4;20580
22425;20580 - Fazenda Pederneiras;9;3;SP83-2847;-223.719.153.051;-517.134.494.658;30/10/2023;2023;7,27;1;2;0;0;0;0;2;1;20580
22425;20580 - Fazenda Pederneiras;10;2;RB975242;-223.695.549.358;-517.109.126.057;04/07/2023;2023;3,94;1;2;0;0;0;0;5;0;20580
22425;20580 - Fazenda Pederneiras;12;2;RB975242;-223.723.757.175;-517.161.153.505;04/07/2023;2023;30,5;1;6;0;0;0;0;10;0;20580
22425;20589 - Fazenda Nossa Senhora das Graças;1;4;SP83-5073;-223.519.439.843;-517.167.177.226;04/07/2023;2023;11,39;1;0;0;0;0;0;9;0;20589
22425;20589 - Fazenda Nossa Senhora das Graças;2;4;SP83-5073;-22.354.490.071;-517.131.317.877;05/07/2023;2023;42,52;1;3;0;0;0;0;12;0;20589
22425;20589 - Fazenda Nossa Senhora das Graças;3;4;SP83-5073;-223.571.732.613;-517.167.210.228;05/07/2023;2023;32,43;1;2;0;2;0;0;4;0;20589
22425;20589 - Fazenda Nossa Senhora das Graças;4;4;SP83-5073;-223.625.688.411;-517.129.857.186;05/07/2023;2023;81,66;1;3;0;0;0;0;7;0;20589
22425;20590 - Fazenda São Domingos;1;6;RB966928;-225.306.503.702;-519.781.719.753;07/08/2023;2023;38,42;1;0;0;0;0;0;0;0;20590
22526;20590 - Fazenda São Domingos;2;7;RB966928;-2.253.582.284.443;-5.196.882.311.561;03/09/2024;2024;29,96;1;0;0;0;1;0;5;1;20590
22526;20590 - Fazenda São Domingos;5;6;RB867515;-2.253.994.350.945;-5.196.720.054.138;03/09/2024;2024;33,49;1;5;0;0;0;0;4;1;20590
22526;20590 - Fazenda São Domingos;7;7;RB966928;-2.253.721.831.867;-5.197.973.650.611;02/09/2024;2024;26,97;1;1;0;0;0;0;0;0;20590
22526;20590 - Fazenda São Domingos;8;6;RB867515;-2.254.171.918.397;-5.197.591.324.235;02/09/2024;2024;24,82;1;10;0;0;0;0;11;0;20590
22627;20590 - Fazenda São Domingos;10;7;RB867515;-2.254.599.858.819;-5.196.127.621.614;20/03/2025;2025;33,11;1;2;0;0;0;0;0;0;20590
22627;20591 - Fazenda Três Poderes;1;2;RB975201;-2.243.113.407.759;-518.553.439.051;27/08/2025;2025;45,15;1;2;0;0;0;0;6;0;20591
22627;20591 - Fazenda Três Poderes;2;2;RB975201;-2.243.590.224.957;-5.185.037.450.876;27/08/2025;2025;57,83;1;4;0;0;0;0;11;0;20591
22627;20591 - Fazenda Três Poderes;3;2;RB975201;-2.244.002.353.602;-5.184.590.663.412;08/09/2025;2025;32,21;1;6;0;0;0;0;35;0;20591
22627;20591 - Fazenda Três Poderes;4;2;RB975201;-2.244.460.061.534;-518.487.184.732;08/09/2025;2025;23,19;1;2;0;0;0;0;16;0;20591
22627;20591 - Fazenda Três Poderes;5;2;RB975201;-2.244.069.896.341;-5.185.474.668.476;27/08/2025;2025;64,33;1;5;0;0;0;0;10;0;20591
22627;20591 - Fazenda Três Poderes;6;2;RB975201;-2.244.391.723.414;-5.186.119.814.935;26/08/2025;2025;32,68;1;5;0;0;0;0;27;0;20591
22627;20591 - Fazenda Três Poderes;7;2;RB975201;-2.244.008.703.602;-5.186.605.717.784;27/08/2025;2025;54,53;1;0;0;0;0;0;0;0;20591
22627;20591 - Fazenda Três Poderes;8;2;RB975201;-224.355.579.339;-5.186.069.757.997;27/08/2025;2025;52,03;1;4;0;0;1;0;15;0;20591
22425;20591 - Fazenda Três Poderes;9;5;CTC9001;-224.437.747.972;-518.610.687.866;12/04/2023;2023;31,24;1;0;0;0;2;0;0;0;20591
22526;20594 - Estância Tradição;2;1;RB975201;-2.243.317.291.418;-5.187.030.815.612;13/03/2024;2024;3,28;1;5;1;2;1;0;0;0;20594
22526;20594 - Estância Tradição;4;1;RB975201;-224.294.177.363;-5.187.672.037.735;13/03/2024;2024;12,07;1;31;0;3;2;0;0;0;20594
22627;20595 - Estância Santa Elisa;1;1;RB975201;-2.244.129.248.734;-5.187.854.753.343;10/04/2025;2025;19,12;1;34;0;0;0;0;0;0;20595
22425;20600 - Estância Changai;30;6;RB867515;-22.501.477.934;-516.625.580.366;05/09/2023;2023;1,36;1;0;0;0;0;0;1;0;20600
22425;20600 - Estância Changai;31;6;RB867515;-225.022.245.802;-51.663.522.974;05/09/2023;2023;5,08;1;0;0;0;0;0;3;0;20600
22425;20600 - Estância Changai;32;6;RB867515;-225.025.997.282;-516.647.755.636;05/09/2023;2023;2,7;1;0;0;0;0;0;0;0;20600
22425;20600 - Estância Changai;33;6;RB867515;-225.054.398.134;-51.663.588.772;05/09/2023;2023;2,25;1;1;0;0;0;0;0;0;20600
22425;20600 - Estância Changai;34;6;RB867515;-225.053.952.366;-516.648.105.062;05/09/2023;2023;4,45;1;1;0;0;0;0;1;0;20600
22425;20600 - Estância Changai;35;6;RB867515;-22.505.163.448;-516.658.476.349;05/09/2023;2023;3,52;1;0;0;0;0;0;1;0;20600
22425;20600 - Estância Changai;36;6;RB867515;-225.051.071.393;-516.668.599.101;05/09/2023;2023;2,11;1;0;0;0;0;0;0;0;20600
22425;20600 - Estância Changai;37;6;RB867515;-225.053.198.229;-516.680.750.324;05/09/2023;2023;1,26;1;0;0;0;0;0;0;0;20600
22425;20600 - Estância Changai;38;6;RB867515;-225.050.695.185;-516.689.543.871;05/09/2023;2023;1,2;1;0;0;0;0;0;0;0;20600
22627;20601 - Sítio Isadora;1;5;SP83-2847;-2.236.739.877.538;-5.170.740.575.745;22/07/2025;2025;10,78;1;0;0;0;0;0;0;0;20601
22627;20601 - Sítio Isadora;2;5;RB975242;-2.236.720.850.575;-517.015.189.182;22/07/2025;2025;12,16;1;0;0;0;0;0;2;0;20601
22425;20601 - Sítio Isadora;3;3;RB975242;-223.670.007.888;-516.942.760.061;06/07/2023;2023;16,19;1;1;0;0;0;0;2;0;20601
22627;20601 - Sítio Isadora;4;5;RB975242;-2.236.674.017.054;-5.168.747.932.766;22/07/2025;2025;9,24;1;2;0;0;0;0;1;0;20601
22425;20601 - Sítio Isadora;5;3;RB975242;-223.665.638.234;-516.807.211.762;06/07/2023;2023;14,19;1;3;0;0;0;0;2;0;20601
22425;20603 - Sítio Santa Terezinha;1;3;CTC9001;-222.733.286.078;-518.710.178.584;16/05/2023;2023;27,27;1;1;0;0;0;0;5;0;20603
22425;20603 - Sítio Santa Terezinha;2;3;CTC9001;-222.738.731.473;-518.656.293.282;16/05/2023;2023;22,64;1;0;0;0;0;0;2;0;20603
22526;20604 - Fazenda Bonanza I;3;2;RB975201;-2.246.845.610.915;-5.182.487.381.843;16/09/2024;2024;5,39;1;0;0;0;0;0;26;20;20604
22425;20610 - Sítio Nossa Senhora Aparecida;2;2;RB975242;-22.469.367.223;-518.757.147.376;04/10/2023;2023;22,43;1;0;0;0;0;0;10;0;20610
22425;20610 - Sítio Nossa Senhora Aparecida;6;2;RB975242;-224.639.611.264;-518.881.181.493;04/10/2023;2023;8,62;1;1;0;0;0;0;4;1;20610
22425;20614 - Fazenda São Roque II;11;2;RB975201;-224.470.948.477;-518.430.174.616;08/09/2023;2023;8,93;1;0;0;0;0;0;1;0;20614
22425;20614 - Fazenda São Roque II;12;2;RB975201;-224.484.631.119;-518.384.344.437;08/09/2023;2023;5,66;1;1;0;0;0;0;2;0;20614
22425;20614 - Fazenda São Roque II;13;2;RB975201;-224.465.897.174;-518.387.173.227;08/09/2023;2023;12,55;1;0;0;0;0;0;5;0;20614
22425;20614 - Fazenda São Roque II;14;2;RB975201;-224.442.533.644;-518.397.197.484;08/09/2023;2023;15,67;1;4;0;0;2;0;6;0;20614
22425;20614 - Fazenda São Roque II;15;2;RB975201;-224.421.917.308;-518.415.079.771;08/09/2023;2023;9,59;1;1;0;0;1;0;2;0;20614
22425;20615 - Fazenda Nossa Senhora das Graças - Gleba C;1;4;SP83-5073;-223.488.949.258;-517.171.080.497;04/07/2023;2023;40,19;1;2;0;0;0;0;13;0;20615
22324;20617 - Sitio Pato Branco I e II;1;5;SP83-2847;-225.148.579.382;-517.725.800.799;06/12/2023;2023;7,99;1;4;0;0;0;0;4;0;20617
22324;20617 - Sitio Pato Branco I e II;3;5;SP83-2847;-225.177.788.486;-517.720.986.122;06/12/2023;2023;7,49;1;0;0;0;0;0;11;0;20617
22627;20621 - Fazenda São Domingos II;1;3;CTC9001BT;-225.322.857.425;-519.667.529.794;26/06/2025;2025;1,58;1;0;0;0;0;0;2;0;20621
22627;20621 - Fazenda São Domingos II;2;3;CTC9001BT;-225.297.266.999;-519.621.280.626;26/06/2025;2025;20,18;1;1;0;0;0;0;17;0;20621
22627;20621 - Fazenda São Domingos II;3;3;CTC9001BT;-225.297.266.999;-519.621.280.626;26/06/2025;2025;29,44;1;6;0;0;0;0;4;0;20621
22627;20621 - Fazenda São Domingos II;4;3;CTC9001BT;-225.297.266.999;-519.621.280.626;26/06/2025;2025;36,2;1;1;0;0;1;0;9;1;20621
22526;20626 - Fazenda Vista Bonita;1;3;RB988082;-2.250.860.911.207;-5.181.312.096.236;10/07/2025;2025;31,49;1;5;0;0;3;0;3;0;20626
22627;20626 - Fazenda Vista Bonita;7;3;RB075322;-2.251.852.324.658;-5.181.813.332.378;10/07/2025;2025;4,52;1;5;0;0;0;0;0;0;20626
22627;20626 - Fazenda Vista Bonita;8;2;VIVEIRO;-2.251.669.315.912;-5.182.054.594.721;10/07/2025;2025;17,4;1;0;0;0;0;0;0;0;20626
22627;20626 - Fazenda Vista Bonita;9;2;VIVEIRO;-2.251.436.832.693;-5.182.225.549.022;10/07/2025;2025;8,5;1;5;0;0;1;0;1;0;20626
22627;20626 - Fazenda Vista Bonita;10;2;RB975201;-2.251.166.853.048;-5.182.316.634.684;10/07/2025;2025;19,17;1;1;0;0;0;0;4;0;20626
22627;20628 - Fazenda Santa Terezinha - GbA e B;1;2;CTC9004;-2.235.748.863.617;-5.168.959.668.032;23/07/2025;2025;29,92;1;0;0;0;0;0;5;0;20628
22627;20628 - Fazenda Santa Terezinha - GbA e B;3;2;CTC9004;-2.236.017.060.044;-5.168.023.528.366;23/07/2025;2025;25,36;1;0;0;0;0;0;1;1;20628
22627;20628 - Fazenda Santa Terezinha - GbA e B;5;2;SP83-2847;-2.235.813.682.194;-5.167.657.334.706;23/07/2025;2025;6,14;1;1;0;0;0;0;0;0;20628
22627;20628 - Fazenda Santa Terezinha - GbA e B;7;2;RB867515;-2.235.382.255.888;-5.168.292.021.022;23/07/2025;2025;15,24;1;3;0;0;0;0;2;0;20628
22627;20631 - Fazenda Renascer;1;3;SP83-2847;-2.243.167.637.992;-5.184.537.770.293;08/09/2025;2025;40,63;1;3;0;0;0;0;20;3;20631
22627;20631 - Fazenda Renascer;2;3;SP83-2847;-2.242.704.635.525;-518.516.453.889;08/09/2025;2025;30,47;1;0;0;0;3;0;36;0;20631
22627;20631 - Fazenda Renascer;3;3;SP83-2847;-2.242.235.769.371;-5.185.582.082.137;12/09/2025;2025;44,27;1;1;0;0;0;0;24;0;20631
22627;20631 - Fazenda Renascer;5;3;RB867515;-2.240.926.529.563;-5.184.765.318.245;12/09/2025;2025;4,39;1;0;0;0;0;0;9;0;20631
22627;20631 - Fazenda Renascer;6;3;RB867515;-2.241.223.132.945;-518.460.176.129;12/09/2025;2025;43,12;1;3;0;0;0;0;25;0;20631
22627;20631 - Fazenda Renascer;7;3;RB867515;-2.241.623.034.721;-5.184.127.694.878;18/11/2025;2025;45,83;1;0;0;0;5;0;17;0;20631
22627;20631 - Fazenda Renascer;8;3;RB975242;-2.241.964.530.734;-5.183.651.021.608;18/11/2025;2025;26,24;1;0;0;0;0;0;4;2;20631
22627;20631 - Fazenda Renascer;9;3;RB975242;-2.242.321.647.046;-518.339.438.401;18/11/2025;2025;16,52;1;5;0;0;1;0;6;0;20631
22526;20631 - Fazenda Renascer;13;2;RB975242;-2.243.101.286.862;-5.183.582.295.921;15/09/2025;2025;8,98;1;0;0;0;0;0;6;1;20631
22627;20631 - Fazenda Renascer;14;3;RB975242;-2.242.796.973.095;-5.183.353.071.126;18/11/2025;2025;14,76;1;0;0;0;0;0;1;0;20631
22627;20631 - Fazenda Renascer;15;3;RB975242;-224.276.949.855;-5.183.665.544.107;18/11/2025;2025;18,27;1;1;0;0;0;0;4;0;20631
22627;20631 - Fazenda Renascer;16;3;RB975242;-2.242.470.480.171;-5.183.826.442.323;19/11/2025;2025;21,3;1;1;0;0;0;0;7;0;20631
22627;20631 - Fazenda Renascer;17;3;RB975242;-2.242.371.077.486;-5.184.135.839.593;19/11/2025;2025;24,56;1;7;0;0;0;0;2;0;20631
22627;20631 - Fazenda Renascer;18;3;RB867515;-2.242.088.288.387;-5.184.513.400.618;19/11/2025;2025;43,23;1;2;0;0;3;0;7;0;20631
22526;20631 - Fazenda Renascer;19;2;RB867515;-2.242.332.755.677;-5.184.793.208.922;12/09/2025;2025;10,22;1;0;0;0;0;0;3;0;20631
22627;20631 - Fazenda Renascer;20;3;RB867515;-2.241.822.654.408;-5.184.994.143.569;12/09/2025;2025;19,73;1;0;0;0;0;0;10;0;20631
22627;20631 - Fazenda Renascer;21;3;RB867515;-2.241.528.139.065;-5.185.062.619.977;12/09/2025;2025;23,38;1;0;0;0;0;0;5;0;20631
