Equipamento;Frente;Fazenda;Data de Alocação;Data Chegada;Entrada Cana;Distância;Tipo de Carga;Tempo Ida;Tempo Carregamento;Tempo Volta;Tempo Industria;Tempo Total;Start Automático;Gravação Automática;Tipo de Alocação;Unidade Destino;Mensagem Alocação;Carretas Entrada;Data Pesagem Entrada;Moído Entrada;Carretas Saída;Data Saída Carreta;Última Basculada Saída;Data Carregamento;Fazenda Carregamento;Tonelada Carregada;Código Transbordo
308373;4;20432;16/04/2026 18:06:38;16/04/2026 19:29:55;1162839;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:43:00;00:12:00;00:27:00;01:11:24;02:33:24;N;N;VIAGEM ;50;S;;;;;;;;;;
308363;10;20705;16/04/2026 18:18:23;16/04/2026 20:25:38;1162846;10.87;19-CAVALO MECÂNICO  (TERCEIRO 3 CARRETAS);00:43:00;00:54:00;00:27:00;01:00:00;03:04:00;N;N;VIAGEM ;50;S;;;;;;;;;;
308361;1;20320;16/04/2026 18:19:38;16/04/2026 19:45:22;1162841;14.08;19-CAVALO MECÂNICO  (TERCEIRO 3 CARRETAS);00:28:00;00:20:00;00:35:00;00:30:00;01:53:00;N;N;VIAGEM ;50;S;;;;;;;;;;
308377;4;20432;16/04/2026 18:27:55;16/04/2026 19:54:36;1162842;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:28:00;00:40:00;00:17:00;01:20:24;02:45:24;N;N;VIAGEM ;50;S;;;;;;;;;;
308365;3;20449;16/04/2026 18:30:24;16/04/2026 21:45:37;1162857;43.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);01:10:00;00:12:00;01:51:00;00:24:00;03:37:00;N;N;VIAGEM ;50;N;;;;;;;;;;
308378;4;20432;16/04/2026 18:49:31;16/04/2026 20:31:53;1162848;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:44:00;00:24:00;00:33:00;01:14:24;02:55:24;N;N;VIAGEM ;50;N;;;;;;;;;;
308396;2;20596;16/04/2026 18:56:19;16/04/2026 22:59:44;1162865;32.19;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;00:25:48;00:25:48;N;N;VIAGEM ;50;S;;;;;;;;;;
308371;1;20320;16/04/2026 18:59:37;16/04/2026 20:17:08;1162845;14.08;19-CAVALO MECÂNICO  (TERCEIRO 3 CARRETAS);00:28:00;00:15:00;00:32:00;00:27:36;01:42:36;N;N;VIAGEM ;50;S;;;;;;;;;;
308395;200;;16/04/2026 19:44:05;;;;;-;-;-;-;-;N;;PÁTIO ;;N;;;;;;;;;;
308362;3;20449;16/04/2026 19:35:49;16/04/2026 21:33:55;1162854;43.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;00:13:48;00:13:48;N;N;VIAGEM ;50;S;;;;;;;;;;
308369;4;20432;16/04/2026 19:36:41;16/04/2026 20:45:26;1162849;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:16:00;00:28:00;00:24:00;01:03:36;02:11:36;N;N;VIAGEM ;50;N;;;;;;;;;;
308398;1;20320;16/04/2026 19:37:56;16/04/2026 21:17:10;0;14.08;19-CAVALO MECÂNICO  (TERCEIRO 3 CARRETAS);00:11:00;01:02:00;00:24:00;00:03:36;01:40:36;N;N;VIAGEM ;50;N;;;;;;;;;;
308374;2;20596;16/04/2026 19:40:24;17/04/2026 00:19:13;1162872;32.19;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;01:08:24;01:08:24;N;N;VIAGEM ;50;N;;;;;;;;;;
308367;10;20705;16/04/2026 19:41:29;16/04/2026 22:36:23;1162862;10.87;19-CAVALO MECÂNICO  (TERCEIRO 3 CARRETAS);00:07:00;02:21:00;00:26:00;00:15:00;03:09:00;N;N;VIAGEM ;50;N;;;;;;;;;;
308395;4;20432;16/04/2026 20:02:06;16/04/2026 21:12:36;1162850;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;04:01:12;04:01:12;N;N;VIAGEM ;50;S;;;;;;;;;;
308364;3;20449;16/04/2026 20:03:35;16/04/2026 22:15:46;1162860;43.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;01:27:36;01:27:36;N;N;VIAGEM ;50;S;;;;;;;;;;
308381;1;20320;16/04/2026 20:06:58;16/04/2026 21:37:29;1162855;14.08;19-CAVALO MECÂNICO  (TERCEIRO 3 CARRETAS);00:29:00;00:28:00;00:32:00;01:13:48;02:42:48;N;N;VIAGEM ;50;S;;;;;;;;;;
308370;10;20705;16/04/2026 20:12:36;16/04/2026 21:13:39;1162851;10.87;19-CAVALO MECÂNICO  (TERCEIRO 3 CARRETAS);-;-;-;00:15:36;00:15:36;N;N;VIAGEM ;50;S;;;;;;;;;;
308375;3;20449;16/04/2026 20:14:51;16/04/2026 23:45:42;1162868;43.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;01:05:24;01:05:24;N;N;VIAGEM ;50;S;;;;;;;;;;
308406;4;20432;16/04/2026 20:20:17;16/04/2026 21:42:34;1162856;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;01:01:00;00:26:00;00:28:48;01:55:48;N;N;VIAGEM ;50;S;;;;;;;;;;
308382;3;20449;16/04/2026 20:28:51;17/04/2026 01:37:53;1162880;43.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;01:04:12;01:04:12;N;N;VIAGEM ;50;N;;;;;;;;;;
308361;200;;16/04/2026 20:34:52;;;;;-;-;-;-;-;S;;PÁTIO ;;N;;;;;;;;;;
308361;1;20320;16/04/2026 20:48:00;16/04/2026 22:20:50;1162861;14.08;19-CAVALO MECÂNICO  (TERCEIRO 3 CARRETAS);00:20:00;00:40:00;00:27:00;01:03:00;02:30:00;S;N;VIAGEM ;50;N;;;;;;;;;;
308373;3;20449;16/04/2026 20:48:47;17/04/2026 01:35:28;1162881;43.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;00:21:36;00:21:36;N;N;VIAGEM ;50;S;;;;;;;;;;
308401;27;30493;16/04/2026 20:49:53;17/04/2026 02:33:51;1163362;49.49;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;01:10:48;01:10:48;N;N;VIAGEM ;50;S;;;;;;;;;;
308371;4;20432;16/04/2026 21:03:41;16/04/2026 22:12:57;1162858;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:37:00;00:07:00;00:24:00;00:17:24;01:25:24;N;N;VIAGEM ;50;S;;;;;;;;;;
308397;3;20449;16/04/2026 21:05:55;17/04/2026 02:51:34;1162891;43.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;00:18:36;00:18:36;N;N;VIAGEM ;50;S;;;;;;;;;;
308376;2;20596;16/04/2026 21:18:15;17/04/2026 01:44:56;1162882;32.19;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:57:00;01:46:00;01:40:00;00:15:36;04:38:36;N;N;VIAGEM ;50;S;;;;;;;;;;
308363;4;20432;16/04/2026 21:26:12;16/04/2026 22:40:27;1162863;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:37:00;00:09:00;00:27:00;01:04:12;02:17:12;N;N;VIAGEM ;50;S;;;;;;;;;;
308377;1;20320;16/04/2026 21:28:16;16/04/2026 22:49:53;1162864;14.08;19-CAVALO MECÂNICO  (TERCEIRO 3 CARRETAS);00:35:00;00:15:00;00:29:00;00:30:36;01:49:36;N;N;VIAGEM ;50;S;;;;;;;;;;
308370;1;20320;16/04/2026 21:39:29;16/04/2026 23:12:53;1162867;14.08;19-CAVALO MECÂNICO  (TERCEIRO 3 CARRETAS);-;-;-;01:01:48;01:01:48;N;N;VIAGEM ;50;S;;;;;;;;;;
308404;2;20596;16/04/2026 21:50:52;17/04/2026 02:15:10;1162887;32.19;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;01:14:24;01:14:24;N;N;VIAGEM ;50;S;;;;;;;;;;
308369;4;20432;16/04/2026 21:51:21;16/04/2026 23:07:00;1162866;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;00:15:36;00:15:36;N;N;VIAGEM ;50;N;;;;;;;;;;
308380;4;20432;16/04/2026 22:05:49;17/04/2026 00:01:20;1162870;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:28:00;00:49:00;00:37:00;00:13:48;02:07:48;N;N;VIAGEM ;50;S;;;;;;;;;;
308362;2;20596;16/04/2026 22:11:38;17/04/2026 07:01:23;1162921;32.19;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;00:21:00;00:21:00;N;N;VIAGEM ;50;N;;;;;;;;;;
308378;4;20432;16/04/2026 22:16:28;17/04/2026 00:07:35;1162871;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:13:00;01:10:00;00:27:00;00:18:00;02:08:00;N;N;VIAGEM ;50;N;;;;;;;;;;
308379;3;20449;16/04/2026 22:19:39;17/04/2026 04:09:20;1162964;43.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;03:25:12;03:25:12;N;N;VIAGEM ;50;S;;;;;;;;;;
308365;10;20705;16/04/2026 22:26:08;16/04/2026 23:53:09;1162869;10.87;19-CAVALO MECÂNICO  (TERCEIRO 3 CARRETAS);-;-;-;00:27:00;00:27:00;N;N;VIAGEM ;50;S;;;;;;;;;;
308403;4;20432;16/04/2026 22:28:10;17/04/2026 01:22:53;1162876;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;00:09:36;00:09:36;N;N;VIAGEM ;50;N;;;;;;;;;;
308406;3;20449;16/04/2026 22:38:29;17/04/2026 04:03:01;1162899;43.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;00:09:00;00:09:00;N;N;VIAGEM ;50;S;;;;;;;;;;
308398;4;20432;16/04/2026 22:38:46;17/04/2026 01:01:28;1162877;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:15:00;01:40:00;00:27:00;00:25:12;02:47:12;N;N;VIAGEM ;50;N;;;;;;;;;;
308399;27;30493;16/04/2026 22:39:14;17/04/2026 11:42:02;1163366;49.49;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;01:27:00;-;N;N;VIAGEM ;50;S;;;;;;;;;;
308371;1;20320;16/04/2026 22:41:33;17/04/2026 00:27:49;1162874;14.08;19-CAVALO MECÂNICO  (TERCEIRO 3 CARRETAS);00:31:00;00:38:00;00:37:00;00:28:12;02:14:12;N;N;VIAGEM ;50;S;;;;;;;;;;
308383;2;20596;16/04/2026 22:53:40;17/04/2026 03:19:04;1162894;32.19;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:52:00;02:04:00;01:28:00;00:11:24;04:35:24;N;N;VIAGEM ;50;S;;;;;;;;;;
308381;200;;16/04/2026 23:23:31;;;;;-;-;-;-;-;N;;PÁTIO ;;N;;;;;;;;;;
308367;1;20320;16/04/2026 23:01:21;17/04/2026 00:53:39;1162875;14.08;19-CAVALO MECÂNICO  (TERCEIRO 3 CARRETAS);00:34:00;00:47:00;00:29:00;01:06:36;02:56:36;S;N;VIAGEM ;50;S;;;;;;;;;;
308361;1;20320;16/04/2026 23:26:31;17/04/2026 02:40:00;1162890;14.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:37:00;01:57:00;00:35:00;00:18:36;03:27:36;N;N;VIAGEM ;50;S;;;;;;;;;;
308369;10;20705;16/04/2026 23:33:22;17/04/2026 01:07:13;1162878;10.87;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:31:00;00:32:00;00:26:00;00:15:36;01:44:36;N;N;VIAGEM ;50;S;;;;;;;;;;
308377;1;20320;16/04/2026 23:40:30;17/04/2026 01:55:39;1162885;14.08;19-CAVALO MECÂNICO  (TERCEIRO 3 CARRETAS);00:15:00;01:27:00;00:32:00;00:27:36;02:41:36;N;N;VIAGEM ;50;S;;;;;;;;;;
308396;3;20449;16/04/2026 23:43:17;17/04/2026 05:17:44;1162908;43.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;00:19:48;00:19:48;N;N;VIAGEM ;50;S;;;;;;;;;;
308381;4;20432;16/04/2026 23:52:59;17/04/2026 01:32:15;1162879;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;00:19:48;00:19:48;N;N;VIAGEM ;50;S;;;;;;;;;;
308364;3;20449;17/04/2026 00:02:10;17/04/2026 05:59:51;1162914;43.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;00:24:00;00:24:00;N;N;VIAGEM ;50;S;;;;;;;;;;
308370;4;20432;17/04/2026 00:15:52;17/04/2026 01:53:03;1162884;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;00:31:48;00:31:48;N;N;VIAGEM ;50;N;;;;;;;;;;
308378;2;20596;17/04/2026 00:37:32;17/04/2026 03:43:30;1162896;32.19;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:49:00;00:55:00;01:21:00;00:21:36;03:26:36;S;N;VIAGEM ;50;S;;;;;;;;;;
308365;10;20705;17/04/2026 00:45:22;17/04/2026 01:57:39;1162886;10.87;19-CAVALO MECÂNICO  (TERCEIRO 3 CARRETAS);00:21:00;00:21:00;00:29:00;00:35:24;01:46:24;N;N;VIAGEM ;50;N;;;;;;;;;;
308380;4;20432;17/04/2026 00:54:40;17/04/2026 03:33:38;1162895;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:18:00;01:21:00;00:58:00;00:22:12;02:59:12;N;N;VIAGEM ;50;N;;;;;;;;;;
308375;2;20596;17/04/2026 00:54:50;17/04/2026 04:35:47;1162904;32.19;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);01:00:00;01:26:00;01:12:00;00:16:48;03:54:48;N;N;VIAGEM ;50;S;;;;;;;;;;
308371;200;;17/04/2026 01:14:37;;;;;-;-;-;-;-;S;;PÁTIO ;;N;;;;;;;;;;
308400;27;30493;17/04/2026 01:02:07;17/04/2026 07:01:58;1163336;49.49;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;00:25:12;00:25:12;N;N;VIAGEM ;50;S;;;;;;;;;;
308371;1;20320;17/04/2026 01:24:27;17/04/2026 03:11:20;1162892;14.08;19-CAVALO MECÂNICO  (TERCEIRO 3 CARRETAS);00:31:00;00:45:00;00:28:00;00:16:48;02:00:48;N;N;VIAGEM ;50;S;;;;;;;;;;
308369;10;20705;17/04/2026 01:32:59;17/04/2026 04:21:08;1162902;10.87;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:36:00;01:42:00;00:27:00;01:13:48;03:58:48;S;N;VIAGEM ;50;S;;;;;;;;;;
308374;2;20596;17/04/2026 01:35:28;17/04/2026 06:50:15;1162919;32.19;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;00:23:24;00:23:24;S;N;VIAGEM ;50;S;;;;;;;;;;
308403;4;20432;17/04/2026 01:39:19;17/04/2026 03:21:51;1162893;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:29:00;00:34:00;00:35:00;01:04:48;02:42:48;N;N;VIAGEM ;50;S;;;;;;;;;;
308367;1;20320;17/04/2026 02:04:23;17/04/2026 03:47:38;1162897;14.08;19-CAVALO MECÂNICO  (TERCEIRO 3 CARRETAS);00:34:00;00:34:00;00:33:00;00:22:12;02:03:12;N;N;VIAGEM ;50;S;;;;;;;;;;
308381;4;20432;17/04/2026 02:06:04;17/04/2026 02:08:25;0;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;-;-;N;N;VIAGEM ;50;S;;;;;;;;;;
308381;4;20432;17/04/2026 02:09:30;17/04/2026 04:21:38;1162903;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:21:00;01:19:00;00:29:00;00:20:24;02:29:24;N;N;VIAGEM ;50;S;;;;;;;;;;
308398;2;20596;17/04/2026 02:09:36;17/04/2026 08:11:32;1162929;32.19;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;00:20:24;00:20:24;N;N;VIAGEM ;50;N;;;;;;;;;;
308376;3;20449;17/04/2026 02:11:00;17/04/2026 07:07:53;1162923;43.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;00:21:00;00:21:00;N;N;VIAGEM ;50;S;;;;;;;;;;
308377;3;20449;17/04/2026 02:42:33;17/04/2026 08:25:20;1162931;43.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;00:18:36;00:18:36;N;N;VIAGEM ;50;S;;;;;;;;;;
308370;1;20320;17/04/2026 02:46:34;17/04/2026 04:07:22;1162901;14.08;19-CAVALO MECÂNICO  (TERCEIRO 3 CARRETAS);00:27:00;00:28:00;00:24:00;00:18:36;01:37:36;N;N;VIAGEM ;50;N;;;;;;;;;;
308382;4;20432;17/04/2026 02:46:41;17/04/2026 03:57:32;1162898;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;00:15:00;00:15:00;N;N;VIAGEM ;50;N;;;;;;;;;;
308402;27;30493;17/04/2026 02:49:34;17/04/2026 08:11:04;0;49.49;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);02:00:00;00:23:00;02:57:00;00:30:00;05:50:00;N;N;VIAGEM ;50;S;;;;;;;;;;
308365;1;20320;17/04/2026 02:57:02;17/04/2026 04:35:10;1162905;14.08;19-CAVALO MECÂNICO  (TERCEIRO 3 CARRETAS);-;-;-;00:08:24;00:08:24;N;N;VIAGEM ;50;S;;;;;;;;;;
308363;4;20432;17/04/2026 03:10:56;17/04/2026 05:21:49;1162909;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:38:00;00:55:00;00:37:00;00:18:36;02:28:36;N;N;VIAGEM ;50;S;;;;;;;;;;
308361;1;20320;17/04/2026 03:11:14;17/04/2026 05:12:00;1162976;14.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:35:00;00:49:00;00:36:00;00:18:00;02:18:00;N;N;VIAGEM ;50;S;;;;;;;;;;
308397;1;20320;17/04/2026 03:22:20;17/04/2026 05:52:59;1162912;14.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:28:00;01:27:00;00:32:00;00:15:00;02:42:00;N;N;VIAGEM ;50;S;;;;;;;;;;
308404;2;20596;17/04/2026 03:38:47;17/04/2026 08:42:48;1162933;32.19;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;00:14:24;00:14:24;N;N;VIAGEM ;50;S;;;;;;;;;;
308371;10;20705;17/04/2026 03:39:11;17/04/2026 05:41:36;1162910;10.87;19-CAVALO MECÂNICO  (TERCEIRO 3 CARRETAS);01:07:00;00:30:00;00:23:00;01:02:24;03:02:24;S;N;VIAGEM ;50;S;;;;;;;;;;
308383;3;20449;17/04/2026 03:39:36;17/04/2026 13:45:34;1162974;43.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;00:19:12;00:19:12;N;N;VIAGEM ;50;S;;;;;;;;;;
308401;27;30493;17/04/2026 03:52:18;17/04/2026 08:43:05;0;49.49;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);01:59:00;00:43:00;02:06:00;00:21:00;05:09:00;N;N;VIAGEM ;50;S;;;;;;;;;;
308380;4;20432;17/04/2026 04:11:32;17/04/2026 05:53:12;1162913;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:27:00;00:37:00;00:36:00;02:02:24;03:42:24;N;N;VIAGEM ;50;S;;;;;;;;;;
308406;2;20596;17/04/2026 04:19:56;17/04/2026 09:37:37;1162942;32.19;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;00:36:00;00:36:00;N;N;VIAGEM ;50;S;;;;;;;;;;
308382;3;20449;17/04/2026 04:23:12;17/04/2026 09:23:04;1162940;43.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);01:35:00;01:29:00;01:55:00;00:11:24;05:10:24;N;N;VIAGEM ;50;S;;;;;;;;;;
308378;4;20432;17/04/2026 04:23:25;17/04/2026 06:05:34;1162915;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:20:00;00:47:00;00:32:00;00:19:48;01:58:48;N;N;VIAGEM ;50;N;;;;;;;;;;
308367;1;20320;17/04/2026 04:25:20;17/04/2026 06:35:28;1162916;14.08;19-CAVALO MECÂNICO  (TERCEIRO 3 CARRETAS);00:31:00;00:56:00;00:41:00;01:12:36;03:20:36;N;N;VIAGEM ;50;S;;;;;;;;;;
308370;1;20320;17/04/2026 04:38:42;17/04/2026 07:09:33;1162924;14.08;19-CAVALO MECÂNICO  (TERCEIRO 3 CARRETAS);00:26:00;01:35:00;00:28:00;00:35:24;03:04:24;S;N;VIAGEM ;50;S;;;;;;;;;;
308403;4;20432;17/04/2026 04:50:51;17/04/2026 06:41:50;1162917;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;01:18:00;00:32:00;00:27:36;02:17:36;N;N;VIAGEM ;50;S;;;;;;;;;;
308381;3;20449;17/04/2026 04:55:54;17/04/2026 09:54:39;1162944;43.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);01:25:00;01:52:00;01:39:00;00:10:12;05:06:12;N;N;VIAGEM ;50;S;;;;;;;;;;
308365;10;20705;17/04/2026 05:08:19;17/04/2026 06:42:12;1162918;10.87;19-CAVALO MECÂNICO  (TERCEIRO 3 CARRETAS);-;-;-;00:26:24;00:26:24;N;N;VIAGEM ;50;S;;;;;;;;;;
308375;4;20432;17/04/2026 05:08:38;17/04/2026 07:09:41;1162922;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:26:00;01:01:00;00:31:00;00:16:48;02:14:48;N;N;VIAGEM ;50;S;;;;;;;;;;
308373;27;30493;17/04/2026 05:08:47;17/04/2026 10:03:49;0;49.49;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;01:24:36;01:24:36;N;N;VIAGEM ;50;S;;;;;;;;;;
308361;4;20432;17/04/2026 05:42:19;17/04/2026 08:17:44;1162930;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:38:00;01:30:00;00:25:00;00:08:24;02:41:24;N;N;VIAGEM ;50;S;;;;;;;;;;
308369;1;20320;17/04/2026 05:44:59;17/04/2026 07:39:53;1162926;14.08;19-CAVALO MECÂNICO  (TERCEIRO 3 CARRETAS);00:43:00;00:43:00;00:25:00;00:27:00;02:18:00;N;N;VIAGEM ;50;S;;;;;;;;;;
308396;4;20432;17/04/2026 05:52:51;17/04/2026 07:57:40;1162927;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:23:00;01:14:00;00:26:00;00:16:12;02:19:12;N;N;VIAGEM ;50;S;;;;;;;;;;
308363;10;20705;17/04/2026 05:54:13;17/04/2026 07:34:34;1162988;10.87;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);01:03:00;00:11:00;00:25:00;00:18:36;01:57:36;N;N;VIAGEM ;50;S;;;;;;;;;;
308395;4;20432;17/04/2026 06:06:40;17/04/2026 08:51:31;1162936;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:17:00;01:50:00;00:35:00;01:01:48;03:43:48;S;N;VIAGEM ;50;S;;;;;;;;;;
308397;2;20596;17/04/2026 06:18:06;17/04/2026 10:02:15;1162946;32.19;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:49:00;01:32:00;01:22:00;00:07:48;03:50:48;N;N;VIAGEM ;50;S;;;;;;;;;;
308378;2;20596;17/04/2026 06:38:16;17/04/2026 10:43:53;1162951;32.19;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;01:12:00;01:12:00;N;N;VIAGEM ;50;N;;;;;;;;;;
308364;27;30493;17/04/2026 06:40:43;17/04/2026 12:27:45;1163329;49.49;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);02:28:00;01:02:00;02:14:00;00:35:24;06:19:24;N;N;VIAGEM ;50;S;;;;;;;;;;
308371;1;20320;17/04/2026 06:56:29;17/04/2026 08:39:47;1162932;14.08;19-CAVALO MECÂNICO  (TERCEIRO 3 CARRETAS);00:37:00;00:27:00;00:38:00;00:21:36;02:03:36;N;N;VIAGEM ;50;S;;;;;;;;;;
308368;200;;17/04/2026 07:50:26;;;;;-;-;-;-;-;N;;PÁTIO ;;N;;;;;;;;;;
308367;200;;17/04/2026 07:56:05;;;;;-;-;-;-;-;N;;PÁTIO ;;N;;;;;;;;;;
308365;10;20705;17/04/2026 07:26:21;17/04/2026 08:45:25;1162935;10.87;19-CAVALO MECÂNICO  (TERCEIRO 3 CARRETAS);00:34:00;00:24:00;00:19:00;00:24:00;01:41:00;S;N;VIAGEM ;50;S;;;;;;;;;;
308403;3;20449;17/04/2026 07:28:39;17/04/2026 10:55:03;1162952;43.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);01:35:00;00:10:00;01:38:00;00:13:12;03:36:12;N;N;VIAGEM ;50;S;;;;;;;;;;
308374;2;20596;17/04/2026 07:29:44;17/04/2026 13:44:53;1162975;32.19;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;00:30:36;00:30:36;N;N;VIAGEM ;50;S;;;;;;;;;;
308362;4;20432;17/04/2026 07:36:44;17/04/2026 09:01:56;1162938;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:26:00;00:32:00;00:26:00;00:12:00;01:36:00;S;N;VIAGEM ;50;S;;;;;;;;;;
308375;1;20320;17/04/2026 07:38:02;17/04/2026 09:35:45;1162941;14.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:41:00;00:34:00;00:29:00;00:10:48;01:54:48;S;N;VIAGEM ;50;S;;;;;;;;;;
308376;1;20320;17/04/2026 07:42:57;17/04/2026 08:55:11;1162937;14.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;00:14:24;00:14:24;N;N;VIAGEM ;50;S;;;;;;;;;;
308400;27;30493;17/04/2026 07:43:33;17/04/2026 14:58:04;1163371;49.49;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;00:21:36;00:21:36;N;N;VIAGEM ;50;S;;;;;;;;;;
308379;3;20449;17/04/2026 07:51:41;17/04/2026 12:17:40;1163239;43.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);01:36:00;00:46:00;02:02:00;01:09:36;05:33:36;N;N;VIAGEM ;50;S;;;;;;;;;;
308367;10;20705;17/04/2026 07:58:25;17/04/2026 10:17:59;1162948;10.87;19-CAVALO MECÂNICO  (TERCEIRO 3 CARRETAS);00:26:00;01:24:00;00:26:00;00:12:00;02:28:00;N;N;VIAGEM ;50;S;;;;;;;;;;
308368;4;20432;17/04/2026 07:59:37;17/04/2026 09:21:55;1162939;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;00:15:00;00:15:00;N;N;VIAGEM ;50;S;;;;;;;;;;
308380;2;20596;17/04/2026 08:00:11;17/04/2026 11:21:47;1162956;32.19;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;02:03:00;02:03:00;S;N;VIAGEM ;50;S;;;;;;;;;;
