Equipamento;Frente;Fazenda;Data de Alocação;Data Chegada;Entrada Cana;Distância;Tipo de Carga;Tempo Ida;Tempo Carregamento;Tempo Volta;Tempo Industria;Tempo Total;Start Automático;Gravação Automática;Tipo de Alocação;Unidade Destino;Mensagem Alocação;Carretas Entrada;Data Pesagem Entrada;Moído Entrada;Carretas Saída;Data Saída Carreta;Última Basculada Saída;Data Carregamento;Fazenda Carregamento;Tonelada Carregada;Código Transbordo
308400;27;30493;16/04/2026 03:05:27;16/04/2026 08:21:24;0;49.49;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);01:46:00;00:21:00;03:10:00;01:03:00;06:20:00;S;N;VIAGEM ;50;S;;;;;;;;;;
308402;27;30493;16/04/2026 03:06:29;16/04/2026 08:55:09;0;49.49;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;00:22:12;00:22:12;N;N;VIAGEM ;50;S;;;;;;;;;;
308395;3;20449;16/04/2026 03:35:55;;0;43.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;-;-;S;N;VIAGEM ;50;S;;;;;;;;;;
308395;4;20432;16/04/2026 03:37:35;16/04/2026 04:43:58;1162740;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;00:27:00;00:27:00;N;N;VIAGEM ;50;S;;;;;;;;;;
308377;3;20449;16/04/2026 03:38:05;;0;43.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;-;-;N;N;VIAGEM ;50;N;;;;;;;;;;
308377;4;20432;16/04/2026 03:39:22;16/04/2026 05:07:08;1162746;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;11:18:00;11:18:00;N;N;VIAGEM ;50;S;;;;;;;;;;
308397;10;20705;16/04/2026 03:46:11;16/04/2026 05:05:28;1162742;10.87;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;01:03:00;01:03:00;S;N;VIAGEM ;50;S;;;;;;;;;;
308383;1;20320;16/04/2026 03:54:06;16/04/2026 05:41:42;1162747;14.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:36:00;00:38:00;00:32:00;02:25:12;04:11:12;S;N;VIAGEM ;50;S;;;;;;;;;;
308375;3;20449;16/04/2026 03:55:28;16/04/2026 07:29:00;1162755;43.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);01:32:00;00:10:00;01:51:00;00:30:00;04:03:00;N;N;VIAGEM ;50;S;;;;;;;;;;
308367;4;20432;16/04/2026 04:09:44;16/04/2026 05:34:41;1162745;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;01:03:00;01:03:00;N;N;VIAGEM ;50;S;;;;;;;;;;
308373;1;20320;16/04/2026 04:24:00;16/04/2026 06:27:14;1162750;14.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:32:00;00:53:00;00:34:00;00:10:48;02:09:48;N;N;VIAGEM ;50;S;;;;;;;;;;
308374;4;20432;16/04/2026 04:32:18;16/04/2026 06:20:25;1162749;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;00:23:24;00:23:24;N;N;VIAGEM ;50;S;;;;;;;;;;
308406;2;20596;16/04/2026 04:33:32;16/04/2026 09:11:15;1162770;32.19;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;01:22:12;01:22:12;S;N;VIAGEM ;50;S;;;;;;;;;;
308396;2;20596;16/04/2026 04:40:36;16/04/2026 08:32:45;1162762;32.19;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;01:09:00;01:09:00;N;N;VIAGEM ;50;S;;;;;;;;;;
308378;10;20705;16/04/2026 05:13:33;16/04/2026 06:54:37;1162751;10.87;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:27:00;00:47:00;00:26:00;01:31:12;03:11:12;N;N;VIAGEM ;50;N;;;;;;;;;;
308361;3;20449;16/04/2026 05:15:38;16/04/2026 08:52:09;1162765;43.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);01:42:00;00:12:00;01:42:00;01:10:48;04:46:48;N;N;VIAGEM ;50;S;;;;;;;;;;
308369;4;20432;16/04/2026 05:16:33;16/04/2026 07:02:27;1162752;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:33:00;00:29:00;00:41:00;00:24:36;02:07:36;S;N;VIAGEM ;50;S;;;;;;;;;;
308395;1;20320;16/04/2026 05:29:33;16/04/2026 07:25:45;1162753;14.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:37:00;00:16:00;00:57:00;00:18:00;02:08:00;N;N;VIAGEM ;50;S;;;;;;;;;;
308404;2;20596;16/04/2026 05:38:54;16/04/2026 08:45:03;1162763;32.19;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);01:05:00;00:51:00;01:10:00;00:27:00;03:33:00;N;N;VIAGEM ;50;S;;;;;;;;;;
308365;4;20432;16/04/2026 05:54:31;16/04/2026 07:25:27;1162754;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:59:00;00:08:00;00:25:00;00:24:00;01:56:00;S;N;VIAGEM ;50;S;;;;;;;;;;
308374;200;;16/04/2026 06:59:30;;;;;-;-;-;-;-;N;;PÁTIO ;;N;;;;;;;;;;
308382;3;20449;16/04/2026 06:09:48;16/04/2026 09:35:18;1162771;43.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;02:19:48;02:19:48;S;N;VIAGEM ;50;S;;;;;;;;;;
308397;1;20320;16/04/2026 06:10:12;16/04/2026 08:13:00;1162758;14.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:26:00;00:53:00;00:43:00;01:15:36;03:17:36;N;N;VIAGEM ;50;S;;;;;;;;;;
308370;3;20449;16/04/2026 06:35:32;16/04/2026 09:53:03;1162773;43.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);01:33:00;00:09:00;01:36:00;00:21:36;03:39:36;N;N;VIAGEM ;50;S;;;;;;;;;;
308368;4;20432;16/04/2026 06:38:49;16/04/2026 07:54:30;1162757;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:33:00;00:14:00;00:29:00;00:19:48;01:35:48;S;N;VIAGEM ;50;S;;;;;;;;;;
308367;1;20320;16/04/2026 06:39:32;16/04/2026 08:30:39;1162761;14.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:37:00;00:41:00;00:33:00;00:21:00;02:12:00;S;N;VIAGEM ;50;S;;;;;;;;;;
308373;27;30493;16/04/2026 06:45:28;16/04/2026 11:25:00;0;49.49;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);02:17:00;00:16:00;02:07:00;00:33:00;05:13:00;N;N;VIAGEM ;50;S;;;;;;;;;;
308379;4;20432;16/04/2026 06:55:32;16/04/2026 08:20:39;1162759;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:32:00;00:24:00;00:29:00;00:36:00;02:01:00;N;N;VIAGEM ;50;S;;;;;;;;;;
308374;200;;16/04/2026 07:00:26;;;;;-;-;-;-;-;N;;PÁTIO ;;N;;;;;;;;;;
308374;200;;16/04/2026 07:01:25;;;;;-;-;-;-;-;N;;PÁTIO ;;N;;;;;;;;;;
308374;10;20705;16/04/2026 07:01:58;16/04/2026 08:53:09;0;10.87;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);01:15:00;00:11:00;00:25:00;01:18:00;03:09:00;N;N;VIAGEM ;50;S;;;;;;;;;;
308398;2;20596;16/04/2026 07:12:22;16/04/2026 10:21:06;1162777;32.19;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);01:22:00;00:28:00;01:22:00;01:08:24;04:20:24;N;N;VIAGEM ;50;S;;;;;;;;;;
308369;3;20449;16/04/2026 07:43:29;16/04/2026 11:02:58;1162782;43.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);01:34:00;00:11:00;01:35:00;02:03:36;05:23:36;N;N;VIAGEM ;50;S;;;;;;;;;;
308403;1;20320;16/04/2026 07:43:59;16/04/2026 09:05:00;1162769;14.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:36:00;00:09:00;00:36:00;01:23:24;02:44:24;N;N;VIAGEM ;50;S;;;;;;;;;;
308364;27;30493;16/04/2026 07:49:24;16/04/2026 10:36:42;0;49.49;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;-;-;S;N;VIAGEM ;50;S;;;;;;;;;;
308395;4;20432;16/04/2026 07:56:09;16/04/2026 09:02:03;1162768;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:34:00;00:07:00;00:25:00;01:22:12;02:28:12;S;N;VIAGEM ;50;S;;;;;;;;;;
308365;3;20449;16/04/2026 08:05:42;16/04/2026 11:39:15;1162786;43.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;01:00:36;01:00:36;S;N;VIAGEM ;50;S;;;;;;;;;;
308375;2;20596;16/04/2026 08:19:25;16/04/2026 11:20:33;1162783;32.19;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);01:06:00;00:10:00;01:45:00;01:16:12;04:17:12;N;N;VIAGEM ;50;S;;;;;;;;;;
308383;4;20432;16/04/2026 08:23:46;16/04/2026 09:46:39;1162824;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:29:00;00:26:00;00:28:00;00:18:36;01:41:36;N;N;VIAGEM ;50;S;;;;;;;;;;
308368;1;20320;16/04/2026 08:27:09;16/04/2026 10:06:18;1162847;14.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);01:01:00;00:06:00;00:32:00;01:21:00;03:00:00;S;N;VIAGEM ;50;S;;;;;;;;;;
308380;4;20432;16/04/2026 08:36:06;16/04/2026 09:57:24;1162775;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:31:00;00:25:00;00:25:00;01:19:12;02:40:12;N;N;VIAGEM ;50;S;;;;;;;;;;
308378;10;20705;16/04/2026 08:47:20;16/04/2026 10:00:07;1162774;10.87;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:33:00;00:09:00;00:32:00;02:00:00;03:14:00;N;N;VIAGEM ;50;N;;;;;;;;;;
308367;27;30493;16/04/2026 09:05:34;16/04/2026 13:27:18;0;49.49;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);02:16:00;00:05:00;02:01:00;01:26:24;05:48:24;S;N;VIAGEM ;50;S;;;;;;;;;;
308379;1;20320;16/04/2026 09:20:35;16/04/2026 10:48:18;1162779;14.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:37:00;00:12:00;00:38:00;01:18:36;02:45:36;N;N;VIAGEM ;50;S;;;;;;;;;;
308400;2;20596;16/04/2026 09:26:05;16/04/2026 12:14:05;1162791;32.19;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);01:03:00;00:32:00;01:12:00;01:34:12;04:21:12;N;N;VIAGEM ;50;S;;;;;;;;;;
308404;4;20432;16/04/2026 09:30:25;16/04/2026 10:29:47;1162778;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:30:00;00:07:00;00:23:00;01:11:24;02:11:24;S;N;VIAGEM ;50;N;;;;;;;;;;
308402;27;30493;16/04/2026 09:32:03;;1163272;49.49;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;-;-;N;N;VIAGEM ;50;N;;;;;;;;;;
308381;10;20705;16/04/2026 09:37:30;16/04/2026 11:02:37;1162781;10.87;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:44:00;00:13:00;00:30:00;01:29:24;02:56:24;N;N;VIAGEM ;50;S;;;;;;;;;;
308397;3;20449;16/04/2026 09:38:44;16/04/2026 13:04:07;1162797;43.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;02:23:24;02:23:24;S;N;VIAGEM ;50;S;;;;;;;;;;
308396;1;20320;16/04/2026 09:47:22;16/04/2026 10:54:54;1162780;14.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;01:04:12;01:04:12;N;N;VIAGEM ;50;S;;;;;;;;;;
308361;2;20596;16/04/2026 10:11:42;16/04/2026 12:38:48;1162792;32.19;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);01:00:00;00:16:00;01:11:00;01:02:24;03:29:24;N;N;VIAGEM ;50;S;;;;;;;;;;
308384;4;20432;16/04/2026 10:17:56;;0;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;-;-;N;N;VIAGEM ;50;N;;;;;;;;;;
308383;27;30493;16/04/2026 10:18:06;16/04/2026 15:30:06;0;49.49;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);01:56:00;00:17:00;02:59:00;00:25:48;05:37:48;S;N;VIAGEM ;50;S;;;;;;;;;;
308374;4;20432;16/04/2026 10:23:34;16/04/2026 11:29:54;1162785;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:34:00;00:06:00;00:26:00;05:19:48;06:25:48;N;N;VIAGEM ;50;N;;;;;;;;;;
308370;10;20705;16/04/2026 10:29:13;16/04/2026 11:40:45;1162787;10.87;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:27:00;00:21:00;00:22:00;01:12:00;02:22:00;N;N;VIAGEM ;50;S;;;;;;;;;;
308364;1;20320;16/04/2026 10:36:51;16/04/2026 12:14:04;1162790;14.08;19-CAVALO MECÂNICO  (TERCEIRO 3 CARRETAS);00:51:00;00:10:00;00:34:00;00:27:00;02:02:00;N;N;VIAGEM ;50;S;;;;;;;;;;
308395;3;20449;16/04/2026 10:38:49;16/04/2026 14:11:54;1162804;43.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);01:42:00;00:10:00;01:42:00;00:30:00;04:04:00;N;N;VIAGEM ;50;S;;;;;;;;;;
308403;4;20432;16/04/2026 10:44:13;16/04/2026 12:04:13;1162789;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;01:03:00;01:03:00;N;N;VIAGEM ;50;S;;;;;;;;;;
308406;27;30493;16/04/2026 10:48:25;16/04/2026 16:37:11;0;49.49;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;00:06:00;00:06:00;N;N;VIAGEM ;50;S;;;;;;;;;;
308371;1;20320;16/04/2026 10:49:53;16/04/2026 13:58:20;1162796;14.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);01:18:00;00:09:00;00:39:00;-;02:06:00;N;N;VIAGEM ;50;S;;;;;;;;;;
308399;2;20596;16/04/2026 11:03:33;16/04/2026 13:10:15;1162798;32.19;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:51:00;00:16:00;01:00:00;00:10:48;02:17:48;S;N;VIAGEM ;50;S;;;;;;;;;;
308363;4;20432;16/04/2026 11:22:43;16/04/2026 12:40:45;1162793;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:42:00;00:08:00;00:28:00;01:08:24;02:26:24;S;N;VIAGEM ;50;S;;;;;;;;;;
308380;3;20449;16/04/2026 11:29:46;16/04/2026 14:48:12;1162809;43.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);01:29:00;00:07:00;01:42:00;00:34:12;03:52:12;N;N;VIAGEM ;50;S;;;;;;;;;;
308398;2;20596;16/04/2026 11:35:50;16/04/2026 14:12:12;1162805;32.19;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:49:00;00:24:00;01:23:00;05:13:48;07:49:48;N;N;VIAGEM ;50;S;;;;;;;;;;
308368;10;20705;16/04/2026 11:43:52;16/04/2026 12:55:02;1162795;10.87;19-CAVALO MECÂNICO  (TERCEIRO 3 CARRETAS);-;-;-;00:25:12;00:25:12;N;N;VIAGEM ;50;S;;;;;;;;;;
308404;4;20432;16/04/2026 11:48:48;16/04/2026 12:50:42;1162794;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:31:00;00:05:00;00:25:00;00:12:36;01:13:36;N;N;VIAGEM ;50;S;;;;;;;;;;
308378;1;20320;16/04/2026 12:00:30;16/04/2026 13:28:12;1162799;14.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;01:07:48;01:07:48;N;N;VIAGEM ;50;S;;;;;;;;;;
308396;4;20432;16/04/2026 12:02:13;16/04/2026 13:30:33;1162801;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:34:00;00:24:00;00:31:00;00:33:36;02:02:36;N;N;VIAGEM ;50;S;;;;;;;;;;
308382;27;30493;16/04/2026 12:10:48;16/04/2026 18:24:27;0;49.49;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;02:02:24;02:02:24;N;N;VIAGEM ;50;S;;;;;;;;;;
308379;2;20596;16/04/2026 12:19:22;16/04/2026 14:52:24;1162810;32.19;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:59:00;00:08:00;01:26:00;07:16:12;09:49:12;N;N;VIAGEM ;50;S;;;;;;;;;;
308373;1;20320;16/04/2026 12:20:32;16/04/2026 13:50:27;1162802;14.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;01:05:24;01:05:24;N;N;VIAGEM ;50;S;;;;;;;;;;
308402;3;20449;16/04/2026 12:32:39;16/04/2026 15:38:45;1162815;43.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;01:12:36;01:12:36;S;N;VIAGEM ;50;S;;;;;;;;;;
308401;27;30493;16/04/2026 12:37:48;16/04/2026 20:10:01;1163251;49.49;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;00:24:00;00:24:00;N;N;VIAGEM ;50;S;;;;;;;;;;
308376;4;20432;16/04/2026 12:39:33;16/04/2026 14:07:19;1162803;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;00:20:24;00:20:24;N;N;VIAGEM ;50;S;;;;;;;;;;
308365;10;20705;16/04/2026 12:40:35;16/04/2026 14:24:03;1162807;10.87;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:44:00;00:30:00;00:30:00;01:17:24;03:01:24;N;N;VIAGEM ;50;S;;;;;;;;;;
308375;4;20432;16/04/2026 12:48:11;16/04/2026 14:24:42;1162808;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:30:00;00:41:00;00:25:00;01:04:48;02:40:48;N;N;VIAGEM ;50;S;;;;;;;;;;
308381;3;20449;16/04/2026 12:51:40;16/04/2026 16:23:17;1162818;43.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);01:33:00;00:05:00;01:52:00;01:04:12;04:34:12;S;N;VIAGEM ;50;S;;;;;;;;;;
308364;1;20320;16/04/2026 12:59:06;;0;14.08;19-CAVALO MECÂNICO  (TERCEIRO 3 CARRETAS);-;-;-;-;-;S;N;VIAGEM ;50;N;;;;;;;;;;
308370;1;20320;16/04/2026 13:00:48;16/04/2026 14:13:45;1162806;14.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;01:21:00;01:21:00;N;N;VIAGEM ;50;S;;;;;;;;;;
308403;2;20596;16/04/2026 13:09:45;16/04/2026 15:39:54;1162816;32.19;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:59:00;00:11:00;01:20:00;00:05:24;02:35:24;N;N;VIAGEM ;50;S;;;;;;;;;;
308404;1;20320;16/04/2026 13:12:05;16/04/2026 15:10:17;1162811;14.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:26:00;01:03:00;00:29:00;00:12:00;02:10:00;N;N;VIAGEM ;50;S;;;;;;;;;;
308369;10;20705;16/04/2026 13:15:56;16/04/2026 15:28:36;1162813;10.87;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:28:00;01:21:00;00:23:00;00:26:24;02:38:24;N;N;VIAGEM ;50;S;;;;;;;;;;
308399;27;30493;16/04/2026 13:28:12;16/04/2026 22:13:02;0;49.49;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;00:15:36;00:15:36;N;N;VIAGEM ;50;S;;;;;;;;;;
308368;1;20320;16/04/2026 13:36:57;16/04/2026 16:03:20;1163044;14.08;19-CAVALO MECÂNICO  (TERCEIRO 3 CARRETAS);00:54:00;00:59:00;00:32:00;00:13:48;02:38:48;N;N;VIAGEM ;50;S;;;;;;;;;;
308361;4;20432;16/04/2026 13:43:25;16/04/2026 15:13:18;1162812;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:37:00;00:24:00;00:29:00;00:29:24;01:59:24;N;N;VIAGEM ;50;S;;;;;;;;;;
308363;2;20596;16/04/2026 13:54:53;16/04/2026 17:17:05;1162825;32.19;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);01:01:00;00:50:00;01:27:00;01:00:36;04:18:36;N;N;VIAGEM ;50;S;;;;;;;;;;
308371;10;20705;16/04/2026 13:58:21;;0;10.87;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;-;-;N;N;VIAGEM ;50;S;;;;;;;;;;
308364;10;20705;16/04/2026 14:04:17;16/04/2026 16:47:56;1162823;10.87;19-CAVALO MECÂNICO  (TERCEIRO 3 CARRETAS);00:39:00;01:27:00;00:34:00;00:21:00;03:01:00;N;N;VIAGEM ;50;S;;;;;;;;;;
308400;27;30493;16/04/2026 14:11:12;17/04/2026 00:24:47;0;49.49;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;00:22:12;00:22:12;N;N;VIAGEM ;50;S;;;;;;;;;;
308396;3;20449;16/04/2026 14:26:23;16/04/2026 18:05:30;1162831;43.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);01:39:00;00:13:00;01:43:00;00:30:36;04:05:36;N;N;VIAGEM ;50;S;;;;;;;;;;
308376;4;20432;16/04/2026 14:41:10;16/04/2026 20:49:07;0;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;00:17:24;00:17:24;N;N;VIAGEM ;50;S;;;;;;;;;;
308378;1;20320;16/04/2026 14:41:30;16/04/2026 16:22:16;1162819;14.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:39:00;00:28:00;00:37:00;00:20:24;02:04:24;S;N;VIAGEM ;50;S;;;;;;;;;;
308373;2;20596;16/04/2026 14:59:14;16/04/2026 17:43:20;1162827;32.19;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);01:01:00;00:22:00;01:19:00;00:13:48;02:55:48;N;N;VIAGEM ;50;S;;;;;;;;;;
308395;3;20449;16/04/2026 15:01:24;16/04/2026 18:47:11;1162837;43.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);02:01:00;00:06:00;01:37:00;00:33:00;04:17:00;S;N;VIAGEM ;50;S;;;;;;;;;;
308367;10;20705;16/04/2026 15:11:06;16/04/2026 18:29:18;1162835;10.87;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;01:04:48;01:04:48;N;N;VIAGEM ;50;S;;;;;;;;;;
308404;4;20432;16/04/2026 15:30:36;16/04/2026 16:33:36;1162820;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:25:00;00:06:00;00:25:00;00:08:24;01:04:24;S;N;VIAGEM ;50;S;;;;;;;;;;
308375;1;20320;16/04/2026 15:32:46;16/04/2026 17:37:21;1162826;14.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;02:22:12;02:22:12;N;N;VIAGEM ;50;S;;;;;;;;;;
308361;1;20320;16/04/2026 16:02:19;16/04/2026 18:01:22;1162830;14.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:25:00;00:50:00;00:42:00;00:09:36;02:06:36;N;N;VIAGEM ;50;S;;;;;;;;;;
308369;1;20320;16/04/2026 16:12:47;16/04/2026 18:24:45;1162833;14.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:32:00;01:08:00;00:30:00;01:07:12;03:17:12;S;N;VIAGEM ;50;N;;;;;;;;;;
308383;4;20432;16/04/2026 16:13:38;16/04/2026 17:14:21;1162996;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:25:00;00:07:00;00:25:00;00:12:36;01:09:36;N;N;VIAGEM ;50;S;;;;;;;;;;
308368;3;20449;16/04/2026 16:26:13;16/04/2026 17:11:00;1163020;43.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;00:03:36;00:03:36;N;N;VIAGEM ;50;S;;;;;;;;;;
308397;2;20596;16/04/2026 16:26:43;16/04/2026 19:33:36;1162840;32.19;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);01:06:00;00:15:00;01:44:00;01:13:48;04:18:48;N;N;VIAGEM ;50;S;;;;;;;;;;
308377;4;20432;16/04/2026 16:46:16;16/04/2026 17:50:53;1162828;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:29:00;00:01:00;00:30:00;00:22:12;01:22:12;N;N;VIAGEM ;50;S;;;;;;;;;;
308404;2;20596;16/04/2026 16:48:04;16/04/2026 20:11:23;1162844;32.19;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;01:23:24;01:23:24;N;N;VIAGEM ;50;S;;;;;;;;;;
308378;4;20432;16/04/2026 16:56:36;16/04/2026 18:08:33;1162832;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:33:00;00:36:00;00:05:00;00:24:36;01:38:36;N;N;VIAGEM ;50;N;;;;;;;;;;
308402;27;30493;16/04/2026 16:59:52;17/04/2026 01:44:52;0;49.49;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;01:03:00;01:03:00;N;N;VIAGEM ;50;S;;;;;;;;;;
308403;2;20596;16/04/2026 17:02:14;16/04/2026 21:33:43;1162853;32.19;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;00:31:48;00:31:48;N;N;VIAGEM ;50;S;;;;;;;;;;
308368;1;20320;16/04/2026 17:16:50;16/04/2026 20:27:44;0;14.08;19-CAVALO MECÂNICO  (TERCEIRO 3 CARRETAS);-;-;-;00:18:36;00:18:36;N;N;VIAGEM ;50;S;;;;;;;;;;
308374;4;20432;16/04/2026 17:17:43;16/04/2026 18:48:05;1162836;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;00:31:12;00:31:12;N;N;VIAGEM ;50;S;;;;;;;;;;
308383;3;20449;16/04/2026 17:35:51;16/04/2026 17:40:53;0;43.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;-;-;N;N;VIAGEM ;50;S;;;;;;;;;;
308383;3;20449;16/04/2026 17:41:27;16/04/2026 21:34:51;1162852;43.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);01:44:00;00:18:00;01:47:00;00:35:24;04:24:24;N;N;VIAGEM ;50;S;;;;;;;;;;
308381;4;20432;16/04/2026 17:51:33;16/04/2026 18:49:11;1162838;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:13:00;00:19:00;00:25:00;01:10:12;02:07:12;N;N;VIAGEM ;50;N;;;;;;;;;;
