CD_UPNIVEL1;DE_UPNIVEL1;CD_UPNIVEL3;DE_AMBIENTE_PROD;CD_SAFRA;FORNEC;TIPO_PROP;DE_VARIED;DE_MATURAC;NO_CORTE;POND_CORTE;IDADE;POND_IDADE;AREA_CTT;TON_CANA;KG_ACUCAR;QT_CANA_ACUCAR;DT_PLANTIO;MES_PLANTIO;DT_CTT
20314;Fazenda Agua Mansa;126;Ambiente C;21920;UMOE BIOENERGY S.A.;1-Próprio;CTC4;5-Média/Tardia;2;22,5;11,44;380.482,19;11,25;1.089,98;97.489,66;1.069,85;23/03/2017;3;12/04/2019
20314;Fazenda Agua Mansa;126;Ambiente C;22021;UMOE BIOENERGY S.A.;1-Próprio;CTC4;5-Média/Tardia;3;33,78;12,13;391.318,74;11,26;1.057,32;100.821,82;1.057,32;23/03/2017;3;13/04/2020
20314;Fazenda Agua Mansa;126;Ambiente C;22122;UMOE BIOENERGY S.A.;1-Próprio;CTC4;5-Média/Tardia;4;45,04;12,39;410.556,58;11,26;1.086,63;114.654,51;1.086,63;23/03/2017;3;20/04/2021
20314;Fazenda Agua Mansa;126;Ambiente C;22223;UMOE BIOENERGY S.A.;1-Próprio;CTC4;5-Média/Tardia;5;56,3;14,3;432.775,95;11,26;992,55;122.247,51;992,55;23/03/2017;3;29/06/2022
20314;Fazenda Agua Mansa;126;Ambiente C;22324;UMOE BIOENERGY S.A.;1-Próprio;CTC4;5-Média/Tardia;6;67,56;15,78;253.886,81;11,26;527,39;74.345,20;527,39;23/03/2017;3;19/10/2023
20314;Fazenda Agua Mansa;126;Ambiente C;22425;UMOE BIOENERGY S.A.;1-Próprio;CTC4;5-Média/Tardia;7;78,82;11,73;231.161,26;11,26;645,96;96.659,04;645,96;23/03/2017;3;19/10/2024
20314;Fazenda Agua Mansa;126;Ambiente C;22526;UMOE BIOENERGY S.A.;1-Próprio;CTC4;5-Média/Tardia;8;90,08;12,37;181.430,89;11,26;481,04;65.215,04;481,04;23/03/2017;3;31/10/2025
20314;Fazenda Agua Mansa;127;Ambiente C;21920;UMOE BIOENERGY S.A.;1-Próprio;CTC4;5-Média/Tardia;2;9,06;11,44;153.153,67;4,53;438,75;39.242,05;430,64;23/03/2017;3;12/04/2019
20314;Fazenda Agua Mansa;127;Ambiente C;22021;UMOE BIOENERGY S.A.;1-Próprio;CTC4;5-Média/Tardia;3;13,59;12,13;137.626,03;4,53;371,86;35.458,84;371,86;23/03/2017;3;13/04/2020
20314;Fazenda Agua Mansa;127;Ambiente C;22122;UMOE BIOENERGY S.A.;1-Próprio;CTC4;5-Média/Tardia;4;18,12;12,39;142.791,26;4,53;377,93;39.876,74;377,93;23/03/2017;3;20/04/2021
20314;Fazenda Agua Mansa;127;Ambiente C;22223;UMOE BIOENERGY S.A.;1-Próprio;CTC4;5-Média/Tardia;5;22,65;14,3;174.150,47;4,53;399,41;49.191,29;399,41;23/03/2017;3;29/06/2022
20314;Fazenda Agua Mansa;127;Ambiente C;22324;UMOE BIOENERGY S.A.;1-Próprio;CTC4;5-Média/Tardia;6;27,18;15,78;101.997,22;4,53;211,88;29.867,67;211,88;23/03/2017;3;19/10/2023
20314;Fazenda Agua Mansa;127;Ambiente C;22425;UMOE BIOENERGY S.A.;1-Próprio;CTC4;5-Média/Tardia;7;31,71;11,76;115.847,85;4,53;322,87;48.293,94;322,87;23/03/2017;3;19/10/2024
20314;Fazenda Agua Mansa;127;Ambiente C;22526;UMOE BIOENERGY S.A.;1-Próprio;CTC4;5-Média/Tardia;8;36,24;12,37;72.923,96;4,53;193,35;26.212,40;193,35;23/03/2017;3;31/10/2025
20314;Fazenda Agua Mansa;128;Ambiente C;21920;UMOE BIOENERGY S.A.;1-Próprio;CTC4;5-Média/Tardia;2;2,42;11,44;40.864,39;1,21;117,07;10.470,51;114,9;23/03/2017;3;12/04/2019
20314;Fazenda Agua Mansa;128;Ambiente C;22021;UMOE BIOENERGY S.A.;1-Próprio;CTC4;5-Média/Tardia;3;3,63;12,13;36.838,00;1,21;99,53;9.491,22;99,53;23/03/2017;3;13/04/2020
20314;Fazenda Agua Mansa;128;Ambiente C;22122;UMOE BIOENERGY S.A.;1-Próprio;CTC4;5-Média/Tardia;4;4,84;12,39;37.879,00;1,21;100,26;10.578,32;100,26;23/03/2017;3;20/04/2021
20314;Fazenda Agua Mansa;128;Ambiente C;22223;UMOE BIOENERGY S.A.;1-Próprio;CTC4;5-Média/Tardia;5;6,05;14,3;46.401,28;1,21;106,41;13.108,42;106,41;23/03/2017;3;29/06/2022
20314;Fazenda Agua Mansa;128;Ambiente C;22324;UMOE BIOENERGY S.A.;1-Próprio;CTC4;5-Média/Tardia;6;7,26;15,78;27.315,63;1,21;56,74;7.998,78;56,74;23/03/2017;3;19/10/2023
20314;Fazenda Agua Mansa;128;Ambiente C;22425;UMOE BIOENERGY S.A.;1-Próprio;CTC4;5-Média/Tardia;7;8,47;11,85;47.641,16;1,21;131,86;19.700,80;131,86;23/03/2017;3;19/10/2024
20314;Fazenda Agua Mansa;128;Ambiente C;22526;UMOE BIOENERGY S.A.;1-Próprio;CTC4;5-Média/Tardia;8;9,68;12,37;19.434,63;1,21;51,53;6.985,74;51,53;23/03/2017;3;31/10/2025
20314;Fazenda Agua Mansa;129;Ambiente C;21920;UMOE BIOENERGY S.A.;1-Próprio;CTC4;5-Média/Tardia;2;8,4;11,44;141.898,90;4,2;406,5;36.358,25;399;24/03/2017;3;12/04/2019
20314;Fazenda Agua Mansa;129;Ambiente C;22021;UMOE BIOENERGY S.A.;1-Próprio;CTC4;5-Média/Tardia;3;12,63;12,13;179.323,52;4,21;484,52;46.202,04;484,52;24/03/2017;3;13/04/2020
20314;Fazenda Agua Mansa;129;Ambiente C;22122;UMOE BIOENERGY S.A.;1-Próprio;CTC4;5-Média/Tardia;4;16,84;12,39;153.400,99;4,21;406,01;42.839,69;406,01;24/03/2017;3;20/04/2021
20314;Fazenda Agua Mansa;129;Ambiente C;22223;UMOE BIOENERGY S.A.;1-Próprio;CTC4;5-Média/Tardia;5;21,05;14,3;161.619,28;4,21;370,67;45.652,49;370,67;24/03/2017;3;29/06/2022
20314;Fazenda Agua Mansa;129;Ambiente C;22324;UMOE BIOENERGY S.A.;1-Próprio;CTC4;5-Média/Tardia;6;25,26;15,78;94.946,63;4,21;197,23;27.803,05;197,23;24/03/2017;3;19/10/2023
20314;Fazenda Agua Mansa;129;Ambiente C;22425;UMOE BIOENERGY S.A.;1-Próprio;CTC4;5-Média/Tardia;7;29,47;11,77;112.995,28;4,21;314,83;47.088,40;314,83;24/03/2017;3;19/10/2024
20314;Fazenda Agua Mansa;129;Ambiente C;22526;UMOE BIOENERGY S.A.;1-Próprio;CTC4;5-Média/Tardia;8;33,68;12,37;73.179,30;4,21;194,02;26.304,18;194,02;24/03/2017;3;31/10/2025
20314;Fazenda Agua Mansa;130;Ambiente C;21920;UMOE BIOENERGY S.A.;1-Próprio;CTC4;5-Média/Tardia;2;10,48;11,44;177.313,93;5,24;507,96;45.432,58;498,58;24/03/2017;3;12/04/2019
20314;Fazenda Agua Mansa;130;Ambiente C;22021;UMOE BIOENERGY S.A.;1-Próprio;CTC4;5-Média/Tardia;3;15,72;12,13;223.198,30;5,24;603,07;57.506,23;603,07;24/03/2017;3;13/04/2020
20314;Fazenda Agua Mansa;130;Ambiente C;22122;UMOE BIOENERGY S.A.;1-Próprio;CTC4;5-Média/Tardia;4;20,96;12,39;190.953,94;5,24;505,4;53.326,94;505,4;24/03/2017;3;20/04/2021
20314;Fazenda Agua Mansa;130;Ambiente C;22223;UMOE BIOENERGY S.A.;1-Próprio;CTC4;5-Média/Tardia;5;26,2;14,3;190.919,07;5,24;437,85;53.931,03;437,85;24/03/2017;3;29/06/2022
20314;Fazenda Agua Mansa;130;Ambiente C;22324;UMOE BIOENERGY S.A.;1-Próprio;CTC4;5-Média/Tardia;6;31,44;15,78;118.057,71;5,24;245,24;34.570,62;245,24;24/03/2017;3;19/10/2023
20314;Fazenda Agua Mansa;130;Ambiente C;22425;UMOE BIOENERGY S.A.;1-Próprio;CTC4;5-Média/Tardia;7;36,68;11,76;144.322,35;5,24;402,45;60.201,80;402,45;24/03/2017;3;19/10/2024
20314;Fazenda Agua Mansa;130;Ambiente C;22526;UMOE BIOENERGY S.A.;1-Próprio;CTC4;5-Média/Tardia;8;41,92;12,37;91.093,17;5,24;241,52;32.743,30;241,52;24/03/2017;3;31/10/2025
20314;Fazenda Agua Mansa;131;Ambiente C;21920;UMOE BIOENERGY S.A.;1-Próprio;IACSP95-5000;5-Média/Tardia;2;34,02;11,44;575.416,54;17,01;1.648,42;147.436,99;1.617,97;31/03/2017;3;12/04/2019
20314;Fazenda Agua Mansa;131;Ambiente C;22021;UMOE BIOENERGY S.A.;1-Próprio;IACSP95-5000;5-Média/Tardia;3;51,03;12,13;295.306,92;17,01;797,9;76.084,73;797,9;31/03/2017;3;13/04/2020
20314;Fazenda Agua Mansa;131;Ambiente C;22122;UMOE BIOENERGY S.A.;1-Próprio;IACSP95-5000;5-Média/Tardia;4;68,04;12,39;288.920,96;17,01;764,69;80.685,83;764,69;31/03/2017;3;20/04/2021
20314;Fazenda Agua Mansa;131;Ambiente C;22223;UMOE BIOENERGY S.A.;1-Próprio;IACSP95-5000;5-Média/Tardia;5;85,05;14,3;620.264,98;17,01;1.422,55;175.206,29;1.422,55;31/03/2017;3;29/06/2022
20314;Fazenda Agua Mansa;131;Ambiente C;22324;UMOE BIOENERGY S.A.;1-Próprio;IACSP95-5000;5-Média/Tardia;6;102,06;15,78;383.516,42;17,01;796,67;112.304,42;796,67;31/03/2017;3;19/10/2023
20314;Fazenda Agua Mansa;131;Ambiente C;22425;UMOE BIOENERGY S.A.;1-Próprio;IACSP95-5000;5-Média/Tardia;7;119,07;11,72;372.170,78;17,01;1.040,73;155.747,90;1.040,73;31/03/2017;3;19/10/2024
20314;Fazenda Agua Mansa;131;Ambiente C;22526;UMOE BIOENERGY S.A.;1-Próprio;IACSP95-5000;5-Média/Tardia;8;136,08;12,37;243.877,54;17,01;646,61;87.661,40;646,61;31/03/2017;3;31/10/2025
20314;Fazenda Agua Mansa;132;Ambiente C;21920;UMOE BIOENERGY S.A.;1-Próprio;CTC4;5-Média/Tardia;2;9,84;11,44;166.333,91;4,92;476,5;42.619,20;467,7;06/04/2017;4;12/04/2019
20314;Fazenda Agua Mansa;132;Ambiente C;22021;UMOE BIOENERGY S.A.;1-Próprio;CTC4;5-Média/Tardia;3;14,76;12,13;209.298,29;4,92;565,51;53.924,95;565,51;06/04/2017;4;13/04/2020
20314;Fazenda Agua Mansa;132;Ambiente C;22122;UMOE BIOENERGY S.A.;1-Próprio;CTC4;5-Média/Tardia;4;19,68;12,39;181.390,81;4,92;480,09;50.656,24;480,09;06/04/2017;4;20/04/2021
20314;Fazenda Agua Mansa;132;Ambiente C;22223;UMOE BIOENERGY S.A.;1-Próprio;CTC4;5-Média/Tardia;5;24,6;14,3;181.630,72;4,92;416,56;51.305,07;416,56;06/04/2017;4;29/06/2022
20314;Fazenda Agua Mansa;132;Ambiente C;22324;UMOE BIOENERGY S.A.;1-Próprio;CTC4;5-Média/Tardia;6;29,52;15,78;111.138,06;4,92;230,86;32.544,36;230,86;06/04/2017;4;19/10/2023
20314;Fazenda Agua Mansa;132;Ambiente C;22425;UMOE BIOENERGY S.A.;1-Próprio;CTC4;5-Média/Tardia;7;34,44;11,76;133.676,56;4,92;372,65;55.741,29;372,65;06/04/2017;4;19/10/2024
20314;Fazenda Agua Mansa;132;Ambiente C;22526;UMOE BIOENERGY S.A.;1-Próprio;CTC4;5-Média/Tardia;8;39,36;12,37;88.116,95;4,92;233,63;31.673,51;233,63;06/04/2017;4;31/10/2025
20314;Fazenda Agua Mansa;133;Ambiente C;21920;UMOE BIOENERGY S.A.;1-Próprio;CTC4;5-Média/Tardia;2;1,82;11,44;30.706,76;0,91;87,97;7.867,97;86,34;24/03/2017;3;12/04/2019
20314;Fazenda Agua Mansa;133;Ambiente C;22021;UMOE BIOENERGY S.A.;1-Próprio;CTC4;5-Média/Tardia;3;2,73;12,13;40.785,37;0,91;110,2;10.508,13;110,2;24/03/2017;3;13/04/2020
20314;Fazenda Agua Mansa;135;Ambiente C;21920;UMOE BIOENERGY S.A.;1-Próprio;IACSP95-5000;5-Média/Tardia;2;9,12;11,44;147.714,39;4,56;423,16;37.848,42;415,35;06/04/2017;4;12/04/2019
20314;Fazenda Agua Mansa;135;Ambiente C;22021;UMOE BIOENERGY S.A.;1-Próprio;IACSP95-5000;5-Média/Tardia;3;13,68;12,46;135.993,55;4,56;357,81;38.185,31;357,81;06/04/2017;4;27/04/2020
20314;Fazenda Agua Mansa;135;Ambiente C;22122;UMOE BIOENERGY S.A.;1-Próprio;IACSP95-5000;5-Média/Tardia;4;18,24;12,25;105.960,74;4,56;283,64;32.109,02;283,64;06/04/2017;4;23/04/2021
20314;Fazenda Agua Mansa;135;Ambiente C;22223;UMOE BIOENERGY S.A.;1-Próprio;IACSP95-5000;5-Média/Tardia;5;22,8;14,36;137.626,25;4,56;314,3;41.191,33;314,3;06/04/2017;4;03/07/2022
20314;Fazenda Agua Mansa;135;Ambiente C;22324;UMOE BIOENERGY S.A.;1-Próprio;IACSP95-5000;5-Média/Tardia;6;27,36;14,53;157.707,28;4,56;355,98;52.433,55;355,98;06/04/2017;4;17/09/2023
20314;Fazenda Agua Mansa;135;Ambiente A;22526;UMOE BIOENERGY S.A.;1-Próprio;RB988082;5-Média/Tardia;1;50,74;15;2.772.438,37;50,74;6.060,56;841.042,48;6.029,93;03/08/2024;8;29/11/2025
20314;Fazenda Agua Mansa;136;Ambiente C;21920;UMOE BIOENERGY S.A.;1-Próprio;IACSP95-5000;5-Média/Tardia;2;7,86;11,68;83.809,27;3,93;235,17;22.795,64;235,17;28/03/2017;3;19/04/2019
20314;Fazenda Agua Mansa;136;Ambiente C;22021;UMOE BIOENERGY S.A.;1-Próprio;IACSP95-5000;5-Média/Tardia;3;11,79;12,26;115.642,71;3,93;309,14;32.991,90;309,14;28/03/2017;3;27/04/2020
20314;Fazenda Agua Mansa;136;Ambiente C;22122;UMOE BIOENERGY S.A.;1-Próprio;IACSP95-5000;5-Média/Tardia;4;15,72;12,25;91.149,74;3,93;244;27.620,93;244;28/03/2017;3;23/04/2021
20314;Fazenda Agua Mansa;136;Ambiente C;22223;UMOE BIOENERGY S.A.;1-Próprio;IACSP95-5000;5-Média/Tardia;5;19,65;14,36;118.433,90;3,93;270,47;35.447,08;270,47;28/03/2017;3;03/07/2022
20314;Fazenda Agua Mansa;136;Ambiente C;22324;UMOE BIOENERGY S.A.;1-Próprio;IACSP95-5000;5-Média/Tardia;6;23,58;14,53;136.262,32;3,93;307,57;45.303,64;307,57;28/03/2017;3;17/09/2023
20314;Fazenda Agua Mansa;136;Ambiente C;22526;UMOE BIOENERGY S.A.;1-Próprio;RB988082;5-Média/Tardia;1;68,88;15;3.763.256,31;68,88;8.226,55;1.141.634,10;8.184,96;03/08/2024;8;29/11/2025
20314;Fazenda Agua Mansa;137;Ambiente C;21920;UMOE BIOENERGY S.A.;1-Próprio;IACSP95-5000;5-Média/Tardia;2;11,2;11,68;119.577,53;5,6;335,54;32.524,40;335,54;28/03/2017;3;19/04/2019
20314;Fazenda Agua Mansa;137;Ambiente C;22021;UMOE BIOENERGY S.A.;1-Próprio;IACSP95-5000;5-Média/Tardia;3;16,8;12,26;164.384,06;5,6;439,44;46.897,38;439,44;28/03/2017;3;27/04/2020
20314;Fazenda Agua Mansa;137;Ambiente C;22122;UMOE BIOENERGY S.A.;1-Próprio;IACSP95-5000;5-Média/Tardia;4;22,4;12,25;130.198,09;5,6;348,52;39.453,59;348,52;28/03/2017;3;23/04/2021
20314;Fazenda Agua Mansa;137;Ambiente C;22223;UMOE BIOENERGY S.A.;1-Próprio;IACSP95-5000;5-Média/Tardia;5;28;14,36;168.894,93;5,6;385,71;50.549,97;385,71;28/03/2017;3;03/07/2022
20314;Fazenda Agua Mansa;137;Ambiente C;22324;UMOE BIOENERGY S.A.;1-Próprio;IACSP95-5000;5-Média/Tardia;6;33,6;14,53;174.046,47;5,6;392,86;57.865,90;392,86;28/03/2017;3;17/09/2023
20314;Fazenda Agua Mansa;137;Ambiente C;22526;UMOE BIOENERGY S.A.;1-Próprio;RB988082;5-Média/Tardia;1;45,95;15,02;2.099.056,23;45,95;4.581,84;668.400,18;4.581,84;06/07/2024;7;10/10/2025
20314;Fazenda Agua Mansa;138;Ambiente C;21920;UMOE BIOENERGY S.A.;1-Próprio;IACSP95-5000;5-Média/Tardia;2;7,46;11,68;79.637,59;3,73;223,47;21.660,96;223,47;31/03/2017;3;19/04/2019
20314;Fazenda Agua Mansa;138;Ambiente C;22021;UMOE BIOENERGY S.A.;1-Próprio;IACSP95-5000;5-Média/Tardia;3;11,19;12,26;109.760,34;3,73;293,42;31.313,69;293,42;31/03/2017;3;27/04/2020
20314;Fazenda Agua Mansa;138;Ambiente C;22122;UMOE BIOENERGY S.A.;1-Próprio;IACSP95-5000;5-Média/Tardia;4;14,92;12,25;86.781,18;3,73;232,3;26.297,10;232,3;31/03/2017;3;23/04/2021
20314;Fazenda Agua Mansa;138;Ambiente C;22223;UMOE BIOENERGY S.A.;1-Próprio;IACSP95-5000;5-Média/Tardia;5;18,65;14,36;112.394,18;3,73;256,68;33.639,39;256,68;31/03/2017;3;03/07/2022
20314;Fazenda Agua Mansa;138;Ambiente C;22324;UMOE BIOENERGY S.A.;1-Próprio;IACSP95-5000;5-Média/Tardia;6;22,38;14,53;115.839,71;3,73;261,48;38.513,68;261,48;31/03/2017;3;17/09/2023
20314;Fazenda Agua Mansa;138;Ambiente B;22526;UMOE BIOENERGY S.A.;1-Próprio;RB988082;5-Média/Tardia;1;43,34;15,95;2.729.254,84;43,34;5.610,40;705.473,43;5.610,40;31/07/2024;7;06/12/2025
20314;Fazenda Agua Mansa;139;Ambiente B;21920;UMOE BIOENERGY S.A.;1-Próprio;IACSP95-5000;5-Média/Tardia;2;10,24;11,68;109.228,50;5,12;306,5;29.709,54;306,5;06/04/2017;4;19/04/2019
20314;Fazenda Agua Mansa;139;Ambiente B;22021;UMOE BIOENERGY S.A.;1-Próprio;IACSP95-5000;5-Média/Tardia;3;15,36;12,26;150.290,76;5,12;401,77;42.876,68;401,77;06/04/2017;4;27/04/2020
20314;Fazenda Agua Mansa;139;Ambiente C;22122;UMOE BIOENERGY S.A.;1-Próprio;IACSP95-5000;5-Média/Tardia;4;20,48;12,25;119.089,19;5,12;318,79;36.087,28;318,79;06/04/2017;4;23/04/2021
20314;Fazenda Agua Mansa;139;Ambiente C;22223;UMOE BIOENERGY S.A.;1-Próprio;IACSP95-5000;5-Média/Tardia;5;25,6;14,36;154.631,81;5,12;353,14;46.281,03;353,14;06/04/2017;4;03/07/2022
20314;Fazenda Agua Mansa;139;Ambiente C;22324;UMOE BIOENERGY S.A.;1-Próprio;IACSP95-5000;5-Média/Tardia;6;30,72;14,53;159.241,56;5,12;359,44;52.943,61;359,44;06/04/2017;4;17/09/2023
20314;Fazenda Agua Mansa;139;Ambiente B;22526;UMOE BIOENERGY S.A.;1-Próprio;RB975201;4-Média;1;39,66;16,48;2.790.396,91;39,66;5.550,99;643.087,58;5.550,99;17/07/2024;7;06/12/2025
20314;Fazenda Agua Mansa;140;Ambiente A;21920;UMOE BIOENERGY S.A.;1-Próprio;IACSP95-5000;5-Média/Tardia;2;13,54;11,68;144.458,30;6,77;405,36;39.291,83;405,36;27/03/2017;3;19/04/2019
20314;Fazenda Agua Mansa;140;Ambiente A;22021;UMOE BIOENERGY S.A.;1-Próprio;IACSP95-5000;5-Média/Tardia;3;20,31;12,26;199.039,29;6,77;532,08;56.784,24;532,08;27/03/2017;3;27/04/2020
20314;Fazenda Agua Mansa;140;Ambiente A;22122;UMOE BIOENERGY S.A.;1-Próprio;IACSP95-5000;5-Média/Tardia;4;27,08;12,25;194.484,62;6,77;520,61;58.934,19;520,61;27/03/2017;3;23/04/2021
20314;Fazenda Agua Mansa;140;Ambiente A;22223;UMOE BIOENERGY S.A.;1-Próprio;IACSP95-5000;5-Média/Tardia;5;33,85;14,36;204.007,80;6,77;465,9;61.059,20;465,9;27/03/2017;3;03/07/2022
20314;Fazenda Agua Mansa;140;Ambiente A;22324;UMOE BIOENERGY S.A.;1-Próprio;IACSP95-5000;5-Média/Tardia;6;40,62;14,53;210.306,22;6,77;474,71;69.921,28;474,71;27/03/2017;3;17/09/2023
20314;Fazenda Agua Mansa;141;Ambiente A;21920;UMOE BIOENERGY S.A.;1-Próprio;IACSP95-5000;5-Média/Tardia;2;39,88;11,68;425.702,66;19,94;1.194,55;115.788,60;1.194,55;06/04/2017;4;19/04/2019
20314;Fazenda Agua Mansa;141;Ambiente A;22021;UMOE BIOENERGY S.A.;1-Próprio;IACSP95-5000;5-Média/Tardia;3;59,85;12,26;586.101,86;19,95;1.566,80;167.209,81;1.566,80;06/04/2017;4;27/04/2020
20314;Fazenda Agua Mansa;141;Ambiente A;22122;UMOE BIOENERGY S.A.;1-Próprio;IACSP95-5000;5-Média/Tardia;4;79,8;12,25;572.805,93;19,95;1.533,32;173.575,90;1.533,32;06/04/2017;4;23/04/2021
20314;Fazenda Agua Mansa;141;Ambiente A;22223;UMOE BIOENERGY S.A.;1-Próprio;IACSP95-5000;5-Média/Tardia;5;99,75;14,36;601.745,02;19,95;1.374,22;180.101,29;1.374,22;06/04/2017;4;03/07/2022
20314;Fazenda Agua Mansa;141;Ambiente A;22324;UMOE BIOENERGY S.A.;1-Próprio;IACSP95-5000;5-Média/Tardia;6;119,7;14,53;692.308,20;19,95;1.562,69;230.174,28;1.562,69;06/04/2017;4;17/09/2023
20314;Fazenda Agua Mansa;142;Ambiente B;21920;UMOE BIOENERGY S.A.;1-Próprio;IACSP95-5000;5-Média/Tardia;2;14,84;11,68;158.436,98;7,42;444,58;43.093,95;444,58;25/03/2017;3;19/04/2019
20314;Fazenda Agua Mansa;142;Ambiente B;22021;UMOE BIOENERGY S.A.;1-Próprio;IACSP95-5000;5-Média/Tardia;3;22,26;12,26;217.829,08;7,42;582,31;62.144,76;582,31;25/03/2017;3;27/04/2020
20314;Fazenda Agua Mansa;142;Ambiente B;22122;UMOE BIOENERGY S.A.;1-Próprio;IACSP95-5000;5-Média/Tardia;4;29,68;12,25;202.895,21;7,42;543,12;61.482,79;543,12;25/03/2017;3;23/04/2021
20314;Fazenda Agua Mansa;142;Ambiente B;22223;UMOE BIOENERGY S.A.;1-Próprio;IACSP95-5000;5-Média/Tardia;5;37,1;14,36;223.756,71;7,42;511;66.970,01;511;25/03/2017;3;03/07/2022
20314;Fazenda Agua Mansa;142;Ambiente B;22324;UMOE BIOENERGY S.A.;1-Próprio;IACSP95-5000;5-Média/Tardia;6;44,52;14,53;257.283,19;7,42;580,74;85.539,94;580,74;25/03/2017;3;17/09/2023
20314;Fazenda Agua Mansa;143;Ambiente B;21920;UMOE BIOENERGY S.A.;1-Próprio;IACSP95-5000;5-Média/Tardia;2;7,6;11,68;81.084,43;3,8;227,53;22.054,51;227,53;28/03/2017;3;19/04/2019
20314;Fazenda Agua Mansa;143;Ambiente B;22021;UMOE BIOENERGY S.A.;1-Próprio;IACSP95-5000;5-Média/Tardia;3;11,4;12,26;111.527,08;3,8;298,14;31.817,72;298,14;28/03/2017;3;27/04/2020
20314;Fazenda Agua Mansa;143;Ambiente C;22122;UMOE BIOENERGY S.A.;1-Próprio;IACSP95-5000;5-Média/Tardia;4;15,2;12,25;88.123,04;3,8;235,89;26.703,68;235,89;28/03/2017;3;23/04/2021
20314;Fazenda Agua Mansa;143;Ambiente C;22223;UMOE BIOENERGY S.A.;1-Próprio;IACSP95-5000;5-Média/Tardia;5;19;14,36;114.588,41;3,8;261,69;34.296,12;261,69;28/03/2017;3;03/07/2022
20314;Fazenda Agua Mansa;143;Ambiente C;22324;UMOE BIOENERGY S.A.;1-Próprio;IACSP95-5000;5-Média/Tardia;6;22,8;14,53;131.667,69;3,8;297,2;43.776,03;297,2;28/03/2017;3;17/09/2023
20314;Fazenda Agua Mansa;144;Ambiente B;21920;UMOE BIOENERGY S.A.;1-Próprio;IACSP95-5000;5-Média/Tardia;2;21,6;11,68;230.516,30;10,8;646,84;62.699,08;646,84;25/03/2017;3;19/04/2019
20314;Fazenda Agua Mansa;144;Ambiente B;22021;UMOE BIOENERGY S.A.;1-Próprio;IACSP95-5000;5-Média/Tardia;3;32,4;12,26;317.099,98;10,8;847,69;90.465,91;847,69;25/03/2017;3;27/04/2020
20314;Fazenda Agua Mansa;144;Ambiente C;22122;UMOE BIOENERGY S.A.;1-Próprio;IACSP95-5000;5-Média/Tardia;4;43,2;12,25;251.031,49;10,8;671,98;76.069,43;671,98;25/03/2017;3;23/04/2021
20314;Fazenda Agua Mansa;144;Ambiente C;22223;UMOE BIOENERGY S.A.;1-Próprio;IACSP95-5000;5-Média/Tardia;5;54;14,36;325.796,29;10,8;744,03;97.510,28;744,03;25/03/2017;3;03/07/2022
20314;Fazenda Agua Mansa;144;Ambiente C;22324;UMOE BIOENERGY S.A.;1-Próprio;IACSP95-5000;5-Média/Tardia;6;64,8;14,53;374.709,04;10,8;845,8;124.580,89;845,8;25/03/2017;3;17/09/2023
20314;Fazenda Agua Mansa;145;Ambiente B;21920;UMOE BIOENERGY S.A.;1-Próprio;IACSP95-5000;5-Média/Tardia;2;20,78;11,68;221.799,48;10,39;622,38;60.328,15;622,38;25/03/2017;3;19/04/2019
20314;Fazenda Agua Mansa;145;Ambiente B;22021;UMOE BIOENERGY S.A.;1-Próprio;IACSP95-5000;5-Média/Tardia;3;31,17;12,26;305.355,47;10,39;816,29;87.115,33;816,29;25/03/2017;3;27/04/2020
20314;Fazenda Agua Mansa;145;Ambiente C;22122;UMOE BIOENERGY S.A.;1-Próprio;IACSP95-5000;5-Média/Tardia;4;41,56;12,25;241.607,39;10,39;646,75;73.213,69;646,75;25/03/2017;3;23/04/2021
20314;Fazenda Agua Mansa;145;Ambiente C;22223;UMOE BIOENERGY S.A.;1-Próprio;IACSP95-5000;5-Média/Tardia;5;51,8;14,36;312.633,57;10,36;713,97;93.570,70;713,97;25/03/2017;3;03/07/2022
20314;Fazenda Agua Mansa;145;Ambiente C;22324;UMOE BIOENERGY S.A.;1-Próprio;IACSP95-5000;5-Média/Tardia;6;62,16;14,53;359.395,92;10,36;811,23;119.489,70;811,23;25/03/2017;3;17/09/2023
20314;Fazenda Agua Mansa;146;Ambiente B;21920;UMOE BIOENERGY S.A.;1-Próprio;IACSP95-5000;5-Média/Tardia;2;12,18;11,68;129.927,27;6,09;364,58;35.339,48;364,58;25/03/2017;3;19/04/2019
20314;Fazenda Agua Mansa;146;Ambiente B;22021;UMOE BIOENERGY S.A.;1-Próprio;IACSP95-5000;5-Média/Tardia;3;18,27;12,26;179.075,49;6,09;478,71;51.088,72;478,71;25/03/2017;3;27/04/2020
20314;Fazenda Agua Mansa;146;Ambiente B;22122;UMOE BIOENERGY S.A.;1-Próprio;IACSP95-5000;5-Média/Tardia;4;24,36;12,25;141.642,86;6,09;379,16;42.921,69;379,16;25/03/2017;3;23/04/2021
20314;Fazenda Agua Mansa;146;Ambiente B;22223;UMOE BIOENERGY S.A.;1-Próprio;IACSP95-5000;5-Média/Tardia;5;30,6;14,36;180.970,39;6,12;413,29;54.164,11;413,29;25/03/2017;3;03/07/2022
20314;Fazenda Agua Mansa;146;Ambiente B;22324;UMOE BIOENERGY S.A.;1-Próprio;IACSP95-5000;5-Média/Tardia;6;36,72;14,53;211.832,44;6,12;478,15;70.428,78;478,15;25/03/2017;3;17/09/2023
