CD_UPNIVEL1;DE_UPNIVEL1;CD_UPNIVEL3;DE_AMBIENTE_PROD;CD_SAFRA;FORNEC;TIPO_PROP;DE_VARIED;DE_MATURAC;NO_CORTE;POND_CORTE;IDADE;POND_IDADE;AREA_CTT;TON_CANA;KG_ACUCAR;QT_CANA_ACUCAR;DT_PLANTIO;MES_PLANTIO;DT_CTT
10001;Laranjeira Industria;9;Ambiente C;21920;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;2;9,38;13,29;69.290,58;4,69;170,98;23.779,88;170,98;12/05/2017;5;24/08/2019
10001;Laranjeira Industria;9;Ambiente C;22021;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;3;14,07;11,69;80.971,84;4,69;227,04;31.142,04;227,04;12/05/2017;5;12/08/2020
10001;Laranjeira Industria;9;Ambiente C;22122;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;4;18,76;12,95;92.403,14;4,69;233,93;33.219,16;233,93;12/05/2017;5;07/09/2021
10001;Laranjeira Industria;9;Ambiente C;22223;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;5;23,45;13,33;172.078,10;4,69;423,18;57.457,63;423,18;12/05/2017;5;17/10/2022
10001;Laranjeira Industria;9;Ambiente C;22324;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;6;28,14;12,72;37.896,74;4,69;97,67;12.583,78;97,67;12/05/2017;5;05/11/2023
10001;Laranjeira Industria;10;Ambiente C;21920;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;2;3,76;13,29;27.796,23;1,88;68,59;9.539,40;68,59;12/05/2017;5;24/08/2019
10001;Laranjeira Industria;10;Ambiente C;22021;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;3;5,64;11,69;31.341,94;1,88;87,88;12.054,21;87,88;12/05/2017;5;12/08/2020
10001;Laranjeira Industria;10;Ambiente C;22122;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;4;7,52;12,95;36.697,87;1,88;92,91;13.192,98;92,91;12/05/2017;5;07/09/2021
10001;Laranjeira Industria;10;Ambiente C;22223;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;5;9,4;13,33;69.460,63;1,88;170,82;23.193,20;170,82;12/05/2017;5;17/10/2022
10001;Laranjeira Industria;10;Ambiente C;22324;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;6;11,28;12,72;15.319,02;1,88;39,48;5.086,75;39,48;12/05/2017;5;05/11/2023
10001;Laranjeira Industria;11;Ambiente C;21920;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;2;2,38;13,29;17.593,76;1,19;43,42;6.038,02;43,42;12/05/2017;5;24/08/2019
10001;Laranjeira Industria;11;Ambiente C;22021;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;3;3,57;11,69;19.855,74;1,19;55,68;7.636,59;55,68;12/05/2017;5;12/08/2020
10001;Laranjeira Industria;11;Ambiente C;22122;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;4;4,76;12,95;23.598,09;1,19;59,74;8.483,57;59,74;12/05/2017;5;07/09/2021
10001;Laranjeira Industria;11;Ambiente C;22223;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;5;5,95;13,33;44.214,42;1,19;108,73;14.763,38;108,73;12/05/2017;5;17/10/2022
10001;Laranjeira Industria;11;Ambiente C;22324;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;6;7,14;12,72;9.679,05;1,19;24,95;3.213,97;24,95;12/05/2017;5;05/11/2023
10002;Laranjeiras;1;Ambiente C;21920;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;3;40,92;14,41;380.870,29;13,64;866,62;102.885,86;866,62;02/03/2015;3;10/07/2019
10002;Laranjeiras;1;Ambiente C;22021;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;4;54,52;15,18;231.675,54;13,63;500,53;65.725,21;500,53;02/03/2015;3;12/08/2020
10002;Laranjeiras;1;Ambiente C;22122;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;5;68,15;12,82;155.505,58;13,63;397,84;54.527,02;397,84;02/03/2015;3;06/09/2021
10002;Laranjeiras;2;Ambiente C;21920;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;2;17,86;14,11;280.428,58;8,93;651,46;86.736,48;645,01;12/05/2017;5;11/10/2019
10002;Laranjeiras;2;Ambiente C;22021;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;3;26,79;12,66;196.172,42;8,93;507,99;66.588,16;507,99;12/05/2017;5;26/10/2020
10002;Laranjeiras;2;Ambiente C;22122;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;4;35,72;10,32;82.135,95;8,93;260,85;35.751,85;260,85;12/05/2017;5;06/09/2021
10002;Laranjeiras;3;Ambiente C;21920;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;2;9,7;14,11;152.382,74;4,85;354;47.131,98;350,49;12/05/2017;5;11/10/2019
10002;Laranjeiras;3;Ambiente C;22021;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;3;14,52;12,66;110.963,82;4,84;287,33;37.843,49;287,33;12/05/2017;5;26/10/2020
10002;Laranjeiras;3;Ambiente C;22122;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;4;19,36;10,32;44.519,95;4,84;141,39;19.378,50;141,39;12/05/2017;5;06/09/2021
10002;Laranjeiras;4;Ambiente B;21920;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;2;7,1;12,77;98.849,95;3,55;253,81;33.792,90;251,3;12/05/2017;5;11/10/2019
10002;Laranjeiras;4;Ambiente B;22021;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;3;10,65;12,61;29.254,72;3,55;76,08;9.254,30;76,08;12/05/2017;5;26/10/2020
10002;Laranjeiras;4;Ambiente B;22122;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;4;14,2;10,43;16.611,45;3,55;52,24;6.055,63;50,42;12/05/2017;5;08/09/2021
10002;Laranjeiras;5;Ambiente B;21920;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;2;16,86;12,77;234.812,66;8,43;602,92;80.273,41;596,95;13/05/2017;5;11/10/2019
10002;Laranjeiras;5;Ambiente B;22021;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;3;25,29;12,61;68.265,49;8,43;177,51;21.570,81;177,51;13/05/2017;5;26/10/2020
10002;Laranjeiras;5;Ambiente B;22122;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;4;33,72;10,43;38.767,26;8,43;121,92;14.132,40;117,67;13/05/2017;5;08/09/2021
10002;Laranjeiras;6;Ambiente B;21920;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;2;4,9;12,77;68.310,84;2,45;175,4;23.352,88;173,66;12/05/2017;5;11/10/2019
10002;Laranjeiras;6;Ambiente B;22021;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;3;7,35;12,61;19.581,27;2,45;50,91;6.186,23;50,91;12/05/2017;5;26/10/2020
10002;Laranjeiras;6;Ambiente B;22122;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;4;9,8;10,43;11.535,46;2,45;36,28;4.205,15;35,01;12/05/2017;5;08/09/2021
10002;Laranjeiras;8;Ambiente B;21920;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;3;26,25;14,41;254.069,33;8,75;578,1;68.632,63;578,1;02/03/2015;3;10/07/2019
10002;Laranjeiras;8;Ambiente B;22021;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;4;35;17,6;101.134,30;8,75;188,35;24.408,60;188,35;02/03/2015;3;26/10/2020
10002;Laranjeiras;8;Ambiente B;22122;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;5;43,75;10,43;40.613,36;8,75;127,73;14.805,47;123,27;02/03/2015;3;08/09/2021
10002;Laranjeiras;9;Ambiente B;21920;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;3;14,37;14,41;138.923,36;4,79;316,1;37.527,86;316,1;02/03/2015;3;10/07/2019
10002;Laranjeiras;9;Ambiente B;22021;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;4;19,12;17,6;69.588,89;4,78;129,65;17.232,29;129,65;02/03/2015;3;26/10/2020
10002;Laranjeiras;9;Ambiente B;22122;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;5;23,9;10,43;22.151,03;4,78;69,67;8.075,09;67,23;02/03/2015;3;08/09/2021
10002;Laranjeiras;10;Ambiente C;21920;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;2;9,06;12,77;123.810,02;4,53;317,9;42.325,80;314,75;12/05/2017;5;11/10/2019
10002;Laranjeiras;10;Ambiente C;22021;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;3;13,59;12,66;63.937,81;4,53;165,64;21.308,92;165,64;12/05/2017;5;26/10/2020
10002;Laranjeiras;10;Ambiente C;22122;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;4;18,12;10,39;20.701,31;4,53;65,31;7.570,40;63,03;12/05/2017;5;08/09/2021
10002;Laranjeiras;10;Ambiente C;22223;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;5;17,05;12,67;64.971,98;3,41;168,14;22.379,28;168,14;12/05/2017;5;03/10/2022
10002;Laranjeiras;11;Ambiente C;21920;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;2;16,22;12,77;221.483,40;8,11;568,69;75.716,53;563,06;12/05/2017;5;11/10/2019
10002;Laranjeiras;11;Ambiente C;22021;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;3;24,33;12,66;110.040,49;8,11;285,08;37.006,07;285,08;12/05/2017;5;26/10/2020
10002;Laranjeiras;11;Ambiente C;22122;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;4;32,44;10,39;37.264,63;8,11;117,57;13.627,47;113,46;12/05/2017;5;08/09/2021
10002;Laranjeiras;11;Ambiente C;22223;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;5;34,95;12,68;121.380,09;6,99;313,97;41.553,36;313,97;12/05/2017;5;03/10/2022
10002;Laranjeiras;13;Ambiente D;21920;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;3;11,52;14,41;79.168,73;3,84;180,14;21.386,14;180,14;04/03/2015;3;10/07/2019
10002;Laranjeiras;13;Ambiente D;22021;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;4;15,36;16,63;191.389,15;3,84;377,37;51.944,30;377,37;04/03/2015;3;27/09/2020
10002;Laranjeiras;13;Ambiente D;22122;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;5;19,2;11,33;69.956,30;3,84;202,45;25.981,22;202,45;04/03/2015;3;07/09/2021
10002;Laranjeiras;13;Ambiente D;22223;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;6;16,32;12,83;58.614,93;2,72;149,79;19.982,19;149,79;04/03/2015;3;03/10/2022
10002;Laranjeiras;14;Ambiente D;21920;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;2;7,82;10,95;11.512,98;3,91;34,47;4.988,82;34,47;12/05/2017;5;08/10/2019
10002;Laranjeiras;14;Ambiente D;22021;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;3;11,73;11,61;130.038,64;3,91;367,15;50.518,24;367,15;12/05/2017;5;27/09/2020
10002;Laranjeiras;14;Ambiente D;22122;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;4;15,64;11,33;71.414,88;3,91;206,67;26.522,93;206,67;12/05/2017;5;07/09/2021
10002;Laranjeiras;14;Ambiente D;22223;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;5;13,95;12,83;59.761,78;2,79;152,71;20.367,10;152,71;12/05/2017;5;03/10/2022
10002;Laranjeiras;15;Ambiente C;21920;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;2;1,46;12,77;23.955,29;0,73;61,51;8.189,27;60,9;12/05/2017;5;11/10/2019
10002;Laranjeiras;15;Ambiente C;22021;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;3;2,19;11,62;15.417,76;0,73;43,51;5.696,52;43,51;12/05/2017;5;25/09/2020
10002;Laranjeiras;15;Ambiente C;22122;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;4;2,92;11,36;5.112,33;0,73;14,75;1.893,21;14,75;12/05/2017;5;07/09/2021
10002;Laranjeiras;16;Ambiente C;21920;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;2;20,64;12,77;339.270,82;10,32;871,13;115.983,56;862,5;12/05/2017;5;11/10/2019
10002;Laranjeiras;16;Ambiente C;22021;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;3;30,96;11,62;260.528,45;10,32;735,07;95.558,09;735,07;12/05/2017;5;25/09/2020
10002;Laranjeiras;16;Ambiente C;22122;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;4;41,28;11,33;75.057,35;10,32;217,21;27.875,72;217,21;12/05/2017;5;07/09/2021
10002;Laranjeiras;17;Ambiente C;21920;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;2;12,38;12,77;203.543,72;6,19;522,63;69.583,61;517,45;17/05/2017;5;11/10/2019
10002;Laranjeiras;17;Ambiente C;22021;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;3;18,57;11,62;156.340,67;6,19;441,18;57.764,39;441,18;17/05/2017;5;25/09/2020
10002;Laranjeiras;17;Ambiente C;22122;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;4;24,76;11,36;45.329,35;6,19;130,8;16.786,38;130,8;17/05/2017;5;07/09/2021
10002;Laranjeiras;20;Ambiente B;21920;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;4;8,96;12,15;15.088,10;2,24;40,71;3.905,40;26,88;03/03/2015;3;19/09/2019
10002;Laranjeiras;21;Ambiente C;21920;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;4;4,56;12,15;7.753,48;1,14;20,92;2.006,89;13,82;03/03/2015;3;19/09/2019
10002;Laranjeiras;22;Ambiente B;21920;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;4;17,44;12,15;31.435,71;4,36;84,81;8.136,78;56,01;06/03/2015;3;19/09/2019
10002;Laranjeiras;23;Ambiente B;21920;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;4;10,64;12,15;19.283,98;2,66;52,03;4.991,28;34,36;06/03/2015;3;19/09/2019
10002;Laranjeiras;24;Ambiente B;21920;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;3;22,5;14,41;146.699,09;7,5;333,79;39.628,29;333,79;05/03/2015;3;10/07/2019
10002;Laranjeiras;24;Ambiente D;22021;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;4;30;14,77;53.041,17;7,5;117,72;15.585,68;117,72;05/03/2015;3;01/08/2020
10002;Laranjeiras;25;Ambiente B;21920;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;2;13,92;12,77;209.366,92;6,96;537,58;71.574,35;532,26;17/05/2017;5;11/10/2019
10002;Laranjeiras;25;Ambiente B;22021;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;3;20,88;9,79;71.706,52;6,96;240,16;31.796,96;240,16;17/05/2017;5;01/08/2020
10002;Laranjeiras;25;Ambiente B;22122;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;4;27,84;13,18;12.723,30;6,96;31,65;4.165,18;31,65;17/05/2017;5;03/09/2021
10002;Laranjeiras;26;Ambiente B;21920;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;3;24,54;14,41;191.881,30;8,18;436,6;51.833,58;436,6;01/06/2015;6;10/07/2019
10002;Laranjeiras;26;Ambiente B;22021;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;4;32,72;14,77;115.652,53;8,18;256,68;33.983,49;256,68;01/06/2015;6;01/08/2020
10002;Laranjeiras;27;Ambiente C;21920;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;2;2,54;12,77;35.347,75;1,27;90,76;12.084,03;89,86;09/07/2017;7;11/10/2019
10002;Laranjeiras;27;Ambiente C;22021;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;3;3,75;12,61;22.493,28;1,25;58,5;8.054,69;58,5;09/07/2017;7;25/10/2020
10002;Laranjeiras;27;Ambiente C;22122;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;4;5;10,31;31.304,40;1,25;99,55;13.959,75;99,55;09/07/2017;7;04/09/2021
10002;Laranjeiras;28;Ambiente C;21920;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;2;5,34;12,77;74.368,11;2,67;190,95;25.423,60;189,06;09/07/2017;7;11/10/2019
10002;Laranjeiras;28;Ambiente C;22021;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;3;8,01;12,02;23.616,40;2,67;64,4;8.704,80;64,4;09/07/2017;7;07/10/2020
10002;Laranjeiras;28;Ambiente C;22122;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;4;10,68;10,9;68.744,86;2,67;206,77;28.996,06;206,77;09/07/2017;7;04/09/2021
10002;Laranjeiras;29;Ambiente C;21920;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;2;3,48;12,77;48.437,11;1,74;124,37;16.558,73;123,14;09/07/2017;7;11/10/2019
10002;Laranjeiras;29;Ambiente C;22021;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;3;5,25;12,02;14.635,11;1,75;39,91;5.394,38;39,91;09/07/2017;7;07/10/2020
10002;Laranjeiras;29;Ambiente C;22122;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;4;7;10,9;45.830,47;1,75;137,85;19.330,94;137,85;09/07/2017;7;04/09/2021
10002;Laranjeiras;30;Ambiente C;21920;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;2;4,46;12,77;62.006,27;2,23;159,21;21.197,53;157,63;09/07/2017;7;11/10/2019
10002;Laranjeiras;30;Ambiente C;22021;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;3;6,69;12,02;18.626,31;2,23;50,79;6.865,49;50,79;09/07/2017;7;07/10/2020
10002;Laranjeiras;30;Ambiente C;22122;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;4;8,92;10,9;56.012,65;2,23;168,48;23.625,71;168,48;09/07/2017;7;04/09/2021
10002;Laranjeiras;31;Ambiente C;21920;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;2;7,94;12,77;111.300,17;3,97;285,78;38.049,68;282,95;09/07/2017;7;11/10/2019
10002;Laranjeiras;31;Ambiente C;22021;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;3;11,88;12,02;32.935,06;3,96;89,81;12.139,56;89,81;09/07/2017;7;07/10/2020
10002;Laranjeiras;31;Ambiente C;22122;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;4;15,84;10,9;101.867,71;3,96;306,4;42.967,02;306,4;09/07/2017;7;04/09/2021
10002;Laranjeiras;32;Ambiente C;21920;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;3;4,35;14,41;33.986,08;1,45;77,33;9.180,74;77,33;03/03/2015;3;10/07/2019
10002;Laranjeiras;32;Ambiente C;22021;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;4;5,8;17,62;9.824,45;1,45;18,28;2.227,62;18,28;03/03/2015;3;26/10/2020
10002;Laranjeiras;32;Ambiente C;22122;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;5;7,25;10,43;6.919,56;1,45;21,76;2.522,47;21;03/03/2015;3;08/09/2021
10002;Laranjeiras;33;Ambiente C;21920;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;3;4,2;14,41;33.015,03;1,4;75,12;8.917,53;75,12;06/03/2015;3;10/07/2019
10002;Laranjeiras;33;Ambiente C;22021;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;4;5,6;17,59;23.137,71;1,4;43,12;5.863,39;43,12;06/03/2015;3;26/10/2020
10002;Laranjeiras;33;Ambiente C;22122;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;5;7;10,43;6.457,55;1,4;20,31;2.354,08;19,6;06/03/2015;3;08/09/2021
10002;Laranjeiras;34;Ambiente B;21920;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;3;5,07;14,41;39.814,47;1,69;90,59;10.755,22;90,59;03/03/2015;3;10/07/2019
10002;Laranjeiras;34;Ambiente C;22021;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;4;6,76;17,59;25.198,47;1,69;46,96;6.332,54;46,96;03/03/2015;3;26/10/2020
10002;Laranjeiras;34;Ambiente C;22122;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;5;8,45;10,43;7.842,29;1,69;24,66;2.858,88;23,8;03/03/2015;3;08/09/2021
10002;Laranjeiras;35;Ambiente C;21920;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;3;1,77;14,41;13.582,23;0,59;30,9;3.668,69;30,9;03/03/2015;3;10/07/2019
10002;Laranjeiras;35;Ambiente C;22021;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;4;2,36;17,59;11.885,59;0,59;22,16;3.050,25;22,16;03/03/2015;3;25/10/2020
10002;Laranjeiras;35;Ambiente C;22122;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;5;2,95;10,49;2.782,10;0,59;8,7;1.007,81;8,39;03/03/2015;3;08/09/2021
10002;Laranjeiras;36;Ambiente B;21920;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;3;2,64;14,41;20.870,19;0,88;47,49;5.637,72;47,49;03/03/2015;3;10/07/2019
10002;Laranjeiras;36;Ambiente B;22021;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;4;3,48;17,59;17.117,28;0,87;31,91;4.392,88;31,91;03/03/2015;3;25/10/2020
10002;Laranjeiras;36;Ambiente B;22122;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;5;4,35;10,49;4.176,50;0,87;13,05;1.512,98;12,6;03/03/2015;3;08/09/2021
10002;Laranjeiras;37;Ambiente B;21920;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;3;6,57;14,41;51.474,57;2,19;117,12;13.905,02;117,12;03/03/2015;3;10/07/2019
10002;Laranjeiras;37;Ambiente B;22021;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;4;8,76;17,6;27.257,55;2,19;50,79;6.775,52;50,79;03/03/2015;3;26/10/2020
10002;Laranjeiras;37;Ambiente B;22122;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;5;10,95;10,43;10.149,13;2,19;31,92;3.699,87;30,81;03/03/2015;3;08/09/2021
10002;Laranjeiras;38;Ambiente B;21920;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;3;3,75;14,41;29.128,58;1,25;66,28;7.868,60;66,28;03/03/2015;3;10/07/2019
10002;Laranjeiras;38;Ambiente B;22021;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;4;5,04;17,6;14.893,59;1,26;27,75;3.682,60;27,75;03/03/2015;3;26/10/2020
10002;Laranjeiras;38;Ambiente B;22122;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;5;6,3;10,43;5.996,19;1,26;18,86;2.185,93;18,2;03/03/2015;3;08/09/2021
10002;Laranjeiras;39;Ambiente B;21920;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;3;3,48;14,41;27.185,63;1,16;61,86;7.343,76;61,86;03/03/2015;3;10/07/2019
10002;Laranjeiras;39;Ambiente B;22021;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;4;4,64;17,6;14.929,89;1,16;27,82;3.705,30;27,82;03/03/2015;3;26/10/2020
10002;Laranjeiras;39;Ambiente B;22122;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;5;5,8;10,43;5.534,19;1,16;17,41;2.017,42;16,8;03/03/2015;3;08/09/2021
10002;Laranjeiras;40;Ambiente B;21920;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;3;2,76;14,41;21.354,14;0,92;48,59;5.767,89;48,59;03/03/2015;3;10/07/2019
10002;Laranjeiras;40;Ambiente B;22021;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;4;3,64;17,59;18.544,30;0,91;34,57;4.759,11;34,57;03/03/2015;3;25/10/2020
10002;Laranjeiras;40;Ambiente B;22122;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;5;4,55;10,49;4.176,50;0,91;13,05;1.512,98;12,6;03/03/2015;3;08/09/2021
10002;Laranjeiras;41;Ambiente B;21920;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;3;3,24;14,41;25.242,20;1,08;57,44;6.818,09;57,44;03/03/2015;3;10/07/2019
10002;Laranjeiras;41;Ambiente B;22021;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;4;4,32;17,59;21.873,13;1,08;40,77;5.613,39;40,77;03/03/2015;3;25/10/2020
10002;Laranjeiras;41;Ambiente B;22122;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;5;5,4;10,49;5.104,08;1,08;15,95;1.849,03;15,4;03/03/2015;3;08/09/2021
10002;Laranjeiras;42;Ambiente B;21920;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;3;1,26;14,41;9.695,38;0,42;22,06;2.618,76;22,06;03/03/2015;3;10/07/2019
10002;Laranjeiras;42;Ambiente B;22021;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;4;1,72;17,59;8.555,69;0,43;15,95;2.195,69;15,95;03/03/2015;3;25/10/2020
10002;Laranjeiras;42;Ambiente B;22122;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;5;2,15;10,49;1.853,56;0,43;5,79;671,51;5,59;03/03/2015;3;08/09/2021
10002;Laranjeiras;43;Ambiente B;21920;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;3;1,08;14,41;8.641,91;0,36;19,67;2.334,13;19,67;03/03/2015;3;10/07/2019
10002;Laranjeiras;43;Ambiente B;22021;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;4;1,44;17,59;7.209,15;0,36;13,44;1.850,03;13,44;03/03/2015;3;25/10/2020
10002;Laranjeiras;43;Ambiente B;22122;UMOE BIOENERGY S.A.;1-Próprio;RB92579;6-Tardia;5;1,8;10,49;1.935,79;0,36;6,05;700,74;5,84;03/03/2015;3;08/09/2021
10003;Estância Pitanga;1;Ambiente D;22021;UMOE BIOENERGY S.A.;1-Próprio;RB975033;3-Precoce/Média;1;8,14;12,73;256.278,64;8,14;660,2;83.972,03;660,2;16/04/2019;4;11/05/2020
