CD_SAFRA;FAZENDA;AMBIENTE;VARIEDADE;CORTE;AREA_HA;TON_CANA;KG_ACUCAR;TCH;ATR;TAH_LINHA
22122;Fazenda Agua Mansa;Ambiente C;RB966928;7;0,38;11,63;1.462,63;30,61;125,75;3,85
22324;Fazenda Agua Mansa;Ambiente C;CTC9007;1;8,69;1.151,78;149.218,07;132,54;129,55;17,17
22425;Fazenda Agua Mansa;Ambiente C;CTC9007;2;8,69;881,18;103.355,29;101,40;117,29;11,89
22526;Fazenda Agua Mansa;Ambiente C;CTC9007;3;8,69;1.025,45;134.890,69;118,00;131,54;15,52
22122;Fazenda Agua Mansa;Ambiente C;RB966928;7;3,72;118,11;14.853,55;31,75;125,76;3,99
22324;Fazenda Agua Mansa;Ambiente C;CTC9007;1;26,99;3.602,50;465.749,75;133,48;129,29;17,26
22425;Fazenda Agua Mansa;Ambiente C;CTC9007;2;26,99;2.735,52;320.854,29;101,35;117,29;11,89
22526;Fazenda Agua Mansa;Ambiente C;CTC9007;3;26,99;1.780,16;226.390,36;65,96;127,17;8,39
22122;Fazenda Agua Mansa;Ambiente C;RB966928;7;11,13;353,39;44.441,45;31,75;125,76;3,99
22324;Fazenda Agua Mansa;Ambiente C;CTC9007;1;12,64;1.687,45;218.161,73;133,50;129,29;17,26
22425;Fazenda Agua Mansa;Ambiente C;CTC9007;2;12,64;1.281,28;150.283,59;101,37;117,29;11,89
22526;Fazenda Agua Mansa;Ambiente C;CTC9007;3;12,64;1.492,51;196.329,11;118,08;131,54;15,53
22122;Fazenda Agua Mansa;Ambiente C;RB966928;7;25,67;925,29;116.363,03;36,05;125,76;4,53
22324;Fazenda Agua Mansa;Ambiente C;CTC9007;1;23,15;3.089,90;399.478,09;133,47;129,29;17,26
22425;Fazenda Agua Mansa;Ambiente C;CTC9007;2;23,15;2.346,52;275.226,98;101,36;117,29;11,89
22526;Fazenda Agua Mansa;Ambiente C;CTC9007;3;23,15;2.006,29;262.761,06;86,66;130,97;11,35
22122;Fazenda Agua Mansa;Ambiente C;RB966928;7;8,72;313,90;39.477,24;36,00;125,76;4,53
22324;Fazenda Agua Mansa;Ambiente C;CTC9007;1;6,15;818,68;98.054,99;133,12;119,77;15,94
22425;Fazenda Agua Mansa;Ambiente C;CTC9007;2;6,15;805,62;94.034,98;131,00;116,72;15,29
22526;Fazenda Agua Mansa;Ambiente C;CTC9007;3;6,15;532,66;69.761,50;86,61;130,97;11,34
22122;Fazenda Agua Mansa;Ambiente C;RB966928;7;18,71;674,54;84.828,23;36,05;125,76;4,53
22324;Fazenda Agua Mansa;Ambiente C;CTC9007;1;2,99;398,37;47.713,43;133,23;119,77;15,96
22425;Fazenda Agua Mansa;Ambiente C;CTC9007;2;2,99;391,81;45.732,85;131,04;116,72;15,30
22526;Fazenda Agua Mansa;Ambiente C;CTC9007;3;2,99;251,20;33.790,84;84,01;134,52;11,30
22122;Fazenda Agua Mansa;Ambiente C;RB966928;7;18,32;1.085,00;136.447,98;59,23;125,76;7,45
22324;Fazenda Agua Mansa;Ambiente C;CTC9003BT;1;17,69;2.716,54;330.890,81;153,56;121,81;18,70
22425;Fazenda Agua Mansa;Ambiente C;VIVEIRO;2;17,69;2.223,68;225.687,67;125,70;101,49;12,76
22526;Fazenda Agua Mansa;Ambiente C;VIVEIRO;3;17,69;1.486,96;200.020,15;84,06;134,52;11,31
22122;Fazenda Agua Mansa;Ambiente C;RB966928;7;30,24;1.064,41;133.858,21;35,20;125,76;4,43
22324;Fazenda Agua Mansa;Ambiente C;CTC9003BT;1;21,20;3.254,74;396.447,93;153,53;121,81;18,70
22425;Fazenda Agua Mansa;Ambiente C;VIVEIRO;2;21,20;2.254,89;275.822,20;106,36;122,32;13,01
22526;Fazenda Agua Mansa;Ambiente C;VIVEIRO;3;21,20;1.782,68;239.799,43;84,09;134,52;11,31
22122;Fazenda Agua Mansa;Ambiente C;RB966928;7;12,74;360,24;45.303,14;28,28;125,76;3,56
22324;Fazenda Agua Mansa;Ambiente C;CTC9001;1;26,90;3.951,47;450.400,60;146,89;113,98;16,74
22425;Fazenda Agua Mansa;Ambiente C;CTC9001;2;26,90;2.861,75;350.054,80;106,38;122,32;13,01
22526;Fazenda Agua Mansa;Ambiente C;CTC9001;3;26,90;2.261,69;304.233,57;84,08;134,52;11,31
22122;Fazenda Agua Mansa;Ambiente C;RB966928;7;27,08;790,47;99.407,38;29,19;125,76;3,67
22324;Fazenda Agua Mansa;Ambiente C;CTC9001;1;16,70;2.453,72;279.682,56;146,93;113,98;16,75
22425;Fazenda Agua Mansa;Ambiente C;CTC9001;2;16,70;1.700,45;205.435,14;101,82;120,81;12,30
22526;Fazenda Agua Mansa;Ambiente C;CTC9001;3;16,70;1.404,39;188.912,42;84,09;134,52;11,31
22122;Fazenda Agua Mansa;Ambiente C;RB966928;7;23,15;814,50;102.429,98;35,18;125,76;4,42
22324;Fazenda Agua Mansa;Ambiente C;CTC9001;1;19,75;2.175,24;252.020,47;110,14;115,86;12,76
22425;Fazenda Agua Mansa;Ambiente C;CTC9001;2;19,75;1.981,40;247.130,31;100,32;124,73;12,51
22526;Fazenda Agua Mansa;Ambiente C;CTC9001;3;19,75;1.692,67;221.687,06;85,70;130,97;11,22
22122;Fazenda Agua Mansa;Ambiente C;RB966928;7;25,88;1.399,26;175.968,68;54,07;125,76;6,80
22324;Fazenda Agua Mansa;Ambiente C;CTC9003;1;25,77;2.790,39;323.291,57;108,28;115,86;12,55
22425;Fazenda Agua Mansa;Ambiente C;CTC9003;2;25,77;2.585,70;322.501,94;100,34;124,73;12,51
22526;Fazenda Agua Mansa;Ambiente C;CTC9003;3;25,77;2.209,28;289.346,19;85,73;130,97;11,23
22122;Fazenda Agua Mansa;Ambiente C;RB966928;7;23,33;1.361,50;171.219,21;58,36;125,76;7,34
22324;Fazenda Agua Mansa;Ambiente C;CTC9007;1;30,19;4.924,16;591.531,51;163,11;120,13;19,59
22425;Fazenda Agua Mansa;Ambiente C;CTC9007;2;30,19;3.468,93;437.281,90;114,90;126,06;14,48
22526;Fazenda Agua Mansa;Ambiente C;CTC9007;3;30,19;2.427,19;312.844,34;80,40;128,89;10,36
22122;Fazenda Agua Mansa;Ambiente C;RB966928;7;21,62;1.280,80;161.071,01;59,24;125,76;7,45
22324;Fazenda Agua Mansa;Ambiente C;CTC9007;1;18,51;3.019,37;362.712,32;163,12;120,13;19,60
22425;Fazenda Agua Mansa;Ambiente C;CTC9007;2;18,51;1.723,21;205.824,58;93,10;119,44;11,12
22526;Fazenda Agua Mansa;Ambiente C;CTC9007;3;18,51;1.488,07;191.799,75;80,39;128,89;10,36
22122;Fazenda Agua Mansa;Ambiente C;RB966928;7;19,83;1.089,30;136.987,98;54,93;125,76;6,91
22324;Fazenda Agua Mansa;Ambiente C;CTC9007;1;5,09;829,53;99.650,06;162,97;120,13;19,58
22425;Fazenda Agua Mansa;Ambiente C;CTC9007;2;5,09;474,58;56.684,85;93,24;119,44;11,14
22526;Fazenda Agua Mansa;Ambiente C;CTC9007;3;5,09;432,78;56.452,48;85,03;130,44;11,09
22122;Fazenda Agua Mansa;Ambiente C;RB966928;7;6,17;275,23;34.612,16;44,61;125,76;5,61
22122;Fazenda Agua Mansa;Ambiente C;RB966928;7;2,99;132,70;16.688,34;44,38;125,76;5,58
22122;Fazenda Agua Mansa;Ambiente C;RB966928;7;17,60;785,34;98.762,69;44,62;125,76;5,61
22324;Fazenda Agua Mansa;Ambiente C;CTC9007;1;37,58;3.948,69;491.015,89;105,07;124,35;13,07
22425;Fazenda Agua Mansa;Ambiente C;CTC9007;2;37,58;3.448,61;423.562,60;91,77;122,82;11,27
22526;Fazenda Agua Mansa;Ambiente C;CTC9007;3;37,58;3.237,92;399.981,72;86,16;123,53;10,64
22122;Fazenda Agua Mansa;Ambiente C;RB966928;7;30,06;1.419,08;178.460,60;47,21;125,76;5,94
22324;Fazenda Agua Mansa;Ambiente C;CTC9007;1;48,12;5.055,67;628.667,01;105,06;124,35;13,06
22425;Fazenda Agua Mansa;Ambiente C;CTC9007;2;48,12;4.415,63;542.332,99;91,76;122,82;11,27
22526;Fazenda Agua Mansa;Ambiente C;CTC9007;3;48,12;4.146,79;512.253,94;86,18;123,53;10,65
22122;Fazenda Agua Mansa;Ambiente C;RB966928;7;26,97;1.273,03;160.094,01;47,20;125,76;5,94
22324;Fazenda Agua Mansa;Ambiente C;CTC9007;1;12,89;1.225,92;152.441,43;95,11;124,35;11,83
22425;Fazenda Agua Mansa;Ambiente C;CTC9007;2;12,89;1.183,22;145.324,45;91,79;122,82;11,27
22526;Fazenda Agua Mansa;Ambiente C;CTC9007;3;12,89;1.095,59;142.908,85;85,00;130,44;11,09
22122;Fazenda Agua Mansa;Ambiente C;RB966928;7;16,76;906,40;113.986,70;54,08;125,76;6,80
22324;Fazenda Agua Mansa;Ambiente C;CTC9007;1;18,81;1.789,33;222.501,94;95,13;124,35;11,83
22425;Fazenda Agua Mansa;Ambiente C;CTC9007;2;18,81;1.726,14;212.006,68;91,77;122,82;11,27
22526;Fazenda Agua Mansa;Ambiente C;CTC9007;3;18,81;1.598,96;208.568,84;85,01;130,44;11,09
22122;Fazenda Agua Mansa;Ambiente A;RB966928;7;19,44;1.085,00;136.447,98;55,81;125,76;7,02
22324;Fazenda Agua Mansa;Ambiente A;CTC9007;1;4,68;445,82;55.437,83;95,26;124,35;11,85
22425;Fazenda Agua Mansa;Ambiente A;CTC9007;2;4,68;430,85;52.905,37;92,06;122,79;11,30
22526;Fazenda Agua Mansa;Ambiente C;CTC9007;3;4,68;398,23;51.944,98;85,09;130,44;11,10
22122;Fazenda Agua Mansa;Ambiente A;RB966928;7;9,04;504,52;63.447,88;55,81;125,76;7,02
22324;Fazenda Agua Mansa;Ambiente A;CTC9007;1;18,05;2.944,95;353.771,46;163,15;120,13;19,60
22425;Fazenda Agua Mansa;Ambiente A;CTC9007;2;18,05;2.074,48;261.501,51;114,93;126,06;14,49
22526;Fazenda Agua Mansa;Ambiente C;CTC9007;3;18,05;1.450,87;187.004,71;80,38;128,89;10,36
22122;Fazenda Agua Mansa;Ambiente B;RB966928;7;18,21;1.016,32;127.810,90;55,81;125,76;7,02
22425;Fazenda Agua Mansa;Ambiente B;RB975952;2;18,22;2.304,44;272.229,57;126,48;118,13;14,94
22526;Fazenda Agua Mansa;Ambiente C;RB975952;3;23,32;1.713,71;222.151,40;73,49;129,63;9,53
22122;Fazenda Agua Mansa;Ambiente C;RB966928;7;4,94;185,97;23.387,34;37,65;125,76;4,73
22324;Fazenda Agua Mansa;Ambiente C;RB975952;1;18,36;1.772,84;181.538,69;96,56;102,40;9,89
22425;Fazenda Agua Mansa;Ambiente C;RB975952;2;21,21;2.682,68;316.913,10;126,48;118,13;14,94
22526;Fazenda Agua Mansa;Ambiente C;RB975952;3;21,21;1.558,47;202.026,59;73,48;129,63;9,53
22122;Fazenda Agua Mansa;Ambiente C;RB966928;7;18,96;715,75;90.011,42;37,75;125,76;4,75
22324;Fazenda Agua Mansa;Ambiente C;RB975952;1;19,57;2.850,88;324.952,46;145,68;113,98;16,60
22425;Fazenda Agua Mansa;Ambiente C;RB975952;2;19,57;1.992,03;240.661,61;101,79;120,81;12,30
22526;Fazenda Agua Mansa;Ambiente A;RB975952;3;19,57;1.798,81;228.572,02;91,92;127,07;11,68
22122;Fazenda Agua Mansa;Ambiente C;RB966928;7;19,47;601,56;75.650,85;30,90;125,76;3,89
22324;Fazenda Agua Mansa;Ambiente C;RB975952;1;8,57;1.323,94;150.905,97;154,48;113,98;17,61
22425;Fazenda Agua Mansa;Ambiente C;RB975952;2;7,65;814,17;99.590,65;106,43;122,32;13,02
22526;Fazenda Agua Mansa;Ambiente A;RB975952;3;9,14;839,92;106.727,93;91,90;127,07;11,68
22122;Fazenda Agua Mansa;Ambiente C;RB966928;7;28,93;893,52;112.367,01;30,89;125,76;3,88
22324;Fazenda Agua Mansa;Ambiente C;VIVEIRO;1;12,40;1.631,39;193.595,91;131,56;118,67;15,61
22425;Fazenda Agua Mansa;Ambiente C;VIVEIRO;2;12,80;1.116,66;137.423,21;87,24;123,07;10,74
22526;Fazenda Agua Mansa;Ambiente B;VIVEIRO;3;13,80;1.835,87;238.524,53;133,03;129,92;17,28
22122;Fazenda Agua Mansa;Ambiente C;RB966928;7;11,03;340,50;42.821,18;30,87;125,76;3,88
22324;Fazenda Agua Mansa;Ambiente C;CTC2994;1;8,25;1.079,64;127.523,28;130,86;118,12;15,46
22425;Fazenda Agua Mansa;Ambiente C;CTC2994;2;8,47;734,01;89.920,75;86,66;122,51;10,62
22526;Fazenda Agua Mansa;Ambiente B;CTC2994;3;13,47;1.791,62;232.775,95;133,01;129,92;17,28
22122;Fazenda Agua Mansa;Ambiente C;RB966928;7;26,45;817,10;102.756,73;30,89;125,76;3,88
22122;Fazenda Agua Mansa;Ambiente C;RB966928;7;13,00;414,61;52.139,32;31,89;125,76;4,01
22122;Fazenda Agua Mansa;Ambiente D;IACSP95-5000;5;11,15;394,04;53.548,77;35,34;135,90;4,80
22223;Fazenda Agua Mansa;Ambiente D;IACSP95-5000;6;11,15;560,55;78.127,63;50,27;139,38;7,01
22425;Fazenda Agua Mansa;Ambiente D;RB975201;1;42,14;4.008,88;507.265,74;95,13;126,54;12,04
22526;Fazenda Agua Mansa;Ambiente D;RB975201;2;42,14;3.974,97;608.045,01;94,33;152,97;14,43
22122;Fazenda Agua Mansa;Ambiente C;IACSP95-5000;5;4,03;142,50;19.366,56;35,36;135,91;4,81
22223;Fazenda Agua Mansa;Ambiente C;IACSP95-5000;6;4,03;167,55;23.352,23;41,58;139,38;5,79
22425;Fazenda Agua Mansa;Ambiente C;RB975201;1;38,89;3.699,66;468.138,95;95,13;126,54;12,04
22526;Fazenda Agua Mansa;Ambiente D;RB975201;2;38,89;3.669,10;561.257,00;94,35;152,97;14,43
22122;Fazenda Agua Mansa;Ambiente C;IACSP95-5000;5;2,65;93,21;12.667,72;35,17;135,91;4,78
22223;Fazenda Agua Mansa;Ambiente C;IACSP95-5000;6;2,65;110,16;15.354,02;41,57;139,37;5,79
22425;Fazenda Agua Mansa;Ambiente C;RB975201;1;30,53;2.779,94;351.760,71;91,06;126,54;11,52
22526;Fazenda Agua Mansa;Ambiente D;RB975201;2;30,53;2.880,13;440.568,14;94,34;152,97;14,43
22122;Fazenda Agua Mansa;Ambiente C;IACSP95-5000;5;6,62;233,49;31.731,36;35,27;135,90;4,79
22223;Fazenda Agua Mansa;Ambiente C;IACSP95-5000;6;6,62;299,59;41.755,78;45,25;139,38;6,31
22425;Fazenda Agua Mansa;Ambiente C;RB975201;1;16,13;1.353,73;173.659,52;83,93;128,28;10,77
22526;Fazenda Agua Mansa;Ambiente D;RB975201;2;16,13;1.808,89;252.197,07;112,14;139,42;15,64
22122;Fazenda Agua Mansa;Ambiente C;IACSP95-5000;5;6,61;233,49;31.731,36;35,32;135,90;4,80
22223;Fazenda Agua Mansa;Ambiente C;IACSP95-5000;6;6,61;275,04;38.334,06;41,61;139,38;5,80
22425;Fazenda Agua Mansa;Ambiente C;RB975201;1;3,53;449,49;58.454,37;127,33;130,05;16,56
22526;Fazenda Agua Mansa;Ambiente D;RB975201;2;27,93;2.295,50;355.519,35;82,19;154,88;12,73
22122;Fazenda Agua Mansa;Ambiente D;IACSP95-5000;5;13,64;482,53;65.574,79;35,38;135,90;4,81
22223;Fazenda Agua Mansa;Ambiente D;IACSP95-5000;6;13,64;617,92;86.124,43;45,30;139,38;6,31
22425;Fazenda Agua Mansa;Ambiente D;RB975201;1;35,35;4.297,32;558.849,22;121,56;130,05;15,81
22526;Fazenda Agua Mansa;Ambiente D;RB975201;2;45,40;5.623,68;854.260,69;123,87;151,90;18,82
22122;Fazenda Agua Mansa;Ambiente B;IACSP95-5000;5;19,48;688,55;93.573,49;35,35;135,90;4,80
22223;Fazenda Agua Mansa;Ambiente B;IACSP95-5000;6;19,48;750,56;103.903,09;38,53;138,43;5,33
22425;Fazenda Agua Mansa;Ambiente B;RB975201;1;35,03;2.940,61;377.228,90;83,95;128,28;10,77
22526;Fazenda Agua Mansa;Ambiente C;RB975201;2;35,03;2.616,95;389.679,82;74,71;148,91;11,12
22122;Fazenda Agua Mansa;Ambiente B;IACSP95-5000;5;0,73;24,95;3.391,63;34,18;135,92;4,65
22223;Fazenda Agua Mansa;Ambiente B;IACSP95-5000;6;0,73;28,23;3.907,51;38,67;138,41;5,35
22526;Fazenda Agua Mansa;Ambiente C;RB975201;1;23,37;3.130,85;456.339,03;133,97;145,76;19,53
22122;Fazenda Agua Mansa;Ambiente B;IACSP95-5000;5;10,83;546,99;74.335,04;50,51;135,90;6,86
22223;Fazenda Agua Mansa;Ambiente B;IACSP95-5000;6;10,83;370,41;51.091,71;34,20;137,93;4,72
22324;Fazenda Agua Mansa;Ambiente B;IACSP95-5000;7;10,83;374,44;38.748,02;34,57;103,48;3,58
22526;Fazenda Agua Mansa;Ambiente D;RB975201;1;26,01;3.586,17;552.382,89;137,88;154,03;21,24
22122;Fazenda Agua Mansa;Ambiente C;IACSP95-5000;5;12,84;649,38;88.250,09;50,57;135,90;6,87
22223;Fazenda Agua Mansa;Ambiente C;IACSP95-5000;6;12,84;439,42;60.610,19;34,22;137,93;4,72
22324;Fazenda Agua Mansa;Ambiente C;IACSP95-5000;7;12,84;443,51;45.895,52;34,54;103,48;3,57
22526;Fazenda Agua Mansa;Ambiente A;RB975201;1;22,48;3.100,00;477.497,71;137,90;154,03;21,24
22122;Fazenda Agua Mansa;Ambiente A;IACSP95-5000;5;4,35;219,63;29.847,23;50,49;135,90;6,86
22223;Fazenda Agua Mansa;Ambiente A;IACSP95-5000;6;4,35;251,53;34.693,79;57,82;137,93;7,98
22324;Fazenda Agua Mansa;Ambiente A;IACSP95-5000;7;4,35;243,85;25.234,56;56,06;103,48;5,80
22526;Fazenda Agua Mansa;Ambiente D;RB975201;1;19,55;2.269,79;315.346,26;116,10;138,93;16,13
22122;Fazenda Agua Mansa;Ambiente A;IACSP95-5000;5;4,33;218,36;29.674,64;50,43;135,90;6,85
22223;Fazenda Agua Mansa;Ambiente A;IACSP95-5000;6;4,33;250,46;34.546,06;57,84;137,93;7,98
22324;Fazenda Agua Mansa;Ambiente A;IACSP95-5000;7;4,33;242,79;25.124,27;56,07;103,48;5,80
22526;Fazenda Agua Mansa;Ambiente A;CTC4;1;14,36;1.778,52;281.284,73;123,85;158,16;19,59
22122;Fazenda Agua Mansa;Ambiente A;IACSP95-5000;5;4,78;241,10;32.764,79;50,44;135,90;6,85
22223;Fazenda Agua Mansa;Ambiente A;IACSP95-5000;6;4,78;275,94;38.060,73;57,73;137,93;7,96
22324;Fazenda Agua Mansa;Ambiente A;IACSP95-5000;7;4,78;278,39;28.808,77;58,24;103,48;6,03
22526;Fazenda Agua Mansa;Ambiente A;CTC4;1;22,92;2.840,13;449.185,86;123,91;158,16;19,60
22122;Fazenda Agua Mansa;Ambiente C;IACSP95-5000;5;9,88;498,95;67.806,19;50,50;135,90;6,86
22223;Fazenda Agua Mansa;Ambiente C;IACSP95-5000;6;9,88;454,27;62.658,79;45,98;137,93;6,34
22324;Fazenda Agua Mansa;Ambiente C;IACSP95-5000;7;9,88;544,09;56.303,36;55,07;103,48;5,70
22526;Fazenda Agua Mansa;Ambiente A;RB975201;1;15,17;1.787,94;280.012,73;117,86;156,61;18,46
22122;Fazenda Agua Mansa;Ambiente A;IACSP95-5000;5;7,64;386,45;52.517,25;50,58;135,90;6,87
22223;Fazenda Agua Mansa;Ambiente A;IACSP95-5000;6;7,64;595,98;78.204,84;78,01;131,22;10,24
22324;Fazenda Agua Mansa;Ambiente A;IACSP95-5000;7;7,64;337,84;34.974,61;44,22;103,53;4,58
22526;Fazenda Agua Mansa;Ambiente D;RB975201;1;26,42;3.113,76;487.652,82;117,86;156,61;18,46
22122;Fazenda Agua Mansa;Ambiente A;IACSP95-5000;5;8,59;434,49;59.050,53;50,58;135,91;6,87
22223;Fazenda Agua Mansa;Ambiente A;IACSP95-5000;6;8,59;669,06;87.794,38;77,89;131,22;10,22
22324;Fazenda Agua Mansa;Ambiente A;IACSP95-5000;7;8,59;380,00;39.340,17;44,24;103,53;4,58
22526;Fazenda Agua Mansa;Ambiente A;RB975201;1;24,88;2.901,82;436.342,45;116,63;150,37;17,54
22122;Fazenda Agua Mansa;Ambiente A;IACSP95-5000;5;12,32;995,70;135.314,07;80,82;135,90;10,98
22223;Fazenda Agua Mansa;Ambiente A;IACSP95-5000;6;12,32;1.067,39;140.062,73;86,64;131,22;11,37
22324;Fazenda Agua Mansa;Ambiente A;IACSP95-5000;7;12,32;545,09;56.430,50;44,24;103,53;4,58
22526;Fazenda Agua Mansa;Ambiente A;RB975201;1;21,33;2.487,78;374.083,67;116,63;150,37;17,54
22122;Fazenda Agua Mansa;Ambiente A;IACSP95-5000;5;13,49;885,74;120.371,12;65,66;135,90;8,92
22223;Fazenda Agua Mansa;Ambiente A;IACSP95-5000;6;13,49;1.167,68;153.222,24;86,56;131,22;11,36
22324;Fazenda Agua Mansa;Ambiente A;IACSP95-5000;7;13,49;582,63;60.317,59;43,19;103,53;4,47
22526;Fazenda Agua Mansa;Ambiente A;CTC4;1;7,61;846,05;127.218,77;111,18;150,37;16,72
22122;Fazenda Agua Mansa;Ambiente D;IACSP95-5000;5;7,97;281,55;38.262,86;35,33;135,90;4,80
22223;Fazenda Agua Mansa;Ambiente D;IACSP95-5000;6;7,97;379,63;49.815,07;47,63;131,22;6,25
22324;Fazenda Agua Mansa;Ambiente D;IACSP95-5000;7;7,97;164,02;16.979,76;20,58;103,53;2,13
22526;Fazenda Agua Mansa;Ambiente D;RB975201;1;26,00;3.056,07;459.536,91;117,54;150,37;17,67
22122;Fazenda Agua Mansa;Ambiente D;IACSP95-5000;5;4,29;151,35;20.570,00;35,28;135,91;4,79
22223;Fazenda Agua Mansa;Ambiente D;IACSP95-5000;6;4,29;197,66;25.937,28;46,08;131,22;6,05
22324;Fazenda Agua Mansa;Ambiente D;IACSP95-5000;7;4,29;88,42;9.153,33;20,61;103,53;2,13
22526;Fazenda Agua Mansa;Ambiente C;RB975201;1;18,05;2.721,98;425.011,94;150,80;156,14;23,55
22122;Fazenda Agua Mansa;Ambiente D;IACSP95-5000;5;4,88;172,86;23.491,20;35,42;135,90;4,81
22223;Fazenda Agua Mansa;Ambiente D;IACSP95-5000;6;4,88;166,60;22.979,42;34,14;137,93;4,71
22324;Fazenda Agua Mansa;Ambiente D;IACSP95-5000;7;4,88;134,10;14.810,73;27,48;110,45;3,03
22526;Fazenda Agua Mansa;Ambiente B;RB975201;1;15,17;2.181,68;340.648,55;143,82;156,14;22,46
22122;Fazenda Agua Mansa;Ambiente D;IACSP95-5000;5;3,57;126,06;17.132,95;35,31;135,91;4,80
22223;Fazenda Agua Mansa;Ambiente D;IACSP95-5000;6;3,57;122,02;16.831,01;34,18;137,93;4,71
22324;Fazenda Agua Mansa;Ambiente D;IACSP95-5000;7;3,57;98,28;10.854,99;27,53;110,45;3,04
22526;Fazenda Agua Mansa;Ambiente D;RB975201;1;22,92;3.033,86;470.824,23;132,37;155,19;20,54
22122;Fazenda Agua Mansa;Ambiente C;IACSP95-5000;5;1,65;57,80;7.855,28;35,03;135,90;4,76
22223;Fazenda Agua Mansa;Ambiente C;IACSP95-5000;6;1,65;56,20;7.752,01;34,06;137,93;4,70
22324;Fazenda Agua Mansa;Ambiente C;IACSP95-5000;7;1,65;44,99;4.968,75;27,27;110,45;3,01
22122;Fazenda Agua Mansa;Ambiente D;IACSP95-5000;5;7,41;261,31;35.514,17;35,26;135,91;4,79
22223;Fazenda Agua Mansa;Ambiente D;IACSP95-5000;6;7,41;342,85;44.988,70;46,27;131,22;6,07
22324;Fazenda Agua Mansa;Ambiente D;IACSP95-5000;7;7,41;152,46;15.783,42;20,57;103,53;2,13
22122;Fazenda Agua Mansa;Ambiente A;IACSP95-5000;5;11,47;579,87;78.802,92;50,56;135,90;6,87
22223;Fazenda Agua Mansa;Ambiente A;IACSP95-5000;6;11,47;765,22;98.176,27;66,72;128,30;8,56
22324;Fazenda Agua Mansa;Ambiente A;IACSP95-5000;7;11,47;462,73;48.743,63;40,34;105,34;4,25
22122;Fazenda Agua Mansa;Ambiente B;IACSP95-5000;5;11,80;596,27;81.032,61;50,53;135,90;6,87
22223;Fazenda Agua Mansa;Ambiente B;IACSP95-5000;6;11,80;788,58;101.145,58;66,83;128,26;8,57
22324;Fazenda Agua Mansa;Ambiente B;IACSP95-5000;7;11,80;476,33;50.176,48;40,37;105,34;4,25
22122;Fazenda Agua Mansa;Ambiente A;IACSP95-5000;5;16,48;832,66;113.157,65;50,53;135,90;6,87
22223;Fazenda Agua Mansa;Ambiente A;IACSP95-5000;6;16,48;1.031,28;132.293,38;62,58;128,28;8,03
22324;Fazenda Agua Mansa;Ambiente A;IACSP95-5000;7;16,48;812,98;89.533,30;49,33;110,13;5,43
22122;Fazenda Agua Mansa;Ambiente A;IACSP95-5000;5;29,13;1.472,23;200.073,19;50,54;135,90;6,87
22223;Fazenda Agua Mansa;Ambiente A;IACSP95-5000;6;29,13;1.582,58;202.912,35;54,33;128,22;6,97
22324;Fazenda Agua Mansa;Ambiente A;IACSP95-5000;7;29,13;1.437,24;158.282,71;49,34;110,13;5,43
22122;Fazenda Agua Mansa;Ambiente A;IACSP95-5000;5;4,70;367,49;49.941,83;78,19;135,90;10,63
22223;Fazenda Agua Mansa;Ambiente A;IACSP95-5000;6;4,70;485,72;62.138,29;103,34;127,93;13,22
22324;Fazenda Agua Mansa;Ambiente A;IACSP95-5000;7;4,70;160,38;17.497,73;34,12;109,11;3,72
22122;Fazenda Agua Mansa;Ambiente D;IACSP95-5000;5;7,18;253,73;34.482,48;35,34;135,90;4,80
22223;Fazenda Agua Mansa;Ambiente D;IACSP95-5000;6;7,18;555,84;71.109,47;77,42;127,93;9,90
22324;Fazenda Agua Mansa;Ambiente D;IACSP95-5000;7;7,18;193,73;21.136,72;26,98;109,11;2,94
22122;Fazenda Agua Mansa;Ambiente D;IACSP95-5000;5;6,34;224,65;30.528,89;35,43;135,90;4,82
22223;Fazenda Agua Mansa;Ambiente D;IACSP95-5000;6;6,34;283,89;36.318,07;44,78;127,93;5,73
22324;Fazenda Agua Mansa;Ambiente D;IACSP95-5000;7;6,34;135,76;14.812,12;21,41;109,11;2,34
22122;Fazenda Agua Mansa;Ambiente D;IACSP95-5000;5;2,38;84,35;11.463,05;35,44;135,90;4,82
22223;Fazenda Agua Mansa;Ambiente D;IACSP95-5000;6;2,38;78,49;10.826,14;32,98;137,93;4,55
22324;Fazenda Agua Mansa;Ambiente D;IACSP95-5000;7;2,38;32,13;3.506,00;13,50;109,11;1,47
22122;Fazenda Agua Mansa;Ambiente D;IACSP95-5000;5;18,68;660,75;89.794,92;35,37;135,90;4,81
22223;Fazenda Agua Mansa;Ambiente D;IACSP95-5000;6;18,68;618,81;85.354,88;33,13;137,93;4,57
22324;Fazenda Agua Mansa;Ambiente D;IACSP95-5000;7;18,68;252,09;27.504,53;13,50;109,11;1,47
22122;Fazenda Agua Mansa;Ambiente D;CTC4;5;9,25;327,04;44.444,19;35,36;135,90;4,80
22223;Fazenda Agua Mansa;Ambiente D;CTC4;6;9,25;454,36;63.327,10;49,12;139,38;6,85
22122;Fazenda Agua Mansa;Ambiente D;CTC4;5;3,73;131,10;17.817,29;35,15;135,91;4,78
22223;Fazenda Agua Mansa;Ambiente D;CTC4;6;3,73;183,44;25.567,75;49,18;139,38;6,85
22122;Fazenda Agua Mansa;Ambiente D;IACSP95-5000;5;4,00;141,23;19.194,85;35,31;135,91;4,80
