CD_SAFRA;FAZENDA;AMBIENTE;VARIEDADE;CORTE;AREA_HA;TON_CANA;KG_ACUCAR;TCH;ATR;TAH_LINHA
22223;Fazenda Santa Izabel;Ambiente D;CTC15;5;11,11;693,15;103.882,68;62,39;149,87;9,35
22425;Fazenda Santa Izabel;Ambiente D;CTC15;6;11,11;409,41;39.629,48;36,85;96,80;3,57
22122;Fazenda Santa Izabel;Ambiente D;CTC15;4;4,78;343,83;47.617,03;71,93;138,49;9,96
22223;Fazenda Santa Izabel;Ambiente D;CTC15;5;4,78;297,89;44.644,94;62,32;149,87;9,34
22425;Fazenda Santa Izabel;Ambiente D;CTC15;6;4,78;176,34;17.068,76;36,89;96,80;3,57
22122;Fazenda Santa Izabel;Ambiente E;CTC15;4;1,21;87,03;12.052,60;71,92;138,49;9,96
22223;Fazenda Santa Izabel;Ambiente E;CTC15;5;1,21;75,94;11.381,55;62,76;149,87;9,41
22425;Fazenda Santa Izabel;Ambiente E;CTC15;6;1,21;44,78;4.334,44;37,01;96,80;3,58
22122;Fazenda Santa Izabel;Ambiente D;CTC15;4;9,24;666,25;92.268,98;72,11;138,49;9,99
22223;Fazenda Santa Izabel;Ambiente D;CTC15;5;9,24;575,94;86.316,00;62,33;149,87;9,34
22425;Fazenda Santa Izabel;Ambiente D;CTC15;6;9,24;340,80;32.987,75;36,88;96,80;3,57
22122;Fazenda Santa Izabel;Ambiente E;CTC15;4;2,30;164,90;22.836,23;71,69;138,49;9,93
22223;Fazenda Santa Izabel;Ambiente E;CTC15;5;2,30;143,28;21.472,56;62,29;149,87;9,34
22425;Fazenda Santa Izabel;Ambiente E;CTC15;6;2,30;72,11;6.978,29;31,35;96,78;3,03
22122;Fazenda Santa Izabel;Ambiente E;CTC15;4;3,92;282,39;39.107,67;72,04;138,49;9,98
22223;Fazenda Santa Izabel;Ambiente E;CTC15;5;3,92;244,27;36.608,64;62,31;149,87;9,34
22425;Fazenda Santa Izabel;Ambiente E;CTC15;6;3,92;252,01;22.947,00;64,29;91,06;5,85
22122;Fazenda Santa Izabel;Ambiente E;CTC15;4;5,56;399,87;55.378,32;71,92;138,49;9,96
22223;Fazenda Santa Izabel;Ambiente E;CTC15;5;5,56;346,53;51.934,00;62,33;149,87;9,34
22425;Fazenda Santa Izabel;Ambiente E;CTC15;6;5,56;357,03;32.510,07;64,21;91,06;5,85
22122;Fazenda Santa Izabel;Ambiente E;CTC15;4;6,91;498,21;68.997,45;72,10;138,49;9,99
22223;Fazenda Santa Izabel;Ambiente E;CTC15;5;6,91;431,31;64.639,77;62,42;149,87;9,35
22425;Fazenda Santa Izabel;Ambiente E;CTC15;6;6,91;443,39;40.377,98;64,17;91,07;5,84
22122;Fazenda Santa Izabel;Ambiente E;CTC15;4;11,90;857,50;118.754,13;72,06;138,49;9,98
22223;Fazenda Santa Izabel;Ambiente E;CTC15;5;11,90;744,00;111.503,01;62,52;149,87;9,37
22425;Fazenda Santa Izabel;Ambiente E;CTC15;6;11,90;833,28;75.883,88;70,02;91,07;6,38
22122;Fazenda Santa Izabel;Ambiente D;CTC15;4;3,35;241,38;33.428,46;72,05;138,49;9,98
22223;Fazenda Santa Izabel;Ambiente D;CTC15;5;3,35;170,86;25.299,38;51,00;148,08;7,55
22425;Fazenda Santa Izabel;Ambiente D;CTC15;6;3,35;173,72;16.956,45;51,86;97,61;5,06
22122;Fazenda Santa Izabel;Ambiente D;CTC15;4;5,78;416,25;57.646,73;72,02;138,49;9,97
22223;Fazenda Santa Izabel;Ambiente D;CTC15;5;5,78;294,00;43.534,23;50,87;148,08;7,53
22425;Fazenda Santa Izabel;Ambiente D;CTC15;6;5,78;299,93;29.274,48;51,89;97,61;5,06
22122;Fazenda Santa Izabel;Ambiente D;CTC15;4;4,86;349,30;48.373,74;71,87;138,49;9,95
22223;Fazenda Santa Izabel;Ambiente D;CTC15;5;4,86;247,19;36.602,20;50,86;148,08;7,53
22425;Fazenda Santa Izabel;Ambiente D;CTC15;6;4,86;252,38;24.633,97;51,93;97,61;5,07
22122;Fazenda Santa Izabel;Ambiente D;CTC15;4;4,10;296,01;40.994,29;72,20;138,49;10,00
22223;Fazenda Santa Izabel;Ambiente D;CTC15;5;4,10;208,52;30.875,75;50,86;148,07;7,53
22425;Fazenda Santa Izabel;Ambiente D;CTC15;6;4,10;212,62;20.752,90;51,86;97,61;5,06
22122;Fazenda Santa Izabel;Ambiente D;CTC15;4;3,57;257,78;35.699,75;72,21;138,49;10,00
22223;Fazenda Santa Izabel;Ambiente D;CTC15;5;3,57;182,03;26.954,64;50,99;148,08;7,55
22425;Fazenda Santa Izabel;Ambiente D;CTC15;6;3,57;184,96;18.053,38;51,81;97,61;5,06
22122;Fazenda Santa Izabel;Ambiente D;CTC15;4;3,36;242,76;33.619,24;72,25;138,49;10,01
22223;Fazenda Santa Izabel;Ambiente D;CTC15;5;3,36;170,86;25.299,38;50,85;148,08;7,53
22425;Fazenda Santa Izabel;Ambiente D;CTC15;6;3,36;174,59;17.040,54;51,96;97,61;5,07
22122;Fazenda Santa Izabel;Ambiente D;CTC15;4;3,86;278,25;38.534,30;72,08;138,49;9,98
22223;Fazenda Santa Izabel;Ambiente D;CTC15;5;3,86;133,19;19.721,96;34,50;148,08;5,11
22425;Fazenda Santa Izabel;Ambiente D;CTC15;6;3,86;200,72;19.591,90;52,00;97,61;5,08
22122;Fazenda Santa Izabel;Ambiente D;CTC15;4;5,38;300,12;41.563,04;55,78;138,49;7,73
22223;Fazenda Santa Izabel;Ambiente D;CTC15;5;5,38;218,69;32.382,72;40,65;148,07;6,02
22425;Fazenda Santa Izabel;Ambiente D;CTC15;6;5,38;330,08;33.013,10;61,35;100,02;6,14
22122;Fazenda Santa Izabel;Ambiente D;CTC15;5;16,87;940,82;130.293,83;55,77;138,49;7,72
22223;Fazenda Santa Izabel;Ambiente D;CTC15;6;16,87;858,90;127.182,06;50,91;148,08;7,54
22425;Fazenda Santa Izabel;Ambiente D;CTC15;7;16,87;903,39;85.129,93;53,55;94,23;5,05
22122;Fazenda Santa Izabel;Ambiente D;CTC15;5;11,87;662,17;91.703,24;55,78;138,49;7,73
22223;Fazenda Santa Izabel;Ambiente D;CTC15;6;11,87;604,43;89.501,16;50,92;148,08;7,54
22425;Fazenda Santa Izabel;Ambiente D;CTC15;7;11,87;469,19;41.087,32;39,53;87,57;3,46
22122;Fazenda Santa Izabel;Ambiente D;CTC15;4;19,74;1.100,64;152.427,63;55,76;138,49;7,72
22223;Fazenda Santa Izabel;Ambiente D;CTC15;5;19,74;1.004,43;148.731,26;50,88;148,08;7,53
22425;Fazenda Santa Izabel;Ambiente D;CTC15;6;19,74;1.299,90;117.184,21;65,85;90,15;5,94
22122;Fazenda Santa Izabel;Ambiente D;CTC15;5;7,63;425,81;58.970,77;55,81;138,49;7,73
22223;Fazenda Santa Izabel;Ambiente D;CTC15;6;7,63;419,18;62.070,85;54,94;148,08;8,14
22425;Fazenda Santa Izabel;Ambiente D;CTC15;7;7,63;353,49;34.142,09;46,33;96,58;4,47
22122;Fazenda Santa Izabel;Ambiente D;CTC15;4;18,27;1.067,90;147.892,51;58,45;138,49;8,09
22223;Fazenda Santa Izabel;Ambiente D;CTC15;5;18,27;557,62;82.569,89;30,52;148,08;4,52
22425;Fazenda Santa Izabel;Ambiente D;CTC15;6;18,27;368,81;41.942,77;20,19;113,72;2,30
22122;Fazenda Santa Izabel;Ambiente D;CTC15;5;15,05;880,71;121.969,26;58,52;138,49;8,10
22223;Fazenda Santa Izabel;Ambiente D;CTC15;6;15,05;827,33;122.506,50;54,97;148,08;8,14
22425;Fazenda Santa Izabel;Ambiente D;CTC15;7;15,05;806,10;75.962,43;53,56;94,23;5,05
22122;Fazenda Santa Izabel;Ambiente D;CTC15;5;8,57;513,22;71.075,88;59,89;138,49;8,29
22223;Fazenda Santa Izabel;Ambiente D;CTC15;6;8,57;505,71;74.882,49;59,01;148,08;8,74
22425;Fazenda Santa Izabel;Ambiente D;CTC15;7;8,57;338,45;29.638,42;39,49;87,57;3,46
22122;Fazenda Santa Izabel;Ambiente D;CTC15;4;12,53;750,94;103.996,62;59,93;138,49;8,30
22223;Fazenda Santa Izabel;Ambiente D;CTC15;5;12,53;739,82;109.548,81;59,04;148,08;8,74
22425;Fazenda Santa Izabel;Ambiente D;CTC15;6;12,53;811,97;73.197,81;64,80;90,15;5,84
22122;Fazenda Santa Izabel;Ambiente D;CTC15;5;4,33;259,18;35.893,60;59,86;138,49;8,29
22223;Fazenda Santa Izabel;Ambiente D;CTC15;6;4,33;255,32;37.806,71;58,97;148,08;8,73
22425;Fazenda Santa Izabel;Ambiente D;CTC15;7;4,33;203,70;19.673,96;47,04;96,58;4,54
22122;Fazenda Santa Izabel;Ambiente D;CTC15;5;1,88;112,99;15.648,07;60,10;138,49;8,32
22223;Fazenda Santa Izabel;Ambiente D;CTC15;6;1,88;95,53;14.144,96;50,81;148,08;7,52
22425;Fazenda Santa Izabel;Ambiente D;CTC15;7;1,88;118,09;12.070,65;62,81;102,22;6,42
22122;Fazenda Santa Izabel;Ambiente D;CTC15;4;7,92;473,61;65.590,30;59,80;138,49;8,28
22223;Fazenda Santa Izabel;Ambiente D;CTC15;5;7,92;402,92;59.662,03;50,87;148,08;7,53
22425;Fazenda Santa Izabel;Ambiente D;CTC15;6;7,92;561,40;57.384,89;70,88;102,22;7,25
22122;Fazenda Santa Izabel;Ambiente D;CTC15;4;9,57;573,34;79.401,77;59,91;138,49;8,30
22223;Fazenda Santa Izabel;Ambiente D;CTC15;5;9,57;487,38;72.169,34;50,93;148,08;7,54
22425;Fazenda Santa Izabel;Ambiente D;CTC15;6;9,57;678,41;69.345,15;70,89;102,22;7,25
22122;Fazenda Santa Izabel;Ambiente D;CTC15;4;3,13;186,75;25.862,39;59,66;138,49;8,26
22223;Fazenda Santa Izabel;Ambiente D;CTC15;5;3,13;159,65;23.640,76;51,01;148,08;7,55
22425;Fazenda Santa Izabel;Ambiente D;CTC15;6;3,13;221,61;22.651,90;70,80;102,22;7,24
22122;Fazenda Santa Izabel;Ambiente D;CTC15;4;8,58;513,22;71.075,88;59,82;138,49;8,28
22223;Fazenda Santa Izabel;Ambiente D;CTC15;5;8,58;297,05;43.985,32;34,62;148,08;5,13
22425;Fazenda Santa Izabel;Ambiente D;CTC15;6;8,58;588,40;60.144,64;68,58;102,22;7,01
22122;Fazenda Santa Izabel;Ambiente D;CTC15;4;6,10;364,34;50.457,31;59,73;138,49;8,27
22223;Fazenda Santa Izabel;Ambiente D;CTC15;5;6,10;310,28;45.945,34;50,87;148,08;7,53
22425;Fazenda Santa Izabel;Ambiente D;CTC15;6;6,10;418,50;42.778,17;68,61;102,22;7,01
22122;Fazenda Santa Izabel;Ambiente D;CTC15;5;0,92;78,51;10.869,76;85,34;138,45;11,81
22223;Fazenda Santa Izabel;Ambiente D;CTC15;6;0,92;50,34;7.454,24;54,72;148,08;8,10
22425;Fazenda Santa Izabel;Ambiente D;CTC15;7;0,92;58,81;6.011,45;63,92;102,22;6,53
22425;Fazenda Ouro Branco;Ambiente D;RB975242;1;8,91;804,57;112.109,36;90,30;139,34;12,58
22526;Fazenda Ouro Branco;Ambiente D;RB975242;2;8,91;862,67;121.172,74;96,82;140,46;13,60
22425;Fazenda Ouro Branco;Ambiente D;RB975242;1;11,92;1.022,95;146.185,38;85,82;142,91;12,26
22526;Fazenda Ouro Branco;Ambiente D;RB975242;2;0,92;101,54;14.808,50;110,37;145,83;16,10
22425;Fazenda Ouro Branco;Ambiente D;RB975242;1;14,76;1.265,98;180.915,53;85,77;142,91;12,26
22526;Fazenda Ouro Branco;Ambiente D;RB975242;2;4,64;509,26;74.267,35;109,75;145,83;16,01
22425;Fazenda Ouro Branco;Ambiente C;RB975242;1;11,37;974,95;139.326,49;85,75;142,91;12,25
22526;Fazenda Ouro Branco;Ambiente D;RB975242;2;7,87;864,81;126.119,75;109,89;145,83;16,03
22425;Fazenda Ouro Branco;Ambiente C;RB975242;1;13,88;1.191,18;170.225,50;85,82;142,91;12,26
22526;Fazenda Ouro Branco;Ambiente D;RB975242;2;13,88;1.352,34;197.217,54;97,43;145,83;14,21
22425;Fazenda Ouro Branco;Ambiente D;RB975242;1;33,62;2.900,81;423.178,67;86,28;145,88;12,59
22526;Fazenda Ouro Branco;Ambiente D;RB975242;2;31,62;2.498,85;396.378,75;79,03;158,62;12,54
22122;Fazenda Ouro Branco;Ambiente E;SP83-5073;2;2,50;196,37;27.242,20;78,55;138,73;10,90
22223;Fazenda Ouro Branco;Ambiente E;SP83-5073;3;2,50;119,41;18.399,18;47,76;154,08;7,36
22324;Fazenda Ouro Branco;Ambiente E;SP83-5073;4;2,50;124,14;19.094,30;49,66;153,81;7,64
22425;Fazenda Ouro Branco;Ambiente E;SP83-5073;5;2,50;58,85;9.042,11;23,54;153,65;3,62
22122;Fazenda Ouro Branco;Ambiente E;SP83-5073;2;4,22;331,56;45.996,49;78,57;138,73;10,90
22223;Fazenda Ouro Branco;Ambiente E;SP83-5073;3;4,22;200,64;30.914,55;47,54;154,08;7,33
22324;Fazenda Ouro Branco;Ambiente E;SP83-5073;4;4,22;210,10;32.323,73;49,79;153,85;7,66
22425;Fazenda Ouro Branco;Ambiente E;SP83-5073;5;4,22;99,36;15.267,48;23,55;153,65;3,62
22122;Fazenda Ouro Branco;Ambiente E;SP83-5073;2;11,84;930,48;129.084,29;78,59;138,73;10,90
22223;Fazenda Ouro Branco;Ambiente E;SP83-5073;3;11,84;563,80;86.871,07;47,62;154,08;7,34
22324;Fazenda Ouro Branco;Ambiente E;SP83-5073;4;11,84;589,83;90.735,88;49,82;153,84;7,66
22425;Fazenda Ouro Branco;Ambiente E;SP83-5073;5;11,84;278,86;42.847,56;23,55;153,65;3,62
22122;Fazenda Ouro Branco;Ambiente D;SP83-5073;2;2,83;223,09;30.948,46;78,83;138,73;10,94
22223;Fazenda Ouro Branco;Ambiente D;SP83-5073;3;2,83;137,15;21.132,91;48,46;154,08;7,47
22324;Fazenda Ouro Branco;Ambiente D;SP83-5073;4;2,83;141,02;21.699,53;49,83;153,87;7,67
22425;Fazenda Ouro Branco;Ambiente D;SP83-5073;5;2,83;66,86;10.272,55;23,62;153,65;3,63
22122;Fazenda Ouro Branco;Ambiente E;SP83-5073;2;15,18;1.193,02;165.505,90;78,59;138,73;10,90
22223;Fazenda Ouro Branco;Ambiente E;SP83-5073;3;15,18;821,47;126.573,57;54,11;154,08;8,34
22324;Fazenda Ouro Branco;Ambiente E;SP83-5073;4;15,18;822,42;126.518,08;54,18;153,84;8,33
22425;Fazenda Ouro Branco;Ambiente E;SP83-5073;5;15,18;357,54;54.936,43;23,55;153,65;3,62
22122;Fazenda Ouro Branco;Ambiente E;SP83-5073;2;12,05;947,79;131.485,10;78,65;138,73;10,91
22223;Fazenda Ouro Branco;Ambiente E;SP83-5073;3;12,05;652,48;100.535,91;54,15;154,08;8,34
22324;Fazenda Ouro Branco;Ambiente E;SP83-5073;4;12,05;691,15;106.328,78;57,36;153,84;8,82
22425;Fazenda Ouro Branco;Ambiente E;SP83-5073;5;12,05;284,05;43.644,39;23,57;153,65;3,62
22122;Fazenda Ouro Branco;Ambiente E;SP83-5073;2;17,48;1.373,81;190.585,70;78,59;138,73;10,90
22223;Fazenda Ouro Branco;Ambiente E;SP83-5073;3;17,48;946,57;145.849,81;54,15;154,08;8,34
22324;Fazenda Ouro Branco;Ambiente E;SP83-5073;4;17,48;1.002,71;154.258,54;57,36;153,84;8,82
22425;Fazenda Ouro Branco;Ambiente E;SP83-5073;5;17,48;411,72;63.261,00;23,55;153,65;3,62
22122;Fazenda Ouro Branco;Ambiente E;SP83-5073;2;18,15;1.427,25;197.999,96;78,64;138,73;10,91
22223;Fazenda Ouro Branco;Ambiente E;SP83-5073;3;18,15;898,02;138.369,24;49,48;154,08;7,62
22324;Fazenda Ouro Branco;Ambiente E;SP83-5073;4;18,15;1.041,60;160.240,57;57,39;153,84;8,83
22425;Fazenda Ouro Branco;Ambiente E;SP83-5073;5;18,15;427,73;65.721,89;23,57;153,65;3,62
22122;Fazenda Ouro Branco;Ambiente E;SP83-5073;2;15,35;1.207,17;167.468,77;78,64;138,73;10,91
22223;Fazenda Ouro Branco;Ambiente E;SP83-5073;3;15,35;730,92;112.621,71;47,62;154,08;7,34
22324;Fazenda Ouro Branco;Ambiente E;SP83-5073;4;15,35;880,43;135.445,11;57,36;153,84;8,82
22425;Fazenda Ouro Branco;Ambiente E;SP83-5073;5;15,35;361,78;55.587,62;23,57;153,65;3,62
22122;Fazenda Ouro Branco;Ambiente E;SP83-5073;2;12,17;958,57;132.981,17;78,77;138,73;10,93
22223;Fazenda Ouro Branco;Ambiente E;SP83-5073;3;12,17;591,75;91.177,85;48,62;154,08;7,49
22324;Fazenda Ouro Branco;Ambiente E;SP83-5073;4;12,17;699,49;107.610,46;57,48;153,84;8,84
22425;Fazenda Ouro Branco;Ambiente E;SP83-5073;5;12,17;287,29;44.143,05;23,61;153,65;3,63
22122;Fazenda Esperanca;Ambiente D;SP83-2847;2;17,07;1.444,20;208.916,07;84,60;144,66;12,24
22223;Fazenda Esperanca;Ambiente D;SP83-2847;3;1,49;153,77;21.372,72;103,20;139,00;14,34
22324;Fazenda Esperanca;Ambiente D;SP83-2847;3;15,58;1.170,93;133.730,61;75,16;114,21;8,58
22425;Fazenda Esperanca;Ambiente D;SP83-2847;4;17,07;1.018,54;143.205,21;59,67;140,60;8,39
22122;Fazenda Esperanca;Ambiente E;SP83-2847;2;3,04;212,46;30.733,55;69,89;144,66;10,11
22223;Fazenda Esperanca;Ambiente E;SP83-2847;3;0,26;27,01;3.752,33;103,87;138,94;14,43
22324;Fazenda Esperanca;Ambiente E;SP83-2847;3;2,78;209,00;23.869,83;75,18;114,21;8,59
22425;Fazenda Esperanca;Ambiente E;SP83-2847;4;3,04;180,96;25.442,14;59,53;140,60;8,37
22122;Fazenda Esperanca;Ambiente E;SP83-2847;2;1,60;110,14;15.932,69;68,84;144,66;9,96
22223;Fazenda Esperanca;Ambiente E;SP83-2847;3;0,14;14,50;2.015,31;103,55;139,02;14,40
22324;Fazenda Esperanca;Ambiente E;SP83-2847;3;1,46;110,06;12.569,91;75,38;114,21;8,61
22425;Fazenda Esperanca;Ambiente E;SP83-2847;4;1,60;81,79;11.499,83;51,12;140,60;7,19
22122;Fazenda Esperanca;Ambiente E;SP83-2847;2;3,89;267,55;38.703,53;68,78;144,66;9,95
22223;Fazenda Esperanca;Ambiente E;SP83-2847;3;0,34;35,04;4.870,47;103,06;139,00;14,32
22324;Fazenda Esperanca;Ambiente E;SP83-2847;3;3,55;267,04;30.498,16;75,22;114,21;8,59
22425;Fazenda Esperanca;Ambiente E;SP83-2847;4;3,89;198,29;27.879,41;50,97;140,60;7,17
22122;Fazenda Esperanca;Ambiente E;SP83-2847;2;4,74;326,58;47.241,98;68,90;144,66;9,97
22223;Fazenda Esperanca;Ambiente E;SP83-2847;3;0,41;32,28;4.486,08;78,72;138,99;10,94
22324;Fazenda Esperanca;Ambiente E;SP83-2847;3;4,33;238,76;27.268,23;55,14;114,21;6,30
22425;Fazenda Esperanca;Ambiente E;SP83-2847;4;4,74;228,13;32.074,88;48,13;140,60;6,77
22122;Fazenda Esperanca;Ambiente E;SP83-2847;2;6,03;356,09;51.511,58;59,05;144,66;8,54
22223;Fazenda Esperanca;Ambiente E;SP83-2847;3;0,53;41,08;5.709,75;77,51;138,99;10,77
22324;Fazenda Esperanca;Ambiente E;SP83-2847;3;5,50;302,74;34.575,52;55,04;114,21;6,29
22425;Fazenda Esperanca;Ambiente E;SP83-2847;4;6,03;290,71;40.873,39;48,21;140,60;6,78
22122;Fazenda Esperanca;Ambiente E;SP83-2847;2;1,19;69,80;10.097,44;58,66;144,66;8,49
22223;Fazenda Esperanca;Ambiente E;SP83-2847;3;0,10;7,89;1.095,33;78,89;138,84;10,95
22324;Fazenda Esperanca;Ambiente E;SP83-2847;3;1,09;60,21;6.876,50;55,24;114,21;6,31
22425;Fazenda Esperanca;Ambiente E;SP83-2847;4;1,19;57,73;8.116,20;48,51;140,60;6,82
22122;Fazenda Esperanca;Ambiente E;SP83-2847;2;1,43;98,33;14.224,68;68,76;144,66;9,95
22223;Fazenda Esperanca;Ambiente E;SP83-2847;3;0,12;10,91;1.515,04;90,92;138,87;12,63
22324;Fazenda Esperanca;Ambiente E;SP83-2847;3;1,31;72,13;8.237,42;55,06;114,21;6,29
22425;Fazenda Esperanca;Ambiente E;SP83-2847;4;1,43;69,28;9.740,39;48,45;140,60;6,81
22122;Fazenda Esperanca;Ambiente E;SP83-2847;2;1,88;144,57;20.913,44;76,90;144,66;11,12
22223;Fazenda Esperanca;Ambiente E;SP83-2847;3;0,16;14,84;2.061,85;92,73;138,97;12,89
22324;Fazenda Esperanca;Ambiente E;SP83-2847;3;1,72;94,44;10.785,51;54,91;114,21;6,27
22425;Fazenda Esperanca;Ambiente E;SP83-2847;4;1,88;90,46;12.718,40;48,12;140,60;6,77
22122;Fazenda Esperanca;Ambiente D;SP83-2847;2;3,01;261,18;37.781,64;86,77;144,66;12,55
22223;Fazenda Esperanca;Ambiente D;SP83-2847;3;0,34;28,53;3.976,49;83,91;139,38;11,70
22324;Fazenda Esperanca;Ambiente D;SP83-2847;3;2,67;147,70;16.869,03;55,32;114,21;6,32
22425;Fazenda Esperanca;Ambiente D;SP83-2847;4;3,01;165,93;23.329,08;55,13;140,60;7,75
22122;Fazenda Esperanca;Ambiente D;SP83-5073;1;4,27;477,19;71.201,73;111,75;149,21;16,67
22223;Fazenda Esperanca;Ambiente D;SP83-5073;2;4,27;457,27;51.813,45;107,09;113,31;12,13
22324;Fazenda Esperanca;Ambiente D;SP83-5073;3;4,27;293,93;35.615,36;68,83;121,17;8,34
22425;Fazenda Esperanca;Ambiente D;SP83-5073;4;4,27;260,77;34.588,84;61,07;132,64;8,10
22122;Fazenda Esperanca;Ambiente D;SP83-5073;1;10,12;1.131,04;168.761,97;111,76;149,21;16,68
22223;Fazenda Esperanca;Ambiente D;SP83-5073;2;10,12;1.082,86;122.698,14;107,00;113,31;12,12
22324;Fazenda Esperanca;Ambiente D;SP83-5073;3;10,12;696,73;84.423,23;68,85;121,17;8,34
22425;Fazenda Esperanca;Ambiente D;SP83-5073;4;10,12;588,48;78.056,11;58,15;132,64;7,71
22122;Fazenda Esperanca;Ambiente D;SP83-5073;4;8,67;504,84;67.217,59;58,23;133,15;7,75
22223;Fazenda Esperanca;Ambiente D;SP83-5073;5;8,67;389,51;52.918,53;44,93;135,86;6,10
22425;Fazenda Esperanca;Ambiente D;SP83-2847;1;8,71;928,81;123.196,88;106,64;132,64;14,14
22526;Fazenda Esperanca;Ambiente D;SP83-2847;2;8,71;463,89;54.124,09;53,26;116,67;6,21
22122;Fazenda Esperanca;Ambiente D;SP83-5073;4;4,79;271,83;36.193,23;56,75;133,15;7,56
22223;Fazenda Esperanca;Ambiente D;SP83-5073;5;4,79;215,84;29.323,02;45,06;135,86;6,12
22425;Fazenda Esperanca;Ambiente D;SP83-2847;1;4,59;489,59;64.938,78;106,66;132,64;14,15
22526;Fazenda Esperanca;Ambiente D;SP83-2847;2;4,59;244,14;28.485,06;53,19;116,67;6,21
22122;Fazenda Esperanca;Ambiente D;SP83-5073;4;7,99;597,82;79.597,82;74,82;133,15;9,96
22223;Fazenda Esperanca;Ambiente D;SP83-5073;5;7,99;359,79;48.880,95;45,03;135,86;6,12
22425;Fazenda Esperanca;Ambiente D;SP83-2847;1;7,51;728,34;96.576,98;96,98;132,60;12,86
22526;Fazenda Esperanca;Ambiente D;SP83-2847;2;8,34;443,98;51.800,65;53,23;116,67;6,21
22122;Sítio São Luiz ;Ambiente B;SP83-2847;3;7,99;673,68;81.557,98;84,32;121,06;10,21
22122;Sítio São Luiz ;Ambiente C;SP83-2847;3;9,18;382,76;47.118,22;41,70;123,10;5,13
22122;Sítio São Luiz ;Ambiente C;SP83-2847;3;8,54;365,97;45.050,38;42,85;123,10;5,28
22122;Sítio São Luiz ;Ambiente C;RB92579;4;0,98;34,13;4.201,40;34,83;123,10;4,29
22122;Sítio São Luiz ;Ambiente C;RB92579;4;4,21;146,49;18.032,29;34,79;123,10;4,28
22122;Sítio São Luiz ;Ambiente C;RB92579;4;4,29;148,80;18.317,76;34,69;123,10;4,27
22122;Sítio São Luiz ;Ambiente C;RB92579;4;4,02;139,54;17.176,99;34,71;123,10;4,27
22122;Sítio São Luiz ;Ambiente C;RB92579;4;1,61;56,14;6.911,08;34,87;123,10;4,29
22122;Sítio São Luiz ;Ambiente C;RB92579;4;1,48;51,51;6.341,00;34,80;123,10;4,28
22122;Sítio São Luiz ;Ambiente C;RB92579;4;1,11;38,77;4.772,71;34,93;123,10;4,30
22122;Sítio São Luiz ;Ambiente C;RB92579;4;0,66;23,13;2.847,79;35,05;123,10;4,31
22122;Sítio São Luiz ;Ambiente C;RB92579;4;0,25;9,03;1.111,34;36,11;123,10;4,45
22122;Estância Recanto ;Ambiente E;CTC9001;4;5,50;233,78;34.380,07;42,50;147,06;6,25
22223;Estância Recanto ;Ambiente E;CTC9001;5;5,50;123,67;13.827,34;22,49;111,80;2,51
22122;Estância Recanto ;Ambiente E;CTC9001;4;5,12;217,39;31.970,27;42,46;147,06;6,24
22223;Estância Recanto ;Ambiente E;CTC9001;5;5,12;114,71;12.825,36;22,40;111,81;2,50
22122;Estância Recanto ;Ambiente E;CTC9001;4;5,06;215,21;31.649,08;42,53;147,06;6,25
22223;Estância Recanto ;Ambiente E;CTC9001;5;5,06;113,82;12.725,25;22,49;111,81;2,51
22122;Estância Recanto ;Ambiente E;CTC9001;4;1,80;76,50;11.250,60;42,50;147,06;6,25
22223;Estância Recanto ;Ambiente E;CTC9001;5;1,80;40,35;4.511,42;22,42;111,81;2,51
22122;Fazenda Santa Helena;Ambiente D;SP83-2847;4;24,07;1.362,50;162.725,23;56,61;119,43;6,76
22223;Fazenda Santa Helena;Ambiente D;SP83-2847;5;24,07;1.472,97;190.199,84;61,20;129,13;7,90
22324;Fazenda Santa Helena;Ambiente D;SP83-2847;6;24,07;760,82;110.323,14;31,61;145,01;4,58
22526;Fazenda Santa Helena;Ambiente D;SP83-2847;1;43,18;3.208,33;479.730,19;74,30;149,53;11,11
22122;Fazenda Santa Helena;Ambiente D;SP83-2847;4;12,62;680,48;98.938,29;53,92;145,40;7,84
22223;Fazenda Santa Helena;Ambiente D;SP83-2847;5;12,62;799,31;103.212,30;63,34;129,13;8,18
22324;Fazenda Santa Helena;Ambiente D;SP83-2847;6;12,62;399,07;57.867,15;31,62;145,01;4,59
22526;Fazenda Santa Helena;Ambiente D;SP83-2847;1;54,56;4.126,77;617.060,55;75,64;149,53;11,31
22526;Fazenda Santa Helena;Ambiente D;SP83-2847;1;21,70;2.548,49;385.397,32;117,44;151,23;17,76
22122;Fazenda Santa Helena;Ambiente D;SP83-2847;4;4,05;218,47;31.764,27;53,94;145,40;7,84
22223;Fazenda Santa Helena;Ambiente D;SP83-2847;5;4,05;234,59;30.292,28;57,92;129,13;7,48
22324;Fazenda Santa Helena;Ambiente D;SP83-2847;6;4,05;105,17;15.194,74;25,97;144,48;3,75
22122;Fazenda Santa Helena;Ambiente D;SP83-2847;4;32,76;1.854,87;221.528,45;56,62;119,43;6,76
22223;Fazenda Santa Helena;Ambiente D;SP83-2847;5;32,76;2.005,19;258.923,85;61,21;129,13;7,90
22324;Fazenda Santa Helena;Ambiente D;SP83-2847;6;32,76;850,32;122.856,84;25,96;144,48;3,75
22122;Fazenda Santa Helena;Ambiente D;SP83-2847;4;12,74;686,33;99.788,56;53,87;145,40;7,83
